"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0,0.005,0.03,0.08275,0.068,0.4496,0.371488,NA
"2",0.04107,0.276,0.232,0.853,0.806,0.901574233,0.945,1
"3",0.667156,0.976,0.912,0.997,0.998,0.9972064,0.9999868,NA
"4",0,0.002,0.028,0.0684,0.0465,0.723,0.7113646,NA
"5",0.02546,0.158,0.152,0.908,0.884,0.916,0.963901,0.798904538341158
"6",0.724245,0.9835,0.924,0.998,0.998,0.998,0.99999285,NA
"7",0,0.154138532893225,0.457104253332878,0.0957068923747285,0.636220568794073,0.891103694711914,1,NA
"8",0,0.289753230935994,0.457104253332878,0.897567346117903,0.895605940572773,0.973288310299772,1,0.988262910798122
"9",0,0.759920603860788,0.457104253332878,0.983306617883987,0.969223067614968,0.980019245376316,1,NA
