Country,Year,BFTn,BFTtons
ITALY,1995,988.00,167.96
ITALY,1996,1633.00,277.61
ITALY,1997,770.00,130.90
ITALY,2007,983.00,86.68
ITALY,2008,1912.00,121.19
PORTUGAL,1797,10665.00,1813.00
PORTUGAL,1798,9332.00,1586.00
PORTUGAL,1799,3734.00,635.00
PORTUGAL,1800,11665.00,1983.00
PORTUGAL,1801,3000.00,510.00
PORTUGAL,1802,7000.00,1190.00
PORTUGAL,1803,11334.00,1927.00
PORTUGAL,1804,19500.00,3315.00
PORTUGAL,1805,7667.00,1303.00
PORTUGAL,1806,11665.00,1983.00
PORTUGAL,1807,2166.00,368.00
PORTUGAL,1808,3170.00,539.00
PORTUGAL,1809,3367.00,572.00
PORTUGAL,1810,13467.00,2289.00
PORTUGAL,1811,4872.00,828.00
PORTUGAL,1812,7000.00,1190.00
PORTUGAL,1813,14665.00,2493.00
PORTUGAL,1814,8232.00,1399.00
PORTUGAL,1815,6834.00,1162.00
PORTUGAL,1816,700.00,119.00
PORTUGAL,1817,4965.00,844.00
PORTUGAL,1837,5464.00,929.00
PORTUGAL,1838,6500.00,1105.00
PORTUGAL,1839,4300.00,731.00
PORTUGAL,1840,3200.00,544.00
PORTUGAL,1841,8600.00,1462.00
PORTUGAL,1842,1500.00,255.00
PORTUGAL,1843,2800.00,476.00
PORTUGAL,1844,2380.00,405.00
PORTUGAL,1845,1000.00,170.00
PORTUGAL,1852,8757.00,1489.00
PORTUGAL,1853,7403.00,1259.00
PORTUGAL,1854,9437.00,1604.00
PORTUGAL,1855,4250.00,723.00
PORTUGAL,1856,7415.00,1261.00
PORTUGAL,1857,6385.00,1085.00
PORTUGAL,1858,10762.00,1830.00
PORTUGAL,1859,9751.00,1658.00
PORTUGAL,1860,15585.00,2649.00
PORTUGAL,1861,14404.00,2449.00
PORTUGAL,1862,7047.00,1198.00
PORTUGAL,1863,15773.00,2681.00
PORTUGAL,1864,14056.00,2390.00
PORTUGAL,1865,11879.00,2019.00
PORTUGAL,1866,10180.00,1731.00
PORTUGAL,1867,24093.00,4096.00
PORTUGAL,1868,19499.00,3315.00
PORTUGAL,1869,25831.00,4391.00
PORTUGAL,1870,23434.00,3984.00
PORTUGAL,1871,51604.00,8773.00
PORTUGAL,1872,56503.00,9606.00
PORTUGAL,1873,49828.00,8471.00
PORTUGAL,1874,45158.00,7677.00
PORTUGAL,1875,46046.00,7663.00
PORTUGAL,1876,87998.00,14179.00
PORTUGAL,1877,75758.00,11941.00
PORTUGAL,1878,86169.00,12965.00
PORTUGAL,1879,52416.00,8467.00
PORTUGAL,1880,93424.00,14925.00
PORTUGAL,1881,139210.00,22019.00
PORTUGAL,1882,66226.00,10434.00
PORTUGAL,1883,62161.00,9430.00
PORTUGAL,1884,38221.00,5787.00
PORTUGAL,1885,57736.00,9074.00
PORTUGAL,1886,61680.00,9925.00
PORTUGAL,1887,60040.00,9829.00
PORTUGAL,1888,19680.00,3280.00
PORTUGAL,1889,18217.00,2891.00
PORTUGAL,1890,47558.00,7952.00
PORTUGAL,1891,9190.00,1521.00
PORTUGAL,1892,19641.00,3151.00
PORTUGAL,1893,35320.00,5684.00
PORTUGAL,1894,19203.00,3041.00
PORTUGAL,1895,22893.00,3744.00
PORTUGAL,1896,62477.00,9533.00
PORTUGAL,1897,81330.00,12370.00
PORTUGAL,1898,74180.00,10636.00
PORTUGAL,1899,78323.00,11478.00
PORTUGAL,1900,60451.00,8406.00
PORTUGAL,1901,57647.00,8029.00
PORTUGAL,1902,36502.00,5434.00
PORTUGAL,1903,96546.00,11788.00
PORTUGAL,1904,70431.00,9808.00
PORTUGAL,1905,75453.00,12112.00
PORTUGAL,1906,94779.00,15196.00
PORTUGAL,1907,46075.00,7100.00
PORTUGAL,1908,42352.00,5906.00
PORTUGAL,1909,38649.00,4727.00
PORTUGAL,1910,31920.00,3775.00
PORTUGAL,1911,28724.00,3888.00
PORTUGAL,1912,31320.00,4120.00
PORTUGAL,1913,44965.00,6644.00
PORTUGAL,1914,63613.00,8860.00
PORTUGAL,1915,47052.00,7317.00
PORTUGAL,1916,14397.00,2114.00
PORTUGAL,1917,26748.00,3763.00
PORTUGAL,1918,9745.00,1275.00
PORTUGAL,1919,15059.00,2109.00
PORTUGAL,1920,28526.00,3783.00
PORTUGAL,1921,13701.00,2010.00
PORTUGAL,1922,10389.00,1244.00
PORTUGAL,1923,10574.00,1460.00
PORTUGAL,1924,10849.00,1561.00
PORTUGAL,1925,7169.00,949.00
PORTUGAL,1926,10536.00,1158.00
PORTUGAL,1927,15913.00,2640.00
PORTUGAL,1928,23013.00,3678.00
PORTUGAL,1929,12717.00,1733.00
PORTUGAL,1930,15301.00,2346.00
PORTUGAL,1931,15973.00,2252.00
PORTUGAL,1932,15661.00,2467.00
PORTUGAL,1933,16274.00,2434.00
PORTUGAL,1934,8336.00,1225.00
PORTUGAL,1935,12587.00,1671.00
PORTUGAL,1936,30709.00,4359.00
PORTUGAL,1937,28968.00,4030.00
PORTUGAL,1938,14118.00,1535.00
PORTUGAL,1939,9271.00,1055.00
PORTUGAL,1940,10006.00,996.00
PORTUGAL,1941,13104.00,1538.00
PORTUGAL,1942,12478.00,1466.00
PORTUGAL,1943,32403.00,4155.00
PORTUGAL,1944,19004.00,2428.00
PORTUGAL,1945,17561.00,1930.00
PORTUGAL,1946,29318.00,3923.00
PORTUGAL,1947,22580.00,2426.00
PORTUGAL,1948,21112.00,2365.00
PORTUGAL,1949,19991.00,2499.00
PORTUGAL,1950,16699.00,1770.00
PORTUGAL,1951,14690.00,1571.00
PORTUGAL,1952,21513.00,2377.00
PORTUGAL,1953,24471.00,3130.00
PORTUGAL,1954,11938.00,1387.00
PORTUGAL,1955,10877.00,1485.00
PORTUGAL,1956,18763.00,2631.00
PORTUGAL,1957,7842.00,1052.00
PORTUGAL,1958,5891.00,806.00
PORTUGAL,1959,11839.00,1091.00
PORTUGAL,1960,12816.00,1537.00
PORTUGAL,1961,14681.00,1758.00
PORTUGAL,1962,5819.00,816.00
PORTUGAL,1963,3266.00,440.00
PORTUGAL,1964,11837.00,582.00
PORTUGAL,1965,852.00,107.00
PORTUGAL,1966,3230.00,220.00
PORTUGAL,1967,1663.00,251.00
PORTUGAL,1968,428.00,68.00
PORTUGAL,1969,6535.00,419.00
PORTUGAL,1970,529.00,34.00
PORTUGAL,1971,1.00,0.00
PORTUGAL,1972,4847.00,97.00
MOROCCO,1927,7297.00,1240.00
MOROCCO,1928,7218.00,1227.00
MOROCCO,1929,8959.00,1523.00
MOROCCO,1930,9583.00,1629.00
MOROCCO,1931,6368.00,1083.00
MOROCCO,1932,4755.00,808.00
MOROCCO,1933,12236.00,2080.00
MOROCCO,1934,6287.00,1069.00
MOROCCO,1935,6595.00,1121.00
MOROCCO,1936,3214.00,546.00
MOROCCO,1937,11036.00,1876.00
MOROCCO,1939,3407.00,579.00
MOROCCO,1940,10970.00,1864.00
MOROCCO,1941,10908.00,1854.00
MOROCCO,1942,6087.00,1035.00
MOROCCO,1943,10434.00,1771.00
MOROCCO,1944,5092.00,831.00
MOROCCO,1945,6198.00,1053.00
MOROCCO,1946,8611.00,1400.00
MOROCCO,1947,11314.00,1543.00
MOROCCO,1948,9504.00,1425.00
MOROCCO,1949,22195.00,2317.00
MOROCCO,1950,21493.00,1968.00
MOROCCO,1951,12240.00,1749.00
MOROCCO,1952,8049.00,1253.00
MOROCCO,1953,8953.00,1382.00
MOROCCO,1954,7219.00,1047.00
MOROCCO,1955,9038.00,1504.00
MOROCCO,1956,11002.00,1772.00
MOROCCO,1957,17496.00,2846.00
MOROCCO,1958,18883.00,3173.00
MOROCCO,1959,11900.00,1999.00
MOROCCO,1960,14666.00,2458.00
MOROCCO,1961,5273.00,879.00
MOROCCO,1962,10129.00,1706.00
MOROCCO,1963,4438.00,708.00
MOROCCO,1964,9296.00,1505.00
MOROCCO,1965,8693.00,1355.00
MOROCCO,1966,4897.00,826.00
MOROCCO,1967,1575.00,267.00
MOROCCO,1968,2328.00,395.00
MOROCCO,1969,921.00,157.00
MOROCCO,1970,1197.00,202.00
MOROCCO,1971,667.00,113.00
MOROCCO,1972,252.00,43.00
MOROCCO,1973,11.00,2.00
MOROCCO,1974,380.00,65.00
MOROCCO,1984,182.00,31.00
MOROCCO,1986,946.00,161.00
MOROCCO,1987,1416.00,241.00
MOROCCO,1988,1792.00,305.00
MOROCCO,1989,3979.00,676.00
MOROCCO,1990,1185.00,201.00
MOROCCO,1991,4595.00,781.00
MOROCCO,1992,731.00,124.00
MOROCCO,1993,1195.00,203.00
MOROCCO,1994,1283.00,218.00
MOROCCO,1995,677.00,115.00
MOROCCO,1996,40.00,8.00
MOROCCO,1997,166.00,34.00
MOROCCO,1998,5511.00,1227.00
MOROCCO,1999,3412.00,702.00
MOROCCO,2000,5154.00,1108.00
MOROCCO,2001,12234.00,2636.00
MOROCCO,2002,7097.00,1502.00
MOROCCO,2003,6201.00,1303.00
MOROCCO,2004,5905.00,1122.00
MOROCCO,2005,7058.00,1344.00
MOROCCO,2006,4993.00,938.00
MOROCCO,2007,10280.00,1977.00
LIBYA,1915,1160.00,197.00
LIBYA,1919,6241.00,344.00
LIBYA,1920,14386.00,735.00
LIBYA,1921,11699.00,682.00
LIBYA,1922,7502.00,533.00
LIBYA,1923,16698.00,1121.00
LIBYA,1924,20304.00,1323.00
LIBYA,1925,18208.00,1467.00
LIBYA,1926,13409.00,1248.00
LIBYA,1927,11633.00,1973.00
LIBYA,1928,3502.00,320.00
LIBYA,1929,8740.00,832.00
LIBYA,1930,6791.00,772.00
LIBYA,1931,8323.00,905.00
LIBYA,1932,11711.00,1129.00
LIBYA,1933,15023.00,1230.00
LIBYA,1934,9969.00,1587.00
LIBYA,1935,1579.00,268.00
LIBYA,1936,1587.00,270.00
LIBYA,1937,2033.00,346.00
LIBYA,1938,1889.00,221.00
LIBYA,1939,1296.00,142.00
LIBYA,1940,1353.00,123.00
LIBYA,1942,45.00,2.00
TUNISIA,1863,9328.00,1586.00
TUNISIA,1864,7036.00,1196.00
TUNISIA,1865,10440.00,1775.00
TUNISIA,1866,9356.00,1591.00
TUNISIA,1867,8539.00,1452.00
TUNISIA,1868,9456.00,1608.00
TUNISIA,1869,11136.00,1893.00
TUNISIA,1870,13327.00,2266.00
TUNISIA,1871,11018.00,1873.00
TUNISIA,1872,9543.00,1622.00
TUNISIA,1873,7467.00,1269.00
TUNISIA,1874,10191.00,1732.00
TUNISIA,1875,10078.00,1713.00
TUNISIA,1876,11154.00,1896.00
TUNISIA,1877,14932.00,2538.00
TUNISIA,1878,14802.00,2516.00
TUNISIA,1879,11130.00,1892.00
TUNISIA,1880,9670.00,1644.00
TUNISIA,1881,7678.00,1305.00
TUNISIA,1882,12443.00,2115.00
TUNISIA,1883,9921.00,1687.00
TUNISIA,1884,11529.00,1960.00
TUNISIA,1885,7933.00,1349.00
TUNISIA,1886,6779.00,1152.00
TUNISIA,1887,10710.00,1821.00
TUNISIA,1888,12787.00,2174.00
TUNISIA,1889,9180.00,1561.00
TUNISIA,1890,3788.00,644.00
TUNISIA,1891,4664.00,793.00
TUNISIA,1892,2886.00,491.00
TUNISIA,1893,6229.00,1059.00
TUNISIA,1894,7018.00,1193.00
TUNISIA,1895,4877.00,829.00
TUNISIA,1896,10186.00,1732.00
TUNISIA,1897,15777.00,2682.00
TUNISIA,1898,9929.00,1688.00
TUNISIA,1899,15802.00,786.00
TUNISIA,1900,11380.00,1088.00
TUNISIA,1901,14207.00,1147.00
TUNISIA,1902,5391.00,916.00
TUNISIA,1903,15357.00,2611.00
TUNISIA,1904,29480.00,2404.00
TUNISIA,1905,20290.00,1606.00
TUNISIA,1906,20576.00,3498.00
TUNISIA,1907,7450.00,1267.00
TUNISIA,1908,9891.00,1681.00
TUNISIA,1909,18970.00,3225.00
TUNISIA,1910,40100.00,2945.00
TUNISIA,1911,36893.00,2546.00
TUNISIA,1912,17780.00,1507.00
TUNISIA,1913,13762.00,980.00
TUNISIA,1914,20951.00,1723.00
TUNISIA,1915,17547.00,1480.00
TUNISIA,1916,9204.00,714.00
TUNISIA,1917,11333.00,882.00
TUNISIA,1918,4764.00,300.00
TUNISIA,1919,17259.00,1113.00
TUNISIA,1920,13676.00,882.00
TUNISIA,1921,10860.00,568.00
TUNISIA,1922,11703.00,854.00
TUNISIA,1923,10922.00,858.00
TUNISIA,1924,18803.00,1164.00
TUNISIA,1925,13546.00,877.00
TUNISIA,1926,5369.00,460.00
TUNISIA,1927,2738.00,176.00
TUNISIA,1928,2235.00,146.00
TUNISIA,1929,2577.00,165.00
TUNISIA,1930,4327.00,493.00
TUNISIA,1931,8739.00,1083.00
TUNISIA,1932,5515.00,635.00
TUNISIA,1933,3715.00,632.00
TUNISIA,1934,5565.00,946.00
TUNISIA,1935,3810.00,648.00
TUNISIA,1936,2270.00,386.00
TUNISIA,1937,6680.00,1136.00
TUNISIA,1938,3517.00,598.00
TUNISIA,1939,860.00,146.00
TUNISIA,1940,719.00,122.00
TUNISIA,1941,2083.00,354.00
TUNISIA,1942,773.00,131.00
TUNISIA,1944,1229.00,209.00
TUNISIA,1945,2269.00,386.00
TUNISIA,1946,1890.00,321.00
TUNISIA,1947,958.00,163.00
TUNISIA,1948,211.00,36.00
TUNISIA,1949,1377.00,234.00
TUNISIA,1950,4245.00,722.00
TUNISIA,1951,4291.00,729.00
TUNISIA,1952,2767.00,470.00
TUNISIA,1953,3070.00,522.00
TUNISIA,1954,2219.00,377.00
TUNISIA,1955,3717.00,632.00
TUNISIA,1959,888.00,151.00
TUNISIA,1960,2577.00,438.00
TUNISIA,1961,2471.00,420.00
TUNISIA,1962,1969.00,335.00
TUNISIA,1963,1135.00,193.00
TUNISIA,1964,1982.00,337.00
TUNISIA,1965,1460.00,248.00
TUNISIA,1966,2145.00,365.00
TUNISIA,1967,2252.00,383.00
TUNISIA,1968,1396.00,237.00
TUNISIA,1969,875.00,149.00
TUNISIA,1970,1395.00,237.00
TUNISIA,1971,1677.00,285.00
TUNISIA,1972,578.00,98.00
TUNISIA,1973,555.00,94.00
TUNISIA,1974,903.00,153.00
TUNISIA,1975,513.00,87.00
TUNISIA,1976,435.00,74.00
TUNISIA,1977,368.00,63.00
TUNISIA,1978,371.00,63.00
TUNISIA,1979,970.00,165.00
TUNISIA,1980,310.00,53.00
TUNISIA,1981,829.00,141.00
TUNISIA,1982,1365.00,232.00
TUNISIA,1983,1168.00,199.00
TUNISIA,1984,217.00,37.00
TUNISIA,1985,700.00,119.00
TUNISIA,1986,782.00,133.00
TUNISIA,1987,1612.00,274.00
TUNISIA,1988,2406.00,409.00
TUNISIA,1989,2894.00,492.00
TUNISIA,1990,1465.00,249.00
TUNISIA,1991,1139.00,194.00
TUNISIA,1992,550.00,94.00
TUNISIA,1993,124.00,21.00
TUNISIA,1994,312.00,53.00
TUNISIA,1995,335.00,57.00
TUNISIA,1996,111.00,19.00
TUNISIA,1997,303.00,52.00
TURKEY,1909,502.00,85.00
TURKEY,1910,506.00,86.00
TURKEY,1911,759.00,129.00
TURKEY,1912,1503.00,255.00
TURKEY,1913,3162.00,537.00
TURKEY,1914,1202.00,204.00
TURKEY,1915,720.00,122.00
TURKEY,1916,74.00,13.00
TURKEY,1921,295.00,50.00
TURKEY,1922,435.00,74.00
TURKEY,1923,671.00,114.00
TURKEY,1924,3.00,1.00
