"FleetID","GearGrpCode","GearCode","YearC","TimePeriodID","SquareTypeCode","QuadID","Lat","Lon","Eff1","Eff1Type","DSetType","CatchUnit","BFT"
"021ES00","TP","TRAP",1950,17,"1x1",4,36.00,5.00,4.00,"NO.TRAPS","nw","kg",6725000.00
"021ES00","TP","TRAP",1950,17,"1x1",4,36.00,5.00,4.00,"NO.TRAPS","nw","nr",52928.00
"026YU00","PS","PS",1950,17,"5x5",1,40.00,15.00,14.00,"NO.BOATS","-w","kg",657000.00
"021ES00","TP","TRAP",1951,17,"1x1",4,36.00,5.00,4.00,"NO.TRAPS","nw","kg",3072000.00
"021ES00","TP","TRAP",1951,17,"1x1",4,36.00,5.00,4.00,"NO.TRAPS","nw","nr",28654.00
"026YU00","PS","PS",1951,17,"5x5",1,40.00,15.00,14.00,"NO.BOATS","-w","kg",531000.00
"008FR00","BB","BB",1952,17,"1x1",4,44.00,2.00,4800.00,"D.AT SEA","-w","kg",2362000.00
"021ES00","TP","TRAP",1952,17,"1x1",4,36.00,5.00,5.00,"NO.TRAPS","nw","kg",4665000.00
"021ES00","TP","TRAP",1952,17,"1x1",4,36.00,5.00,5.00,"NO.TRAPS","nw","nr",42186.00
"026YU00","PS","PS",1952,17,"5x5",1,40.00,15.00,16.00,"NO.BOATS","-w","kg",279000.00
"008FR00","BB","BB",1953,17,"1x1",4,44.00,2.00,5150.00,"D.AT SEA","-w","kg",2364000.00
"021ES00","TP","TRAP",1953,17,"1x1",4,36.00,5.00,5.00,"NO.TRAPS","nw","kg",7171000.00
"021ES00","TP","TRAP",1953,17,"1x1",4,36.00,5.00,5.00,"NO.TRAPS","nw","nr",62447.00
"026YU00","PS","PS",1953,17,"5x5",1,40.00,15.00,21.00,"NO.BOATS","-w","kg",588000.00
"008FR00","BB","BB",1954,17,"1x1",4,44.00,2.00,4850.00,"D.AT SEA","-w","kg",3451000.00
"021ES00","TP","TRAP",1954,17,"1x1",4,36.00,5.00,5.00,"NO.TRAPS","nw","kg",6348000.00
"021ES00","TP","TRAP",1954,17,"1x1",4,36.00,5.00,5.00,"NO.TRAPS","nw","nr",49139.00
"023TN00","TP","TRAP",1954,4,"5x5",1,35.00,10.00,3.00,"TRAP D","nw","kg",1100.00
"023TN00","TP","TRAP",1954,4,"5x5",1,35.00,10.00,3.00,"TRAP D","nw","nr",33.00
"023TN00","TP","TRAP",1954,5,"5x5",1,35.00,10.00,31.00,"TRAP D","nw","kg",28600.00
"023TN00","TP","TRAP",1954,5,"5x5",1,35.00,10.00,31.00,"TRAP D","nw","nr",212.00
"023TN00","TP","TRAP",1954,6,"5x5",1,35.00,10.00,60.00,"TRAP D","nw","kg",325300.00
"023TN00","TP","TRAP",1954,6,"5x5",1,35.00,10.00,60.00,"TRAP D","nw","nr",2956.00
"023TN00","TP","TRAP",1954,7,"5x5",1,35.00,10.00,7.00,"TRAP D","nw","kg",100.00
"023TN00","TP","TRAP",1954,7,"5x5",1,35.00,10.00,7.00,"TRAP D","nw","nr",2.00
"026YU00","PS","PS",1954,17,"5x5",1,40.00,15.00,27.00,"NO.BOATS","-w","kg",654000.00
"008FR00","BB","BB",1955,17,"1x1",4,44.00,2.00,3750.00,"D.AT SEA","-w","kg",3031000.00
"021ES00","TP","TRAP",1955,17,"1x1",4,36.00,5.00,5.00,"NO.TRAPS","nw","kg",7181000.00
"021ES00","TP","TRAP",1955,17,"1x1",4,36.00,5.00,5.00,"NO.TRAPS","nw","nr",50846.00
"023TN00","TP","TRAP",1955,6,"5x5",1,35.00,10.00,60.00,"TRAP D","nw","kg",300600.00
"023TN00","TP","TRAP",1955,6,"5x5",1,35.00,10.00,60.00,"TRAP D","nw","nr",2921.00
"026YU00","PS","PS",1955,17,"5x5",1,40.00,15.00,30.00,"NO.BOATS","-w","kg",345000.00
"004CA00","SP","SPOR",1956,17,"1x1",4,48.00,53.00,3.00,"NO.BOATS","n-","nr",2.00
"008FR00","BB","BB",1956,17,"1x1",4,44.00,2.00,3500.00,"D.AT SEA","-w","kg",1453000.00
"012JP00","LL","LL",1956,12,"5x5",4,0.00,35.00,23400.00,"NO.HOOKS","n-","nr",1.00
"016MA00","TP","TRAP",1956,17,"1x1",4,34.00,6.00,5.00,"NO.TRAPS","-w","kg",3347000.00
"021ES00","TP","TRAP",1956,17,"1x1",4,36.00,5.00,5.00,"NO.TRAPS","nw","kg",7660000.00
"021ES00","TP","TRAP",1956,17,"1x1",4,36.00,5.00,5.00,"NO.TRAPS","nw","nr",54170.00
"026YU00","PS","PS",1956,17,"5x5",1,40.00,15.00,27.00,"NO.BOATS","-w","kg",253000.00
"004CA00","SP","SPOR",1957,17,"1x1",4,48.00,53.00,3.00,"NO.BOATS","n-","nr",10.00
"008FR00","BB","BB",1957,17,"1x1",4,44.00,2.00,4400.00,"D.AT SEA","-w","kg",1550000.00
"012JP00","LL","LL",1957,4,"5x5",4,0.00,25.00,1886.00,"NO.HOOKS","n-","nr",8.00
"012JP00","LL","LL",1957,4,"5x5",4,0.00,40.00,6578.00,"NO.HOOKS","n-","nr",13.00
"012JP00","LL","LL",1957,8,"5x5",4,5.00,20.00,23276.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1957,8,"5x5",4,5.00,30.00,9660.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1957,9,"5x5",4,0.00,15.00,138690.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1957,9,"5x5",4,0.00,20.00,92552.00,"NO.HOOKS","n-","nr",13.00
"012JP00","LL","LL",1957,9,"5x5",4,0.00,25.00,2944.00,"NO.HOOKS","n-","nr",3.00
"012JP00","LL","LL",1957,9,"5x5",4,0.00,30.00,7360.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1957,10,"5x5",4,0.00,25.00,22080.00,"NO.HOOKS","n-","nr",85.00
"012JP00","LL","LL",1957,10,"5x5",4,0.00,35.00,5578.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1957,10,"5x5",4,5.00,25.00,1770.00,"NO.HOOKS","n-","nr",8.00
"012JP00","LL","LL",1957,10,"5x5",4,5.00,35.00,54337.00,"NO.HOOKS","n-","nr",36.00
"012JP00","LL","LL",1957,10,"5x5",4,5.00,40.00,17480.00,"NO.HOOKS","n-","nr",3.00
"012JP00","LL","LL",1957,11,"5x5",4,0.00,25.00,8913.00,"NO.HOOKS","n-","nr",6.00
"012JP00","LL","LL",1957,11,"5x5",4,0.00,30.00,7763.00,"NO.HOOKS","n-","nr",10.00
"012JP00","LL","LL",1957,11,"5x5",4,0.00,35.00,234123.00,"NO.HOOKS","n-","nr",20.00
"012JP00","LL","LL",1957,11,"5x5",4,5.00,35.00,23805.00,"NO.HOOKS","n-","nr",10.00
"012JP00","LL","LL",1957,11,"5x5",4,5.00,40.00,2300.00,"NO.HOOKS","n-","nr",6.00
"012JP00","LL","LL",1957,12,"5x5",4,0.00,30.00,115552.00,"NO.HOOKS","n-","nr",6.00
"012JP00","LL","LL",1957,12,"5x5",4,0.00,35.00,120014.00,"NO.HOOKS","n-","nr",8.00
"012JP00","LL","LL",1957,12,"5x5",4,5.00,30.00,4600.00,"NO.HOOKS","n-","nr",1.00
"016MA00","TP","TRAP",1957,17,"1x1",4,34.00,6.00,6.00,"NO.TRAPS","-w","kg",5784000.00
"021ES00","TP","TRAP",1957,17,"1x1",4,36.00,5.00,5.00,"NO.TRAPS","nw","kg",8429000.00
"021ES00","TP","TRAP",1957,17,"1x1",4,36.00,5.00,5.00,"NO.TRAPS","nw","nr",53484.00
"021ES02","BB","BB",1957,17,"1x1",4,44.00,2.00,2325.00,"D.AT SEA","-w","kg",1604000.00
"023TN00","TP","TRAP",1957,5,"5x5",1,35.00,10.00,20.00,"TRAP D","nw","kg",7800.00
"023TN00","TP","TRAP",1957,5,"5x5",1,35.00,10.00,20.00,"TRAP D","nw","nr",104.00
"023TN00","TP","TRAP",1957,6,"5x5",1,35.00,10.00,30.00,"TRAP D","nw","kg",20500.00
"023TN00","TP","TRAP",1957,6,"5x5",1,35.00,10.00,30.00,"TRAP D","nw","nr",332.00
"023TN00","TP","TRAP",1957,7,"5x5",1,35.00,10.00,13.00,"TRAP D","nw","kg",5800.00
"023TN00","TP","TRAP",1957,7,"5x5",1,35.00,10.00,13.00,"TRAP D","nw","nr",121.00
"026YU00","PS","PS",1957,17,"5x5",1,40.00,15.00,29.00,"NO.BOATS","-w","kg",382000.00
"004CA00","SP","SPOR",1958,17,"1x1",4,48.00,53.00,3.00,"NO.BOATS","n-","nr",8.00
"008FR00","BB","BB",1958,17,"1x1",4,44.00,2.00,4400.00,"D.AT SEA","-w","kg",1303000.00
"012JP00","LL","LL",1958,1,"5x5",4,0.00,30.00,65278.00,"NO.HOOKS","n-","nr",3.00
"012JP00","LL","LL",1958,2,"5x5",3,5.00,30.00,98688.00,"NO.HOOKS","n-","nr",62.00
"012JP00","LL","LL",1958,3,"5x5",3,5.00,25.00,8224.00,"NO.HOOKS","n-","nr",23.00
"012JP00","LL","LL",1958,3,"5x5",3,5.00,30.00,40092.00,"NO.HOOKS","n-","nr",134.00
"012JP00","LL","LL",1958,4,"5x5",3,5.00,30.00,28784.00,"NO.HOOKS","n-","nr",141.00
"012JP00","LL","LL",1958,4,"5x5",3,10.00,30.00,57568.00,"NO.HOOKS","n-","nr",54.00
"012JP00","LL","LL",1958,4,"5x5",4,0.00,5.00,114283.00,"NO.HOOKS","n-","nr",3.00
"012JP00","LL","LL",1958,5,"5x5",4,0.00,10.00,24137.00,"NO.HOOKS","n-","nr",3.00
"012JP00","LL","LL",1958,8,"5x5",4,5.00,25.00,60845.00,"NO.HOOKS","n-","nr",10.00
"012JP00","LL","LL",1958,9,"5x5",4,5.00,20.00,56900.00,"NO.HOOKS","n-","nr",5.00
"012JP00","LL","LL",1958,10,"5x5",4,0.00,35.00,136146.00,"NO.HOOKS","n-","nr",33.00
"012JP00","LL","LL",1958,10,"5x5",4,5.00,25.00,46620.00,"NO.HOOKS","n-","nr",13.00
"012JP00","LL","LL",1958,11,"5x5",4,5.00,50.00,78359.00,"NO.HOOKS","n-","nr",10.00
"012JP00","LL","LL",1958,12,"5x5",4,0.00,30.00,94473.00,"NO.HOOKS","n-","nr",5.00
"016MA00","TP","TRAP",1958,17,"1x1",4,34.00,6.00,7.00,"NO.TRAPS","-w","kg",7961000.00
"021ES00","TP","TRAP",1958,17,"1x1",4,36.00,5.00,5.00,"NO.TRAPS","nw","kg",8710000.00
"021ES00","TP","TRAP",1958,17,"1x1",4,36.00,5.00,5.00,"NO.TRAPS","nw","nr",50486.00
"021ES02","BB","BB",1958,17,"1x1",4,44.00,2.00,0.00,"-none-","-w","kg",1526000.00
"026YU00","PS","PS",1958,17,"5x5",1,40.00,15.00,32.00,"NO.BOATS","-w","kg",388000.00
"004CA00","SP","SPOR",1959,17,"1x1",4,48.00,53.00,5.00,"NO.BOATS","n-","nr",11.00
"008FR00","BB","BB",1959,17,"1x1",4,44.00,2.00,3950.00,"D.AT SEA","-w","kg",2031000.00
"012JP00","LL","LL",1959,2,"5x5",3,15.00,30.00,31205.00,"NO.HOOKS","n-","nr",20.00
"012JP00","LL","LL",1959,2,"5x5",3,20.00,35.00,6934.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1959,3,"5x5",3,5.00,30.00,94253.00,"NO.HOOKS","n-","nr",1127.00
"012JP00","LL","LL",1959,3,"5x5",3,10.00,30.00,31638.00,"NO.HOOKS","n-","nr",711.00
"012JP00","LL","LL",1959,3,"5x5",3,15.00,30.00,10402.00,"NO.HOOKS","n-","nr",14.00
"012JP00","LL","LL",1959,4,"5x5",3,5.00,30.00,6304.00,"NO.HOOKS","n-","nr",18.00
"012JP00","LL","LL",1959,4,"5x5",3,10.00,30.00,22064.00,"NO.HOOKS","n-","nr",93.00
"012JP00","LL","LL",1959,4,"5x5",4,5.00,45.00,3073.00,"NO.HOOKS","n-","nr",69.00
"012JP00","LL","LL",1959,4,"5x5",4,10.00,50.00,5910.00,"NO.HOOKS","n-","nr",24.00
"012JP00","LL","LL",1959,6,"5x5",4,5.00,45.00,158270.00,"NO.HOOKS","n-","nr",8.00
"012JP00","LL","LL",1959,7,"5x5",4,0.00,35.00,10323.00,"NO.HOOKS","n-","nr",14.00
"012JP00","LL","LL",1959,7,"5x5",4,0.00,45.00,74702.00,"NO.HOOKS","n-","nr",6.00
"012JP00","LL","LL",1959,7,"5x5",4,5.00,30.00,198312.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1959,7,"5x5",4,10.00,25.00,281570.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1959,7,"5x5",4,10.00,30.00,93285.00,"NO.HOOKS","n-","nr",47.00
"012JP00","LL","LL",1959,8,"5x5",4,10.00,20.00,440149.00,"NO.HOOKS","n-","nr",4.00
"012JP00","LL","LL",1959,8,"5x5",4,10.00,25.00,483375.00,"NO.HOOKS","n-","nr",4.00
"012JP00","LL","LL",1959,9,"5x5",4,0.00,20.00,14184.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1959,9,"5x5",4,5.00,25.00,25295.00,"NO.HOOKS","n-","nr",6.00
"012JP00","LL","LL",1959,9,"5x5",4,5.00,35.00,55869.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1959,9,"5x5",4,5.00,40.00,21631.00,"NO.HOOKS","n-","nr",4.00
"012JP00","LL","LL",1959,9,"5x5",4,10.00,25.00,193777.00,"NO.HOOKS","n-","nr",61.00
"012JP00","LL","LL",1959,10,"5x5",3,0.00,20.00,3940.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1959,10,"5x5",4,0.00,10.00,51850.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1959,10,"5x5",4,0.00,15.00,171193.00,"NO.HOOKS","n-","nr",6.00
"012JP00","LL","LL",1959,10,"5x5",4,0.00,25.00,376301.00,"NO.HOOKS","n-","nr",229.00
"012JP00","LL","LL",1959,10,"5x5",4,0.00,30.00,33490.00,"NO.HOOKS","n-","nr",197.00
"012JP00","LL","LL",1959,10,"5x5",4,0.00,35.00,60341.00,"NO.HOOKS","n-","nr",30.00
"012JP00","LL","LL",1959,10,"5x5",4,5.00,20.00,140469.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1959,10,"5x5",4,5.00,25.00,159152.00,"NO.HOOKS","n-","nr",26.00
"012JP00","LL","LL",1959,10,"5x5",4,5.00,30.00,7486.00,"NO.HOOKS","n-","nr",51.00
"012JP00","LL","LL",1959,10,"5x5",4,5.00,35.00,51291.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1959,10,"5x5",4,5.00,45.00,210004.00,"NO.HOOKS","n-","nr",4.00
"012JP00","LL","LL",1959,10,"5x5",4,5.00,50.00,50688.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1959,10,"5x5",4,10.00,50.00,3940.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1959,10,"5x5",4,15.00,40.00,3940.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1959,11,"5x5",3,10.00,15.00,66389.00,"NO.HOOKS","n-","nr",55.00
"012JP00","LL","LL",1959,11,"5x5",3,10.00,20.00,224363.00,"NO.HOOKS","n-","nr",4.00
"012JP00","LL","LL",1959,11,"5x5",3,10.00,25.00,12411.00,"NO.HOOKS","n-","nr",4.00
"012JP00","LL","LL",1959,11,"5x5",3,15.00,20.00,34278.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1959,11,"5x5",4,0.00,25.00,15705.00,"NO.HOOKS","n-","nr",65.00
"012JP00","LL","LL",1959,11,"5x5",4,0.00,30.00,65499.00,"NO.HOOKS","n-","nr",165.00
"012JP00","LL","LL",1959,11,"5x5",4,0.00,35.00,218936.00,"NO.HOOKS","n-","nr",75.00
"012JP00","LL","LL",1959,11,"5x5",4,5.00,25.00,49644.00,"NO.HOOKS","n-","nr",26.00
"012JP00","LL","LL",1959,11,"5x5",4,5.00,30.00,103961.00,"NO.HOOKS","n-","nr",37.00
"012JP00","LL","LL",1959,11,"5x5",4,5.00,35.00,16410.00,"NO.HOOKS","n-","nr",16.00
"012JP00","LL","LL",1959,11,"5x5",4,5.00,45.00,182816.00,"NO.HOOKS","n-","nr",8.00
"012JP00","LL","LL",1959,11,"5x5",4,5.00,50.00,54864.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1959,11,"5x5",4,10.00,30.00,11347.00,"NO.HOOKS","n-","nr",6.00
"012JP00","LL","LL",1959,11,"5x5",4,10.00,55.00,176807.00,"NO.HOOKS","n-","nr",20.00
"012JP00","LL","LL",1959,12,"5x5",3,5.00,25.00,90941.00,"NO.HOOKS","n-","nr",10.00
"012JP00","LL","LL",1959,12,"5x5",3,5.00,30.00,47859.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1959,12,"5x5",3,10.00,15.00,159865.00,"NO.HOOKS","n-","nr",47.00
"012JP00","LL","LL",1959,12,"5x5",3,10.00,20.00,178837.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1959,12,"5x5",3,10.00,25.00,358254.00,"NO.HOOKS","n-","nr",2.00
"012JP00","LL","LL",1959,12,"5x5",3,15.00,15.00,211204.00,"NO.HOOKS","n-","nr",6.00
"012JP00","LL","LL",1959,12,"5x5",3,15.00,20.00,216897.00,"NO.HOOKS","n-","nr",49.00
"012JP00","LL","LL",1959,12,"5x5",4,10.00,50.00,262630.00,"NO.HOOKS","n-","nr",33.00
"016MA00","TP","TRAP",1959,17,"1x1",4,34.00,6.00,7.00,"NO.TRAPS","-w","kg",5378000.00
"021ES00","TP","TRAP",1959,17,"1x1",4,36.00,5.00,5.00,"NO.TRAPS","nw","kg",4738000.00
"021ES00","TP","TRAP",1959,17,"1x1",4,36.00,5.00,5.00,"NO.TRAPS","nw","nr",32605.00
"021ES02","BB","BB",1959,17,"1x1",4,44.00,2.00,3781.00,"D.AT SEA","-w","kg",1021000.00
"023TN00","TP","TRAP",1959,5,"5x5",1,35.00,10.00,40.00,"TRAP D","nw","kg",17100.00
"023TN00","TP","TRAP",1959,5,"5x5",1,35.00,10.00,40.00,"TRAP D","nw","nr",209.00
"023TN00","TP","TRAP",1959,6,"5x5",1,35.00,10.00,53.00,"TRAP D","nw","kg",62200.00
"023TN00","TP","TRAP",1959,6,"5x5",1,35.00,10.00,53.00,"TRAP D","nw","nr",611.00
"023TN00","TP","TRAP",1959,7,"5x5",1,35.00,10.00,10.00,"TRAP D","nw","kg",5200.00
"023TN00","TP","TRAP",1959,7,"5x5",1,35.00,10.00,10.00,"TRAP D","nw","nr",102.00
"026YU00","PS","PS",1959,17,"5x5",1,40.00,15.00,27.00,"NO.BOATS","-w","kg",224000.00
"004CA00","RR","RR",1960,17,"1x1",4,48.00,53.00,5.00,"NO.BOATS","n-","nr",11.00
"008FR00","BB","BB",1960,17,"1x1",4,44.00,2.00,3500.00,"D.AT SEA","-w","kg",553000.00
"012JP00","LL","LL",1960,1,"5x5",3,5.00,30.00,220852.00,"NO.HOOKS","n-","nr",176.00
"012JP00","LL","LL",1960,1,"5x5",3,10.00,20.00,38793.00,"NO.HOOKS","n-","nr",9.00
"012JP00","LL","LL",1960,1,"5x5",3,10.00,25.00,102845.00,"NO.HOOKS","n-","nr",17.00
"012JP00","LL","LL",1960,2,"5x5",3,5.00,30.00,188944.00,"NO.HOOKS","n-","nr",8.00
"012JP00","LL","LL",1960,3,"5x5",3,5.00,30.00,58007.00,"NO.HOOKS","n-","nr",21.00
"012JP00","LL","LL",1960,3,"5x5",4,0.00,0.00,7397.00,"NO.HOOKS","n-","nr",11.00
"012JP00","LL","LL",1960,3,"5x5",4,5.00,10.00,4824.00,"NO.HOOKS","n-","nr",63.00
"012JP00","LL","LL",1960,4,"5x5",1,0.00,0.00,216812.00,"NO.HOOKS","n-","nr",20.00
"012JP00","LL","LL",1960,4,"5x5",2,0.00,0.00,526990.00,"NO.HOOKS","n-","nr",27.00
"012JP00","LL","LL",1960,4,"5x5",3,0.00,0.00,16605.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1960,4,"5x5",3,0.00,5.00,16884.00,"NO.HOOKS","n-","nr",78.00
"012JP00","LL","LL",1960,4,"5x5",3,0.00,10.00,10184.00,"NO.HOOKS","n-","nr",27.00
"012JP00","LL","LL",1960,4,"5x5",3,0.00,15.00,2519.00,"NO.HOOKS","n-","nr",20.00
"012JP00","LL","LL",1960,4,"5x5",3,0.00,25.00,8994.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1960,4,"5x5",3,0.00,30.00,29681.00,"NO.HOOKS","n-","nr",244.00
"012JP00","LL","LL",1960,4,"5x5",3,5.00,30.00,48106.00,"NO.HOOKS","n-","nr",628.00
"012JP00","LL","LL",1960,4,"5x5",4,0.00,0.00,52153.00,"NO.HOOKS","n-","nr",386.00
"012JP00","LL","LL",1960,4,"5x5",4,0.00,5.00,226878.00,"NO.HOOKS","n-","nr",101.00
"012JP00","LL","LL",1960,4,"5x5",4,0.00,10.00,154186.00,"NO.HOOKS","n-","nr",200.00
"012JP00","LL","LL",1960,4,"5x5",4,5.00,10.00,81692.00,"NO.HOOKS","n-","nr",7.00
"012JP00","LL","LL",1960,5,"5x5",3,0.00,15.00,68415.00,"NO.HOOKS","n-","nr",43.00
"012JP00","LL","LL",1960,5,"5x5",3,0.00,20.00,147920.00,"NO.HOOKS","n-","nr",12.00
"012JP00","LL","LL",1960,5,"5x5",3,0.00,25.00,44567.00,"NO.HOOKS","n-","nr",154.00
"012JP00","LL","LL",1960,5,"5x5",3,5.00,10.00,2412.00,"NO.HOOKS","n-","nr",3.00
"012JP00","LL","LL",1960,5,"5x5",4,0.00,15.00,59496.00,"NO.HOOKS","n-","nr",302.00
"012JP00","LL","LL",1960,5,"5x5",4,5.00,20.00,185645.00,"NO.HOOKS","n-","nr",5.00
"012JP00","LL","LL",1960,6,"5x5",4,5.00,20.00,218331.00,"NO.HOOKS","n-","nr",7.00
"012JP00","LL","LL",1960,6,"5x5",4,5.00,25.00,446552.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1960,6,"5x5",4,5.00,30.00,107321.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1960,6,"5x5",4,10.00,20.00,439000.00,"NO.HOOKS","n-","nr",42.00
"012JP00","LL","LL",1960,6,"5x5",4,10.00,25.00,103118.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1960,6,"5x5",4,10.00,30.00,13011.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1960,7,"5x5",4,10.00,20.00,605617.00,"NO.HOOKS","n-","nr",31.00
"012JP00","LL","LL",1960,8,"5x5",4,5.00,25.00,42572.00,"NO.HOOKS","n-","nr",3.00
"012JP00","LL","LL",1960,8,"5x5",4,10.00,30.00,116962.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1960,9,"5x5",3,5.00,25.00,4824.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1960,9,"5x5",4,0.00,35.00,11444.00,"NO.HOOKS","n-","nr",11.00
"012JP00","LL","LL",1960,9,"5x5",4,5.00,30.00,86276.00,"NO.HOOKS","n-","nr",931.00
"012JP00","LL","LL",1960,9,"5x5",4,5.00,35.00,426072.00,"NO.HOOKS","n-","nr",149.00
"012JP00","LL","LL",1960,9,"5x5",4,5.00,40.00,145583.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1960,9,"5x5",4,5.00,50.00,56698.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1960,9,"5x5",4,10.00,30.00,41607.00,"NO.HOOKS","n-","nr",444.00
"012JP00","LL","LL",1960,9,"5x5",4,10.00,35.00,105160.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1960,9,"5x5",4,10.00,45.00,63261.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1960,9,"5x5",4,10.00,50.00,52486.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1960,10,"5x5",3,0.00,30.00,30056.00,"NO.HOOKS","n-","nr",5.00
"012JP00","LL","LL",1960,10,"5x5",3,0.00,35.00,23370.00,"NO.HOOKS","n-","nr",15.00
"012JP00","LL","LL",1960,10,"5x5",3,5.00,15.00,52086.00,"NO.HOOKS","n-","nr",8.00
"012JP00","LL","LL",1960,10,"5x5",3,5.00,35.00,2546.00,"NO.HOOKS","n-","nr",13.00
"012JP00","LL","LL",1960,10,"5x5",4,0.00,25.00,10345.00,"NO.HOOKS","n-","nr",162.00
"012JP00","LL","LL",1960,10,"5x5",4,0.00,30.00,108835.00,"NO.HOOKS","n-","nr",588.00
"012JP00","LL","LL",1960,10,"5x5",4,0.00,35.00,85619.00,"NO.HOOKS","n-","nr",82.00
"012JP00","LL","LL",1960,10,"5x5",4,0.00,40.00,199890.00,"NO.HOOKS","n-","nr",29.00
"012JP00","LL","LL",1960,10,"5x5",4,0.00,45.00,100032.00,"NO.HOOKS","n-","nr",9.00
"012JP00","LL","LL",1960,10,"5x5",4,5.00,25.00,41326.00,"NO.HOOKS","n-","nr",31.00
"012JP00","LL","LL",1960,10,"5x5",4,5.00,30.00,114758.00,"NO.HOOKS","n-","nr",799.00
"012JP00","LL","LL",1960,10,"5x5",4,5.00,35.00,38431.00,"NO.HOOKS","n-","nr",99.00
"012JP00","LL","LL",1960,10,"5x5",4,5.00,40.00,18197.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1960,10,"5x5",4,5.00,45.00,111212.00,"NO.HOOKS","n-","nr",15.00
"012JP00","LL","LL",1960,10,"5x5",4,10.00,30.00,16080.00,"NO.HOOKS","n-","nr",127.00
"012JP00","LL","LL",1960,11,"5x5",3,0.00,25.00,46801.00,"NO.HOOKS","n-","nr",16.00
"012JP00","LL","LL",1960,11,"5x5",3,0.00,30.00,30418.00,"NO.HOOKS","n-","nr",125.00
"012JP00","LL","LL",1960,11,"5x5",3,0.00,35.00,8576.00,"NO.HOOKS","n-","nr",23.00
"012JP00","LL","LL",1960,11,"5x5",3,0.00,40.00,14740.00,"NO.HOOKS","n-","nr",4.00
"012JP00","LL","LL",1960,11,"5x5",3,5.00,5.00,157148.00,"NO.HOOKS","n-","nr",3.00
"012JP00","LL","LL",1960,11,"5x5",3,5.00,15.00,233863.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1960,11,"5x5",3,5.00,20.00,340293.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1960,11,"5x5",3,5.00,25.00,159862.00,"NO.HOOKS","n-","nr",39.00
"012JP00","LL","LL",1960,11,"5x5",3,10.00,15.00,47408.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1960,11,"5x5",3,10.00,25.00,56789.00,"NO.HOOKS","n-","nr",12.00
"012JP00","LL","LL",1960,11,"5x5",4,0.00,25.00,31273.00,"NO.HOOKS","n-","nr",4.00
"012JP00","LL","LL",1960,11,"5x5",4,0.00,35.00,2787.00,"NO.HOOKS","n-","nr",1.00
"012JP00","LL","LL",1960,11,"5x5",4,0.00,40.00,29480.00,"NO.HOOKS","n-","nr",52.00
"012JP00","LL","LL",1960,11,"5x5",4,5.00,25.00,81425.00,"NO.HOOKS","n-","nr",8.00
"012JP00","LL","LL",1960,11,"5x5",4,5.00,30.00,24151.00,"NO.HOOKS","n-","nr",11.00
"012JP00","LL","LL",1960,11,"5x5",4,5.00,50.00,11792.00,"NO.HOOKS","n-","nr",5.00
