Species,Year,Flat,Fleet,Stock,GearGrp,GearCode,Qty_t
BFT,1986,U.S.A.,USA,ATW,HL,HAND,190
BFT,1986,U.S.A.,USA,ATW,RR,RR,326
BFT,1986,U.S.A.,USA,ATW,LL,LL,514
BFT,1986,Yugoslavia Fed.,YUG,MED,PS,PS,796
BFT,1986,Panama,PAN,ATE,LL,LLFB,11
BFT,1986,EU.Cyprus,EU.CYP,MED,LL,LL,10
BFT,1986,NEI (MED),NEI.002,MED,LL,LL,168
BFT,1986,NEI (ETRO),NEI.001,ATE,UN,UNCL,4
BFT,1986,Canada,CAN-JPN,ATW,LL,LL,32
BFT,1987,Algerie,DZA,MED,UN,UNCL,420
BFT,1987,Argentina,ARG,ATW,UN,UNCL,2
BFT,1987,Canada,CAN,ATW,TP,TRAP,17
BFT,1987,Canada,CAN,ATW,RR,RR,1
BFT,1987,Canada,CAN,ATW,TL,TL,32
BFT,1987,EU.France,EU.FRA-MED,MED,SP,SPOR,30
BFT,1987,EU.France,EU.FRA,ATE,BB,BB,533
BFT,1987,EU.France,EU.FRA-MED,MED,PS,PSM,4300
BFT,1987,EU.Greece,EU.GRC,MED,LL,LL,37
BFT,1987,EU.Greece,EU.GRC,MED,PS,PS,40
BFT,1987,EU.Greece,EU.GRC,MED,HL,HAND,79
BFT,1987,EU.Italy,EU.ITA-IT-TYRREN,MED,LL,LLHB,65
BFT,1987,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,310
BFT,1987,EU.Italy,EU.ITA-IT-LIGURY,MED,SP,SPOR,53
BFT,1987,EU.Italy,EU.ITA-IT-TYRREN,MED,UN,UNCL,1495
BFT,1987,EU.Italy,EU.ITA-IT-ADRIAT,MED,HL,HAND,10
BFT,1987,EU.Italy,EU.ITA-IT-ADRIAT,MED,RR,RR,50
BFT,1987,EU.Italy,EU.ITA-IT-TYRREN,MED,GN,GILL,45
BFT,1987,EU.Italy,EU.ITA-IT-TYRREN,MED,PS,PSFB,557
BFT,1987,EU.Italy,EU.ITA-IT-LIGURY,MED,PS,PSFS,522
BFT,1987,EU.Italy,EU.ITA-IT-ADRIAT,MED,PS,PSFS,1500
BFT,1987,Japan,JPN,ATW,LL,LLHB,960
BFT,1987,Japan,JPN,ATE,LL,LLHB,900
BFT,1987,Japan,JPN,MED,LL,LLHB,280
BFT,1987,Libya,LBY,MED,UN,UNCL,300
BFT,1987,EU.Malta,EU.MLT,MED,LL,LL,36
BFT,1987,Maroc,MAR,ATE,TP,TRAP,101
BFT,1987,Maroc,MAR,MED,TP,TRAP,110
BFT,1987,Maroc,MAR,ATE,SU,SURF,255
BFT,1987,Maroc,MAR,MED,SU,SURF,6
BFT,1987,EU.Portugal,EU.PRT-PT-MAINLND,ATE,SU,SURF,102
BFT,1987,EU.Portugal,EU.PRT-PT-AZORES,ATE,BB,BB,58
BFT,1987,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,HL,HAND,2.808
BFT,1987,EU.España,EU.ESP-ES-CANARY,ATE,BB,BB,25
BFT,1987,Tunisie,TUN,MED,PS,PS,148
BFT,1987,Tunisie,TUN,MED,TP,TRAP,274
BFT,1987,Tunisie,TUN,MED,HL,HAND,34
BFT,1987,Turkey,TUR,MED,PS,PS,972
BFT,1987,U.S.A.,USA,ATW,LL,LL,30
BFT,1987,U.S.A.,USA,ATW,LL,LL,109
BFT,1987,U.S.A.,USA,ATW,PS,PS,367
BFT,1987,U.S.A.,USA,ATW,UN,UNCL,0.3
BFT,1987,U.S.A.,USA,ATW,HP,HARP,122
BFT,1987,U.S.A.,USA,ATW,HL,HAND,186
BFT,1987,U.S.A.,USA,ATW,RR,RR,538
BFT,1987,Yugoslavia Fed.,YUG,MED,PS,PS,648
BFT,1987,Panama,PAN,ATE,LL,LLFB,4
BFT,1987,Panama,PAN,MED,LL,LLFB,72
BFT,1987,EU.Cyprus,EU.CYP,MED,LL,LL,10
BFT,1987,Brazil,BRA-JPN,ATW,LL,LLFB,2
BFT,1987,NEI (MED),NEI.002,MED,LL,LL,183
BFT,1987,Sta. Lucia,LCA,ATW,HL,HAND,1
BFT,1987,Canada,CAN-JPN,ATW,LL,LL,33
BFT,1988,Algerie,DZA,MED,UN,UNCL,677
BFT,1988,Canada,CAN,ATW,LL,LLHB,104
BFT,1988,Canada,CAN,ATW,TP,TRAP,14
BFT,1988,Canada,CAN,ATW,RR,RR,7
BFT,1988,Canada,CAN,ATW,TL,TL,268
BFT,1988,EU.France,EU.FRA-MED,MED,SP,SPOR,30
BFT,1988,EU.France,EU.FRA,ATE,BB,BB,479
BFT,1988,EU.France,EU.FRA-MED,MED,PS,PSM,5750
BFT,1988,EU.France,EU.FRA,ATE,GN,GILL,145
BFT,1988,EU.France,EU.FRA,ATE,TW,TRAWPP,100
BFT,1988,EU.Greece,EU.GRC,MED,LL,LL,37
BFT,1988,EU.Greece,EU.GRC,MED,PS,PS,40
BFT,1988,EU.Greece,EU.GRC,MED,HL,HAND,82
BFT,1988,EU.Italy,EU.ITA-IT-TYRREN,MED,LL,LLHB,63
BFT,1988,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,301
BFT,1988,EU.Italy,EU.ITA-IT-LIGURY,MED,SP,SPOR,51
BFT,1988,EU.Italy,EU.ITA-IT-TYRREN,MED,UN,UNCL,1452
BFT,1988,EU.Italy,EU.ITA-IT-ADRIAT,MED,HL,HAND,10
BFT,1988,EU.Italy,EU.ITA-IT-ADRIAT,MED,RR,RR,50
BFT,1988,EU.Italy,EU.ITA-IT-TYRREN,MED,GN,GILL,45
BFT,1988,EU.Italy,EU.ITA-IT-TYRREN,MED,PS,PSFB,334
BFT,1988,EU.Italy,EU.ITA-IT-LIGURY,MED,PS,PSFS,395
BFT,1988,EU.Italy,EU.ITA-IT-ADRIAT,MED,PS,PSFS,1500
BFT,1988,Japan,JPN,ATW,LL,LLHB,1109
BFT,1988,Japan,JPN,ATE,LL,LLHB,1169
BFT,1988,Japan,JPN,MED,LL,LLHB,258
BFT,1988,Libya,LBY,MED,UN,UNCL,300
BFT,1988,EU.Malta,EU.MLT,MED,LL,LL,24
BFT,1988,Maroc,MAR,ATE,TP,TRAP,235
BFT,1988,Maroc,MAR,MED,TP,TRAP,96
BFT,1988,Maroc,MAR,ATE,SU,SURF,202
BFT,1988,Maroc,MAR,MED,SU,SURF,44
BFT,1988,EU.Portugal,EU.PRT-PT-MAINLND,ATE,SU,SURF,18
BFT,1988,EU.Portugal,EU.PRT-PT-AZORES,ATE,BB,BB,0.1
BFT,1988,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,BB,BB,29
BFT,1988,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,HL,HAND,1
BFT,1988,EU.España,EU.ESP-ES-CANARY,ATE,BB,BB,92
BFT,1988,EU.España,EU.ESP,ATE,GN,GILL,4
BFT,1988,Tunisie,TUN,MED,PS,PS,153
BFT,1988,Tunisie,TUN,MED,TP,TRAP,409
BFT,1988,Tunisie,TUN,MED,HL,HAND,62
BFT,1988,Turkey,TUR,MED,PS,PS,1343
BFT,1988,U.S.A.,USA,ATW,LL,LL,15
BFT,1988,U.S.A.,USA,ATW,LL,LL,143
BFT,1988,U.S.A.,USA,ATW,PS,PS,383
BFT,1988,U.S.A.,USA,ATW,UN,UNCL,6
BFT,1988,U.S.A.,USA,ATW,HP,HARP,151
BFT,1988,U.S.A.,USA,ATW,HL,HAND,159
BFT,1988,U.S.A.,USA,ATW,RR,RR,432
BFT,1988,Yugoslavia Fed.,YUG,MED,PS,PS,1523
BFT,1988,Panama,PAN,MED,LL,LLFB,67
BFT,1988,EU.Cyprus,EU.CYP,MED,LL,LL,10
BFT,1988,NEI (MED),NEI.002,MED,LL,LL,633
BFT,1988,NEI (ETRO),NEI.001,ATE,UN,UNCL,5
BFT,1988,Sta. Lucia,LCA,ATW,HL,HAND,3
BFT,1989,Algerie,DZA,MED,UN,UNCL,820
BFT,1989,Argentina,ARG,ATW,UN,UNCL,1
BFT,1989,Canada,CAN,ATW,LL,LLHB,53
BFT,1989,Canada,CAN,ATW,TP,TRAP,1
BFT,1989,Canada,CAN,ATW,TL,TL,14
BFT,1989,Canada,CAN,ATW,TL,TL,565
BFT,1989,EU.France,EU.FRA-MED,MED,SP,SPOR,30
BFT,1989,EU.France,EU.FRA,ATE,UN,UNCL,101
BFT,1989,EU.France,EU.FRA,ATE,BB,BB,306
BFT,1989,EU.France,EU.FRA-MED,MED,PS,PSM,4404
BFT,1989,EU.France,EU.FRA,ATE,GN,GILL,31
BFT,1989,EU.France,EU.FRA,ATE,TW,TRAWPP,22
BFT,1989,EU.Greece,EU.GRC,MED,LL,LL,37
BFT,1989,EU.Greece,EU.GRC,MED,PS,PS,40
BFT,1989,EU.Greece,EU.GRC,MED,HL,HAND,105
BFT,1989,EU.Italy,EU.ITA-IT-TYRREN,MED,LL,LLHB,63
BFT,1989,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,301
BFT,1989,EU.Italy,EU.ITA-IT-LIGURY,MED,SP,SPOR,51
BFT,1989,EU.Italy,EU.ITA-IT-TYRREN,MED,UN,UNCL,1452
BFT,1989,EU.Italy,EU.ITA-IT-ADRIAT,MED,HL,HAND,10
BFT,1989,EU.Italy,EU.ITA-IT-ADRIAT,MED,RR,RR,50
BFT,1989,EU.Italy,EU.ITA-IT-TYRREN,MED,GN,GILL,45
BFT,1989,EU.Italy,EU.ITA-IT-TYRREN,MED,PS,PSFB,450
BFT,1989,EU.Italy,EU.ITA-IT-LIGURY,MED,PS,PSFS,395
BFT,1989,EU.Italy,EU.ITA-IT-ADRIAT,MED,PS,PSFS,1500
BFT,1989,Japan,JPN,ATW,LL,LLHB,468
BFT,1989,Japan,JPN,ATE,LL,LLHB,838
BFT,1989,Japan,JPN,MED,LL,LLHB,127
BFT,1989,Libya,LBY,MED,UN,UNCL,84
BFT,1989,EU.Malta,EU.MLT,MED,LL,LL,29
BFT,1989,Maroc,MAR,ATE,TP,TRAP,304
BFT,1989,Maroc,MAR,MED,TP,TRAP,286
BFT,1989,Maroc,MAR,ATE,SU,SURF,147
BFT,1989,Maroc,MAR,MED,SU,SURF,9
BFT,1989,EU.Portugal,EU.PRT-PT-MAINLND,ATE,SU,SURF,0.2
BFT,1989,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,BB,BB,1
BFT,1989,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,HL,HAND,2
BFT,1989,EU.España,EU.ESP-ES-CANARY,ATE,BB,BB,265
BFT,1989,Tunisie,TUN,MED,PS,PS,94
BFT,1989,Tunisie,TUN,MED,TP,TRAP,493
BFT,1989,Tunisie,TUN,MED,HL,HAND,74
BFT,1989,Turkey,TUR,MED,PS,PS,1707
BFT,1989,U.S.A.,USA,ATW,LL,LL,47
BFT,1989,U.S.A.,USA,ATW,LL,LL,78
BFT,1989,U.S.A.,USA,ATW,PS,PS,385
BFT,1989,U.S.A.,USA,ATW,UN,UNCL,2
BFT,1989,U.S.A.,USA,ATW,HP,HARP,187
BFT,1989,U.S.A.,USA,ATW,HL,HAND,227
BFT,1989,U.S.A.,USA,ATW,RR,RR,557
BFT,1989,Yugoslavia Fed.,YUG,MED,PS,PS,560
BFT,1989,EU.Cyprus,EU.CYP,MED,LL,LL,10
BFT,1989,Brazil,BRA-JPN,ATW,LL,LLFB,2
BFT,1989,NEI (ETRO),NEI.001,ATW,LL,LL,30
BFT,1989,NEI (MED),NEI.002,MED,LL,LL,757
BFT,1989,NEI (ETRO),NEI.001,ATE,UN,UNCL,6
BFT,1989,Sta. Lucia,LCA,ATW,HL,HAND,2
BFT,1990,Algerie,DZA,MED,UN,UNCL,782
BFT,1990,Argentina,ARG,ATW,UN,UNCL,2
BFT,1990,Canada,CAN,ATW,LL,LLHB,4
BFT,1990,Canada,CAN,ATW,TP,TRAP,2
BFT,1990,Canada,CAN,ATW,RR,RR,28
BFT,1990,Canada,CAN,ATW,TL,TL,404
BFT,1990,EU.Denmark,EU.DNK,ATE,UN,UNCL,0.13
BFT,1990,EU.France,EU.FRA-MED,MED,SP,SPOR,50
BFT,1990,EU.France,EU.FRA,ATE,BB,BB,367
BFT,1990,EU.France,EU.FRA-MED,MED,PS,PSM,4663
BFT,1990,EU.France,EU.FRA,ATE,GN,GILL,42
BFT,1990,EU.France,EU.FRA,ATE,TW,TRAWPP,101
BFT,1990,EU.Greece,EU.GRC,MED,LL,LL,37
BFT,1990,EU.Greece,EU.GRC,MED,PS,PS,40
BFT,1990,EU.Greece,EU.GRC,MED,HL,HAND,124
BFT,1990,EU.Italy,EU.ITA-IT-SARDHA,MED,LL,LL,10
BFT,1990,EU.Italy,EU.ITA-IT-IONI.N,MED,LL,LL,5
BFT,1990,EU.Italy,EU.ITA-IT-IONI.S,MED,LL,LL,12
BFT,1990,EU.Italy,EU.ITA-IT-ADRIAT,MED,LL,LL,1
BFT,1990,EU.Italy,EU.ITA-IT-TYRREN,MED,LL,LLHB,51
BFT,1990,EU.Italy,EU.ITA-IT-SARDHA,MED,TP,TRAP,60
BFT,1990,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,219
BFT,1990,EU.Italy,EU.ITA-IT-SARDHA,MED,SP,SPOR,2
BFT,1990,EU.Italy,EU.ITA-IT-IONI.S,MED,SP,SPOR,20
BFT,1990,EU.Italy,EU.ITA-IT-TYRREN,MED,SP,SPOR,200
BFT,1990,EU.Italy,EU.ITA-IT-LIGURY,MED,SP,SPOR,10
BFT,1990,EU.Italy,EU.ITA-IT-ADRIAT,MED,SP,SPOR,210
BFT,1990,EU.Italy,EU.ITA-IT-IONI.S,MED,HP,HARP,6
BFT,1990,EU.Italy,EU.ITA-IT-TYRREN,MED,HP,HARP,1
BFT,1990,EU.Italy,EU.ITA-IT-IONI.S,MED,HL,HAND,30
BFT,1990,EU.Italy,EU.ITA-IT-TYRREN,MED,HL,HAND,507
BFT,1990,EU.Italy,EU.ITA-IT-ADRIAT,MED,HL,HAND,10
BFT,1990,EU.Italy,EU.ITA-IT-ADRIAT,MED,RR,RR,50
BFT,1990,EU.Italy,EU.ITA-IT-IONI.N,MED,GN,GILL,3
BFT,1990,EU.Italy,EU.ITA-IT-TYRREN,MED,GN,GILL,52
BFT,1990,EU.Italy,EU.ITA-IT-IONI.S,MED,PS,PSFB,120
BFT,1990,EU.Italy,EU.ITA-IT-TYRREN,MED,PS,PSFB,520
BFT,1990,EU.Italy,EU.ITA-IT-ADRIAT,MED,PS,PSFB,200
BFT,1990,EU.Italy,EU.ITA-IT-LIGURY,MED,PS,PSFS,11
BFT,1990,EU.Italy,EU.ITA-IT-ADRIAT,MED,PS,PSFS,1800
BFT,1990,Japan,JPN,ATW,LL,LLHB,550
BFT,1990,Japan,JPN,ATE,LL,LLHB,1464
BFT,1990,Japan,JPN,MED,LL,LLHB,172
BFT,1990,Libya,LBY,MED,TP,TRAP,26
BFT,1990,Maroc,MAR,ATE,PS,PS,54
BFT,1990,Maroc,MAR,ATE,TP,TRAP,323
BFT,1990,Maroc,MAR,MED,TP,TRAP,1118
BFT,1990,Maroc,MAR,ATE,GN,GILL,31
BFT,1990,Maroc,MAR,MED,GN,GILL,31
BFT,1990,EU.Portugal,EU.PRT-PT-MAINLND,ATE,SU,SURF,14
BFT,1990,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,BB,BB,12
BFT,1990,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,HL,HAND,1
BFT,1990,EU.España,EU.ESP-ES-CANARY,ATE,BB,BB,121
BFT,1990,Tunisie,TUN,MED,PS,PS,114
BFT,1990,Tunisie,TUN,MED,TP,TRAP,249
BFT,1990,Tunisie,TUN,MED,HL,HAND,43
BFT,1990,Turkey,TUR,MED,PS,PS,2059
BFT,1990,U.S.A.,USA,ATW,LL,LL,23
BFT,1990,U.S.A.,USA,ATW,LL,LL,137
BFT,1990,U.S.A.,USA,ATW,PS,PS,384
BFT,1990,U.S.A.,USA,ATW,UN,UNCL,1
BFT,1990,U.S.A.,USA,ATW,HP,HARP,129
BFT,1990,U.S.A.,USA,ATW,HL,HAND,210
BFT,1990,U.S.A.,USA,ATW,RR,RRFB,276
BFT,1990,U.S.A.,USA,ATW,RR,RRFS,476
BFT,1990,Yugoslavia Fed.,YUG,MED,PS,PS,940
BFT,1990,Panama,PAN,MED,LL,LLFB,74
BFT,1990,EU.Cyprus,EU.CYP,MED,LL,LL,10
BFT,1990,Brazil,BRA-JPN,ATW,LL,LLFB,1
BFT,1990,NEI (ETRO),NEI.001,ATW,LL,LL,24
BFT,1990,NEI (MED),NEI.002,MED,LL,LL,341
BFT,1990,NEI (ETRO),NEI.001,ATE,UN,UNCL,74
BFT,1990,Sta. Lucia,LCA,ATW,HL,HAND,14
BFT,1990,NEI (MED),NEI.002,MED,PS,PS,19
BFT,1991,Algerie,DZA,MED,UN,UNCL,800
BFT,1991,Canada,CAN,ATW,LL,LLHB,6
BFT,1991,Canada,CAN,ATW,RR,RR,32
BFT,1991,Canada,CAN,ATW,TL,TL,447
BFT,1991,EU.Denmark,EU.DNK,ATE,UN,UNCL,0.013
BFT,1991,EU.France,EU.FRA-MED,MED,SP,SPOR,50
BFT,1991,EU.France,EU.FRA,ATE,BB,BB,448
BFT,1991,EU.France,EU.FRA-MED,MED,PS,PSM,4570
BFT,1991,EU.France,EU.FRA,ATE,GN,GILL,47
BFT,1991,EU.France,EU.FRA,ATE,TW,TRAWPP,70
BFT,1991,EU.Greece,EU.GRC,MED,LL,LL,37
BFT,1991,EU.Greece,EU.GRC,MED,PS,PS,40
BFT,1991,EU.Greece,EU.GRC,MED,HL,HAND,98
BFT,1991,EU.Italy,EU.ITA-IT-SARDHA,MED,LL,LL,15
BFT,1991,EU.Italy,EU.ITA-IT-IONI.N,MED,LL,LL,8
BFT,1991,EU.Italy,EU.ITA-IT-IONI.S,MED,LL,LL,8
BFT,1991,EU.Italy,EU.ITA-IT-ADRIAT,MED,LL,LL,9
BFT,1991,EU.Italy,EU.ITA-IT-TYRREN,MED,LL,LLHB,60
BFT,1991,EU.Italy,EU.ITA-IT-LIGURY,MED,LL,LLHB,2
BFT,1991,EU.Italy,EU.ITA-IT-SARDHA,MED,TP,TRAP,5
BFT,1991,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,258
BFT,1991,EU.Italy,EU.ITA-IT-SARDHA,MED,SP,SPOR,2
BFT,1991,EU.Italy,EU.ITA-IT-IONI.S,MED,SP,SPOR,20
BFT,1991,EU.Italy,EU.ITA-IT-TYRREN,MED,SP,SPOR,100
BFT,1991,EU.Italy,EU.ITA-IT-LIGURY,MED,SP,SPOR,10
BFT,1991,EU.Italy,EU.ITA-IT-ADRIAT,MED,SP,SPOR,220
BFT,1991,EU.Italy,EU.ITA-IT-LIGURY,MED,UN,UNCL,27
BFT,1991,EU.Italy,EU.ITA-IT-IONI.S,MED,HP,HARP,5
BFT,1991,EU.Italy,EU.ITA-IT-TYRREN,MED,HP,HARP,1
BFT,1991,EU.Italy,EU.ITA-IT-IONI.S,MED,HL,HAND,25
BFT,1991,EU.Italy,EU.ITA-IT-TYRREN,MED,HL,HAND,93
BFT,1991,EU.Italy,EU.ITA-IT-ADRIAT,MED,HL,HAND,10
BFT,1991,EU.Italy,EU.ITA-IT-ADRIAT,MED,RR,RR,50
BFT,1991,EU.Italy,EU.ITA-IT-IONI.N,MED,GN,GILL,4
BFT,1991,EU.Italy,EU.ITA-IT-TYRREN,MED,GN,GILL,194
BFT,1991,EU.Italy,EU.ITA-IT-LIGURY,MED,GN,GILL,5
BFT,1991,EU.Italy,EU.ITA-IT-IONI.S,MED,PS,PSFB,94
BFT,1991,EU.Italy,EU.ITA-IT-TYRREN,MED,PS,PSFB,601
BFT,1991,EU.Italy,EU.ITA-IT-ADRIAT,MED,PS,PSFB,1600
BFT,1991,EU.Italy,EU.ITA-IT-ADRIAT,MED,PS,PSFS,357
BFT,1991,Japan,JPN,ATW,LL,LLHB,688
BFT,1991,Japan,JPN,ATE,LL,LLHB,2981
BFT,1991,Japan,JPN,MED,LL,LLHB,85
BFT,1991,Libya,LBY,MED,TP,TRAP,29
BFT,1991,Maroc,MAR,ATE,PS,PS,46
BFT,1991,Maroc,MAR,ATE,TP,TRAP,482
BFT,1991,Maroc,MAR,MED,TP,TRAP,912
BFT,1991,Maroc,MAR,ATE,GN,GILL,3
BFT,1991,Maroc,MAR,MED,GN,GILL,13
BFT,1991,EU.Portugal,EU.PRT-PT-MAINLND,ATE,LL,LLHB,73
BFT,1991,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,LL,LL,26
BFT,1991,EU.Portugal,EU.PRT-PT-MAINLND,MED,LL,LLHB,278
BFT,1991,EU.Portugal,EU.PRT-PT-MAINLND,ATE,SU,SURF,18
BFT,1991,EU.España,EU.ESP-ES-CANARY,ATE,BB,BB,59
BFT,1991,EU.Sweden,EU.SWE,ATE,UN,UNCL,1
BFT,1991,Tunisie,TUN,MED,PS,PS,1073
BFT,1991,Tunisie,TUN,MED,TP,TRAP,243
BFT,1991,Tunisie,TUN,MED,HL,HAND,50
BFT,1991,Turkey,TUR,MED,PS,PS,2459
BFT,1991,U.S.A.,USA,ATW,LL,LL,12
BFT,1991,U.S.A.,USA,ATW,LL,LL,165
BFT,1991,U.S.A.,USA,ATW,PS,PS,237
BFT,1991,U.S.A.,USA,ATW,UN,UNCL,2
BFT,1991,U.S.A.,USA,ATW,HP,HARP,129
BFT,1991,U.S.A.,USA,ATW,HL,HAND,341
BFT,1991,U.S.A.,USA,ATW,RR,RRFB,213
BFT,1991,U.S.A.,USA,ATW,RR,RRFS,483
BFT,1991,Panama,PAN,MED,LL,LLFB,287
BFT,1991,EU.Cyprus,EU.CYP,MED,LL,LL,10
BFT,1991,NEI (Flag related),NEI.071,ATE,LL,LL,85
BFT,1991,NEI (ETRO),NEI.001,ATW,LL,LL,23
BFT,1991,NEI (MED),NEI.002,MED,LL,LL,1750
BFT,1991,NEI (ETRO),NEI.001,ATE,UN,UNCL,4
BFT,1991,Sta. Lucia,LCA,ATW,HL,HAND,14
BFT,1991,EU.Croatia,EU.HRV,MED,PS,PS,1418
BFT,1991,NEI (MED),NEI.002,MED,PS,PS,49
BFT,1992,Algerie,DZA,MED,UN,UNCL,1104
BFT,1992,Canada,CAN,ATW,LL,LLHB,9
BFT,1992,Canada,CAN,ATW,TP,TRAP,1
BFT,1992,Canada,CAN,ATW,RR,RR,30
BFT,1992,Canada,CAN,ATW,TL,TL,403
BFT,1992,EU.France,EU.FRA-FR,ATE,LL,LL,7
BFT,1992,EU.France,EU.FRA-MED,MED,SP,SPOR,30
BFT,1992,EU.France,EU.FRA,ATE,BB,BB,372
BFT,1992,EU.France,EU.FRA-MED,MED,PS,PSM,7346
BFT,1992,EU.France,EU.FRA,ATE,GN,GILL,74
BFT,1992,EU.France,EU.FRA,ATE,TW,TRAWPP,441
BFT,1992,EU.Greece,EU.GRC,MED,LL,LL,67
BFT,1992,EU.Greece,EU.GRC,MED,PS,PS,32
BFT,1992,EU.Greece,EU.GRC,MED,HL,HAND,348
BFT,1992,EU.Italy,EU.ITA-IT-SARDHA,MED,LL,LL,30
BFT,1992,EU.Italy,EU.ITA-IT-IONI.N,MED,LL,LL,6
BFT,1992,EU.Italy,EU.ITA-IT-IONI.S,MED,LL,LL,9
BFT,1992,EU.Italy,EU.ITA-IT-ADRIAT,MED,LL,LL,3
BFT,1992,EU.Italy,EU.ITA-IT-TYRREN,MED,LL,LLHB,29
BFT,1992,EU.Italy,EU.ITA-IT-LIGURY,MED,LL,LLHB,1
BFT,1992,EU.Italy,EU.ITA-IT-SARDHA,MED,TP,TRAP,10
BFT,1992,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,354
BFT,1992,EU.Italy,EU.ITA-IT-SARDHA,MED,SP,SPOR,4
BFT,1992,EU.Italy,EU.ITA-IT-IONI.N,MED,SP,SPOR,4
BFT,1992,EU.Italy,EU.ITA-IT-IONI.S,MED,SP,SPOR,20
BFT,1992,EU.Italy,EU.ITA-IT-TYRREN,MED,SP,SPOR,100
BFT,1992,EU.Italy,EU.ITA-IT-LIGURY,MED,SP,SPOR,15
BFT,1992,EU.Italy,EU.ITA-IT-ADRIAT,MED,SP,SPOR,225
BFT,1992,EU.Italy,EU.ITA-IT-IONI.S,MED,HP,HARP,4
BFT,1992,EU.Italy,EU.ITA-IT-TYRREN,MED,HP,HARP,1
BFT,1992,EU.Italy,EU.ITA-IT-IONI.S,MED,HL,HAND,8
BFT,1992,EU.Italy,EU.ITA-IT-TYRREN,MED,HL,HAND,88
BFT,1992,EU.Italy,EU.ITA-IT-ADRIAT,MED,HL,HAND,10
BFT,1992,EU.Italy,EU.ITA-IT-ADRIAT,MED,RR,RR,50
BFT,1992,EU.Italy,EU.ITA-IT-IONI.N,MED,GN,GILL,3
BFT,1992,EU.Italy,EU.ITA-IT-TYRREN,MED,GN,GILL,180
BFT,1992,EU.Italy,EU.ITA-IT-LIGURY,MED,GN,GILL,5
BFT,1992,EU.Italy,EU.ITA-IT-IONI.S,MED,PS,PSFB,317
BFT,1992,EU.Italy,EU.ITA-IT-TYRREN,MED,PS,PSFB,1520
BFT,1992,EU.Italy,EU.ITA-IT-ADRIAT,MED,PS,PSFB,1000
BFT,1992,EU.Italy,EU.ITA-IT-LIGURY,MED,PS,PSFS,210
BFT,1992,EU.Italy,EU.ITA-IT-ADRIAT,MED,PS,PSFS,799
BFT,1992,Japan,JPN,ATW,LL,LLHB,512
BFT,1992,Japan,JPN,ATE,LL,LLHB,3350
BFT,1992,Japan,JPN,MED,LL,LLHB,123
BFT,1992,Libya,LBY,ATE,LL,LL,312
BFT,1992,Libya,LBY,MED,TP,TRAP,65
BFT,1992,Maroc,MAR,ATE,PS,PS,462
BFT,1992,Maroc,MAR,ATE,TP,TRAP,94
BFT,1992,Maroc,MAR,MED,TP,TRAP,201
BFT,1992,Maroc,MAR,ATE,GN,GILL,6
BFT,1992,Maroc,MAR,MED,GN,GILL,4
BFT,1992,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,LL,LL,4
BFT,1992,EU.Portugal,EU.PRT-PT-MAINLND,MED,LL,LLHB,320
BFT,1992,EU.Portugal,EU.PRT-PT-MAINLND,ATE,SU,SURF,34
BFT,1992,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,BB,BB,0.1
BFT,1992,EU.España,EU.ESP-ES-CANARY,ATE,BB,BB,29
BFT,1992,Tunisie,TUN,MED,PS,PS,975
BFT,1992,Tunisie,TUN,MED,TP,TRAP,175
BFT,1992,Tunisie,TUN,MED,HL,HAND,45
BFT,1992,Turkey,TUR,MED,PS,PS,2817
BFT,1992,U.S.A.,USA,ATW,LL,LL,24
BFT,1992,U.S.A.,USA,ATW,LL,LL,112
BFT,1992,U.S.A.,USA,ATW,PS,PS,300
BFT,1992,U.S.A.,USA,ATW,UN,UNCL,1
BFT,1992,U.S.A.,USA,ATW,HP,HARP,105
BFT,1992,U.S.A.,USA,ATW,HL,HAND,218
BFT,1992,U.S.A.,USA,ATW,RR,RR,0.25
BFT,1992,U.S.A.,USA,ATW,GN,GILL,0.25
BFT,1992,U.S.A.,USA,ATW,RR,RRFB,208
BFT,1992,U.S.A.,USA,ATW,RR,RRFS,116
BFT,1992,Panama,PAN,MED,LL,LLFB,484
BFT,1992,EU.Cyprus,EU.CYP,MED,LL,LL,10
BFT,1992,NEI (Flag related),NEI.071,ATE,LL,LL,144
BFT,1992,NEI (ETRO),NEI.001,ATW,LL,LL,17
BFT,1992,NEI (MED),NEI.002,MED,LL,LL,1349
BFT,1992,Sta. Lucia,LCA,ATW,HL,HAND,14
BFT,1992,EU.Croatia,EU.HRV,MED,PS,PS,1076
