Species,Year,Flat,Fleet,Stock,GearGrp,GearCode,Qty_t
BFT,1950,Algerie,DZA,MED,TP,TRAP,100
BFT,1950,Canada,CAN,ATW,UN,UNCL,357
BFT,1950,Canada,CAN,ATW,RR,RRFB,75
BFT,1950,EU.France,EU.FRA-MED,MED,UN,UNCL,507
BFT,1950,EU.France,EU.FRA,ATE,BB,BB,1869
BFT,1950,EU.Greece,EU.GRC,MED,UN,UNCL,400
BFT,1950,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,2200
BFT,1950,Libya,LBY,MED,TP,TRAP,1000
BFT,1950,EU.Malta,EU.MLT,MED,UN,UNCL,100
BFT,1950,Maroc,MAR,ATE,UN,UNCL,4800
BFT,1950,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,1501
BFT,1950,Tunisie,TUN,MED,TP,TRAP,465
BFT,1950,U.S.A.,USA,ATW,PS,PS,1
BFT,1950,U.S.A.,USA,ATW,TP,TRAP,346
BFT,1950,U.S.A.,USA,ATW,TW,TRAW,7
BFT,1950,U.S.A.,USA,ATW,HP,HARP,102
BFT,1950,U.S.A.,USA,ATW,HL,HAND,79
BFT,1950,U.S.A.,USA,ATW,GN,GILL,2
BFT,1950,U.S.A.,USA,ATW,HL,SPHL,38
BFT,1950,Yugoslavia Fed.,YUG,MED,PS,PS,657
BFT,1951,Algerie,DZA,MED,TP,TRAP,100
BFT,1951,Canada,CAN,ATW,UN,UNCL,213
BFT,1951,Canada,CAN,ATW,RR,RRFB,86
BFT,1951,EU.France,EU.FRA-MED,MED,UN,UNCL,816
BFT,1951,EU.France,EU.FRA,ATE,BB,BB,2893
BFT,1951,EU.Greece,EU.GRC,MED,UN,UNCL,400
BFT,1951,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,1978
BFT,1951,Libya,LBY,MED,TP,TRAP,1100
BFT,1951,EU.Malta,EU.MLT,MED,UN,UNCL,100
BFT,1951,Maroc,MAR,ATE,UN,UNCL,4800
BFT,1951,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,1348
BFT,1951,Tunisie,TUN,MED,TP,TRAP,410
BFT,1951,U.S.A.,USA,ATW,PS,PS,100
BFT,1951,U.S.A.,USA,ATW,TP,TRAP,491
BFT,1951,U.S.A.,USA,ATW,TW,TRAW,6
BFT,1951,U.S.A.,USA,ATW,HP,HARP,50
BFT,1951,U.S.A.,USA,ATW,HL,HAND,148
BFT,1951,U.S.A.,USA,ATW,GN,GILL,1
BFT,1951,U.S.A.,USA,ATW,HL,SPHL,1
BFT,1951,Yugoslavia Fed.,YUG,MED,PS,PS,531
BFT,1952,Algerie,DZA,MED,TP,TRAP,100
BFT,1952,Canada,CAN,ATW,UN,UNCL,299
BFT,1952,Canada,CAN,ATW,RR,RRFB,69
BFT,1952,EU.France,EU.FRA-MED,MED,UN,UNCL,966
BFT,1952,EU.France,EU.FRA,ATE,BB,BB,2362
BFT,1952,EU.Greece,EU.GRC,MED,UN,UNCL,400
BFT,1952,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,1044
BFT,1952,EU.Italy,EU.ITA,MED,PS,PSFB,722
BFT,1952,Libya,LBY,MED,TP,TRAP,900
BFT,1952,EU.Malta,EU.MLT,MED,UN,UNCL,100
BFT,1952,Maroc,MAR,ATE,UN,UNCL,3400
BFT,1952,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,2086
BFT,1952,Tunisie,TUN,MED,TP,TRAP,290
BFT,1952,U.S.A.,USA,ATW,LL,LL,5
BFT,1952,U.S.A.,USA,ATW,TP,TRAP,135
BFT,1952,U.S.A.,USA,ATW,TW,TRAW,11
BFT,1952,U.S.A.,USA,ATW,HP,HARP,24
BFT,1952,U.S.A.,USA,ATW,HL,HAND,83
BFT,1952,U.S.A.,USA,ATW,RR,RRFB,1
BFT,1952,U.S.A.,USA,ATW,LL,LL-B,2
BFT,1952,Yugoslavia Fed.,YUG,MED,PS,PS,279
BFT,1953,Algerie,DZA,MED,TP,TRAP,98
BFT,1953,Canada,CAN,ATW,UN,UNCL,172
BFT,1953,Canada,CAN,ATW,RR,RRFB,29
BFT,1953,EU.France,EU.FRA-MED,MED,UN,UNCL,899
BFT,1953,EU.France,EU.FRA,ATE,BB,BB,2364
BFT,1953,EU.Greece,EU.GRC,MED,UN,UNCL,800
BFT,1953,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,2007
BFT,1953,EU.Italy,EU.ITA,MED,PS,PSFB,423
BFT,1953,EU.Italy,EU.ITA,MED,PS,PSFS,53
BFT,1953,Libya,LBY,MED,TP,TRAP,1700
BFT,1953,EU.Malta,EU.MLT,MED,UN,UNCL,100
BFT,1953,Maroc,MAR,ATE,UN,UNCL,4900
BFT,1953,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,2697
BFT,1953,Tunisie,TUN,MED,TP,TRAP,320
BFT,1953,U.S.A.,USA,ATW,LL,LL,1
BFT,1953,U.S.A.,USA,ATW,TP,TRAP,766
BFT,1953,U.S.A.,USA,ATW,TW,TRAW,1
BFT,1953,U.S.A.,USA,ATW,HP,HARP,25
BFT,1953,U.S.A.,USA,ATW,HL,HAND,85
BFT,1953,U.S.A.,USA,ATW,HL,SPHL,5
BFT,1953,Yugoslavia Fed.,YUG,MED,PS,PS,588
BFT,1954,Algerie,DZA,MED,TP,TRAP,62
BFT,1954,Canada,CAN,ATW,UN,UNCL,126
BFT,1954,Canada,CAN,ATW,RR,RRFB,49
BFT,1954,EU.France,EU.FRA-MED,MED,UN,UNCL,798
BFT,1954,EU.France,EU.FRA,ATE,BB,BB,3451
BFT,1954,EU.Greece,EU.GRC,MED,UN,UNCL,600
BFT,1954,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,1752
BFT,1954,EU.Italy,EU.ITA,MED,PS,PSFB,263
BFT,1954,EU.Italy,EU.ITA,MED,PS,PSFS,329
BFT,1954,Libya,LBY,MED,TP,TRAP,1200
BFT,1954,EU.Malta,EU.MLT,MED,UN,UNCL,100
BFT,1954,Maroc,MAR,ATE,UN,UNCL,2300
BFT,1954,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,1213
BFT,1954,Tunisie,TUN,MED,TP,TRAP,355
BFT,1954,U.S.A.,USA,ATW,PS,PS,55
BFT,1954,U.S.A.,USA,ATW,TP,TRAP,531
BFT,1954,U.S.A.,USA,ATW,HP,HARP,3
BFT,1954,U.S.A.,USA,ATW,HL,HAND,44
BFT,1954,U.S.A.,USA,ATW,GN,GILL,1
BFT,1954,U.S.A.,USA,ATW,RR,RRFB,1
BFT,1954,U.S.A.,USA,ATW,HL,SPHL,13
BFT,1954,Yugoslavia Fed.,YUG,MED,PS,PS,654
BFT,1955,Algerie,DZA,MED,TP,TRAP,98
BFT,1955,Canada,CAN,ATW,UN,UNCL,124
BFT,1955,Canada,CAN,ATW,RR,RRFB,9
BFT,1955,EU.France,EU.FRA-MED,MED,UN,UNCL,783
BFT,1955,EU.France,EU.FRA,ATE,BB,BB,3031
BFT,1955,EU.Greece,EU.GRC,MED,UN,UNCL,1200
BFT,1955,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,1589
BFT,1955,EU.Italy,EU.ITA,MED,PS,PSFB,296
BFT,1955,EU.Italy,EU.ITA,MED,PS,PSFS,259
BFT,1955,Libya,LBY,MED,TP,TRAP,1200
BFT,1955,EU.Malta,EU.MLT,MED,UN,UNCL,100
BFT,1955,Maroc,MAR,ATE,UN,UNCL,4800
BFT,1955,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,1181
BFT,1955,Tunisie,TUN,MED,TP,TRAP,301
BFT,1955,U.S.A.,USA,ATW,LL,LL,5
BFT,1955,U.S.A.,USA,ATW,TP,TRAP,377
BFT,1955,U.S.A.,USA,ATW,HP,HARP,11
BFT,1955,U.S.A.,USA,ATW,HL,HAND,8
BFT,1955,U.S.A.,USA,ATW,RR,RRFB,6
BFT,1955,U.S.A.,USA,ATW,HL,SPHL,4
BFT,1955,Yugoslavia Fed.,YUG,MED,PS,PS,346
BFT,1956,Algerie,DZA,MED,TP,TRAP,56
BFT,1956,Canada,CAN,ATW,UN,UNCL,37
BFT,1956,Canada,CAN,ATW,RR,RRFB,3
BFT,1956,EU.France,EU.FRA-MED,MED,UN,UNCL,329
BFT,1956,EU.France,EU.FRA,ATE,BB,BB,1453
BFT,1956,EU.Greece,EU.GRC,MED,UN,UNCL,900
BFT,1956,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,1560
BFT,1956,EU.Italy,EU.ITA,MED,PS,PSFB,153
BFT,1956,EU.Italy,EU.ITA,MED,PS,PSFS,213
BFT,1956,Libya,LBY,MED,TP,TRAP,1200
BFT,1956,EU.Malta,EU.MLT,MED,UN,UNCL,100
BFT,1956,Maroc,MAR,ATE,TP,TRAP,3347
BFT,1956,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,2280
BFT,1956,U.S.A.,USA,ATW,TP,TRAP,181
BFT,1956,U.S.A.,USA,ATW,HP,HARP,10
BFT,1956,U.S.A.,USA,ATW,HL,HAND,6
BFT,1956,U.S.A.,USA,ATW,RR,RRFB,8
BFT,1956,U.S.A.,USA,ATW,HL,SPHL,2
BFT,1956,Yugoslavia Fed.,YUG,MED,PS,PS,253
BFT,1957,Algerie,DZA,MED,TP,TRAP,52
BFT,1957,Canada,CAN,ATW,UN,UNCL,43
BFT,1957,Canada,CAN,ATW,RR,RRFB,4
BFT,1957,EU.France,EU.FRA-MED,MED,UN,UNCL,615
BFT,1957,EU.France,EU.FRA,ATE,BB,BB,1550
BFT,1957,EU.Greece,EU.GRC,MED,UN,UNCL,500
BFT,1957,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,2571
BFT,1957,EU.Italy,EU.ITA,MED,PS,PSFB,129
BFT,1957,EU.Italy,EU.ITA,MED,PS,PSFS,110
BFT,1957,Japan,JPN,ATE,LL,LLFB,33
BFT,1957,Japan,JPN,ATW,LL,LLFB,30
BFT,1957,Libya,LBY,MED,TP,TRAP,1200
BFT,1957,EU.Malta,EU.MLT,MED,UN,UNCL,100
BFT,1957,Maroc,MAR,ATE,TP,TRAP,5784
BFT,1957,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,840
BFT,1957,Tunisie,TUN,MED,TP,TRAP,34
BFT,1957,Turkey,TUR,MED,UN,UNCL,800
BFT,1957,U.S.A.,USA,ATW,LL,LL,16
BFT,1957,U.S.A.,USA,ATW,TP,TRAP,404
BFT,1957,U.S.A.,USA,ATW,HP,HARP,15
BFT,1957,U.S.A.,USA,ATW,HL,HAND,5
BFT,1957,U.S.A.,USA,ATW,RR,RRFB,14
BFT,1957,U.S.A.,USA,ATW,HL,SPHL,15
BFT,1957,Yugoslavia Fed.,YUG,MED,PS,PS,382
BFT,1958,Algerie,DZA,MED,TP,TRAP,78
BFT,1958,Canada,CAN,ATW,UN,UNCL,38
BFT,1958,EU.France,EU.FRA-MED,MED,UN,UNCL,294
BFT,1958,EU.France,EU.FRA,ATE,BB,BB,1303
BFT,1958,EU.Greece,EU.GRC,MED,UN,UNCL,700
BFT,1958,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,2736
BFT,1958,EU.Italy,EU.ITA,MED,PS,PSFB,158
BFT,1958,EU.Italy,EU.ITA,MED,PS,PSFS,59
BFT,1958,Japan,JPN,ATE,LL,LLFB,2
BFT,1958,Japan,JPN,ATW,LL,LLFB,32
BFT,1958,Libya,LBY,MED,TP,TRAP,1200
BFT,1958,EU.Malta,EU.MLT,MED,UN,UNCL,100
BFT,1958,Maroc,MAR,ATE,PS,PS,2539
BFT,1958,Maroc,MAR,ATE,TP,TRAP,7961
BFT,1958,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,661
BFT,1958,Turkey,TUR,MED,UN,UNCL,400
BFT,1958,U.S.A.,USA,ATW,LL,LL,14
BFT,1958,U.S.A.,USA,ATW,PS,PS,138
BFT,1958,U.S.A.,USA,ATW,TP,TRAP,869
BFT,1958,U.S.A.,USA,ATW,HP,HARP,23
BFT,1958,U.S.A.,USA,ATW,HL,HAND,49
BFT,1958,U.S.A.,USA,ATW,RR,RRFB,15
BFT,1958,U.S.A.,USA,ATW,HL,SPHL,3
BFT,1958,U.S.A.,USA,ATW,LL,LL-B,26
BFT,1958,Yugoslavia Fed.,YUG,MED,PS,PS,388
BFT,1959,Canada,CAN,ATW,UN,UNCL,79
BFT,1959,Canada,CAN,ATW,RR,RRFB,14
BFT,1959,EU.France,EU.FRA-MED,MED,UN,UNCL,384
BFT,1959,EU.France,EU.FRA,ATE,BB,BB,2031
BFT,1959,EU.Greece,EU.GRC,MED,UN,UNCL,700
BFT,1959,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,1823
BFT,1959,EU.Italy,EU.ITA,MED,PS,PSFB,60
BFT,1959,EU.Italy,EU.ITA,MED,PS,PSFS,104
BFT,1959,Japan,JPN,ATE,LL,LLFB,56
BFT,1959,Japan,JPN,ATW,LL,LLFB,200
BFT,1959,Libya,LBY,MED,TP,TRAP,1100
BFT,1959,EU.Malta,EU.MLT,MED,UN,UNCL,100
BFT,1959,Maroc,MAR,ATE,TP,TRAP,5378
BFT,1959,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,883
BFT,1959,Tunisie,TUN,MED,TP,TRAP,85
BFT,1959,Turkey,TUR,MED,UN,UNCL,500
BFT,1959,U.S.A.,USA,ATW,LL,LL,83
BFT,1959,U.S.A.,USA,ATW,PS,PS,781
BFT,1959,U.S.A.,USA,ATW,TP,TRAP,302
BFT,1959,U.S.A.,USA,ATW,HP,HARP,46
BFT,1959,U.S.A.,USA,ATW,HL,HAND,49
BFT,1959,U.S.A.,USA,ATW,RR,RRFB,9
BFT,1959,U.S.A.,USA,ATW,HL,SPHL,7
BFT,1959,Yugoslavia Fed.,YUG,MED,PS,PS,224
BFT,1960,Canada,CAN,ATW,TP,TRAP,32
BFT,1960,Canada,CAN,ATW,RR,RRFB,5
BFT,1960,EU.France,EU.FRA,ATE,BB,BB,553
BFT,1960,EU.France,EU.FRA-MED,MED,GN,GILL,400
BFT,1960,EU.Greece,EU.GRC,MED,UN,UNCL,900
BFT,1960,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,1229
BFT,1960,EU.Italy,EU.ITA,MED,PS,PSFB,69
BFT,1960,EU.Italy,EU.ITA,MED,PS,PSFS,47
BFT,1960,Japan,JPN,ATE,LL,LLFB,481
BFT,1960,Japan,JPN,ATW,LL,LLFB,339
BFT,1960,Libya,LBY,MED,TP,TRAP,1100
BFT,1960,EU.Malta,EU.MLT,MED,UN,UNCL,100
BFT,1960,Maroc,MAR,ATE,PS,PS,2286
BFT,1960,Maroc,MAR,ATE,TP,TRAP,3714
BFT,1960,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,1016
BFT,1960,Turkey,TUR,MED,UN,UNCL,300
BFT,1960,U.S.A.,USA,ATW,LL,LL,1
BFT,1960,U.S.A.,USA,ATW,PS,PS,277
BFT,1960,U.S.A.,USA,ATW,TP,TRAP,204
BFT,1960,U.S.A.,USA,ATW,HP,HARP,119
BFT,1960,U.S.A.,USA,ATW,HL,HAND,31
BFT,1960,U.S.A.,USA,ATW,RR,RR,24
BFT,1960,Yugoslavia Fed.,YUG,MED,PS,PS,109
BFT,1961,Canada,CAN,ATW,TP,TRAP,79
BFT,1961,Canada,CAN,ATW,RR,RRFB,41
BFT,1961,EU.France,EU.FRA,ATE,BB,BB,907
BFT,1961,EU.France,EU.FRA-MED,MED,GN,GILL,599
BFT,1961,EU.Greece,EU.GRC,MED,UN,UNCL,1100
BFT,1961,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,1423
BFT,1961,EU.Italy,EU.ITA,MED,PS,PSFB,244
BFT,1961,EU.Italy,EU.ITA,MED,PS,PSFS,105
BFT,1961,Japan,JPN,ATE,LL,LLFB,204
BFT,1961,Japan,JPN,ATW,LL,LLFB,373
BFT,1961,Libya,LBY,MED,TP,TRAP,1000
BFT,1961,EU.Malta,EU.MLT,MED,UN,UNCL,100
BFT,1961,Maroc,MAR,ATE,PS,PS,2994
BFT,1961,Maroc,MAR,ATE,TP,TRAP,1377
BFT,1961,Norway,NOR,ATE,LL,LLHB,19
BFT,1961,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,1499
BFT,1961,Turkey,TUR,MED,UN,UNCL,300
BFT,1961,U.S.A.,USA,ATW,PS,PS,903
BFT,1961,U.S.A.,USA,ATW,TP,TRAP,79
BFT,1961,U.S.A.,USA,ATW,HP,HARP,78
BFT,1961,U.S.A.,USA,ATW,HL,HAND,7
BFT,1961,U.S.A.,USA,ATW,RR,RR,60
BFT,1961,Yugoslavia Fed.,YUG,MED,PS,PS,123
BFT,1962,Argentina,ARG,ATW,LL,LL,106
BFT,1962,Canada,CAN,ATW,TP,TRAP,137
BFT,1962,Canada,CAN,ATW,RR,RRFB,40
BFT,1962,EU.France,EU.FRA,ATE,BB,BB,965
BFT,1962,EU.France,EU.FRA-MED,MED,GN,GILL,214
BFT,1962,EU.Greece,EU.GRC,MED,UN,UNCL,1000
BFT,1962,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,1280
BFT,1962,EU.Italy,EU.ITA,MED,PS,PSFB,171
BFT,1962,EU.Italy,EU.ITA,MED,PS,PSFS,161
BFT,1962,Libya,LBY,MED,TP,TRAP,800
BFT,1962,EU.Malta,EU.MLT,MED,UN,UNCL,100
BFT,1962,Maroc,MAR,ATE,PS,PS,1628
BFT,1962,Maroc,MAR,ATE,TP,TRAP,3648
BFT,1962,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,666
BFT,1962,Tunisie,TUN,MED,TP,TRAP,404
BFT,1962,Turkey,TUR,MED,UN,UNCL,200
BFT,1962,U.S.A.,USA,ATW,LL,LL,26
BFT,1962,U.S.A.,USA,ATW,PS,PS,3768
BFT,1962,U.S.A.,USA,ATW,TP,TRAP,87
BFT,1962,U.S.A.,USA,ATW,HP,HARP,44
BFT,1962,U.S.A.,USA,ATW,HL,HAND,32
BFT,1962,U.S.A.,USA,ATW,RR,RR,340
BFT,1962,Yugoslavia Fed.,YUG,MED,PS,PS,87
BFT,1963,Argentina,ARG,ATW,LL,LL,271
BFT,1963,Canada,CAN,ATW,PS,PS,323
BFT,1963,Canada,CAN,ATW,TP,TRAP,229
BFT,1963,Canada,CAN,ATW,RR,RRFB,90
BFT,1963,EU.France,EU.FRA,ATE,BB,BB,543
BFT,1963,EU.France,EU.FRA-MED,MED,GN,GILL,668
BFT,1963,EU.Greece,EU.GRC,MED,UN,UNCL,1200
BFT,1963,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,1227
BFT,1963,EU.Italy,EU.ITA,MED,PS,PSFB,989
BFT,1963,EU.Italy,EU.ITA,MED,PS,PSFS,267
BFT,1963,Libya,LBY,MED,TP,TRAP,100
BFT,1963,EU.Malta,EU.MLT,MED,UN,UNCL,100
BFT,1963,Maroc,MAR,ATE,PS,PS,1419
BFT,1963,Maroc,MAR,ATE,TP,TRAP,2318
BFT,1963,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,354
BFT,1963,Tunisie,TUN,MED,TP,TRAP,260
BFT,1963,Turkey,TUR,MED,UN,UNCL,100
BFT,1963,U.S.A.,USA,ATW,LL,LL,96
BFT,1963,U.S.A.,USA,ATW,PS,PS,5447
BFT,1963,U.S.A.,USA,ATW,TP,TRAP,74
BFT,1963,U.S.A.,USA,ATW,HP,HARP,22
BFT,1963,U.S.A.,USA,ATW,HL,HAND,23
BFT,1963,U.S.A.,USA,ATW,RR,RR,1072
BFT,1963,Yugoslavia Fed.,YUG,MED,PS,PS,277
BFT,1964,Argentina,ARG,ATW,LL,LL,204
BFT,1964,Canada,CAN,ATW,PS,PS,579
BFT,1964,Canada,CAN,ATW,TP,TRAP,318
BFT,1964,Canada,CAN,ATW,RR,RRFB,99
BFT,1964,EU.France,EU.FRA,ATE,BB,BB,400
BFT,1964,EU.France,EU.FRA-MED,MED,GN,GILL,953
BFT,1964,EU.Greece,EU.GRC,MED,UN,UNCL,600
BFT,1964,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,1652
BFT,1964,EU.Italy,EU.ITA,MED,PS,PSFB,896
BFT,1964,EU.Italy,EU.ITA,MED,PS,PSFS,94
BFT,1964,Japan,JPN,ATE,BB,BB,3
BFT,1964,Libya,LBY,MED,TP,TRAP,400
BFT,1964,EU.Malta,EU.MLT,MED,UN,UNCL,100
BFT,1964,Maroc,MAR,ATE,PS,PS,2059
BFT,1964,Maroc,MAR,ATE,TP,TRAP,2256
BFT,1964,Norway,NOR,ATW,LL,LLHB,63
BFT,1964,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,303
BFT,1964,Tunisie,TUN,MED,TP,TRAP,376
BFT,1964,U.S.A.,USA,ATW,LL,LL,99
BFT,1964,U.S.A.,USA,ATW,PS,PS,4571
BFT,1964,U.S.A.,USA,ATW,TP,TRAP,161
BFT,1964,U.S.A.,USA,ATW,HP,HARP,24
BFT,1964,U.S.A.,USA,ATW,HL,HAND,7
BFT,1964,U.S.A.,USA,ATW,RR,RR,502
BFT,1964,Yugoslavia Fed.,YUG,MED,PS,PS,271
BFT,1965,Argentina,ARG,ATW,LL,LL,100
BFT,1965,Canada,CAN,ATW,PS,PS,461
BFT,1965,Canada,CAN,ATW,TP,TRAP,81
BFT,1965,Canada,CAN,ATW,RR,RRFB,94
BFT,1965,Cuba,CUB,ATW,LL,LL,139
BFT,1965,EU.France,EU.FRA,ATE,BB,BB,621
BFT,1965,EU.France,EU.FRA-MED,MED,GN,GILL,390
BFT,1965,EU.Greece,EU.GRC,MED,UN,UNCL,700
BFT,1965,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,1264
BFT,1965,EU.Italy,EU.ITA,MED,PS,PSFB,155
BFT,1965,EU.Italy,EU.ITA,MED,PS,PSFS,146
BFT,1965,Libya,LBY,MED,TP,TRAP,600
BFT,1965,EU.Malta,EU.MLT,MED,UN,UNCL,100
BFT,1965,Maroc,MAR,ATE,PS,PS,906
BFT,1965,Maroc,MAR,ATE,TP,TRAP,1882
BFT,1965,Maroc,MAR,MED,TP,TRAP,172
BFT,1965,Norway,NOR,ATW,LL,LLHB,4
BFT,1965,Norway,NOR,ATE,LL,LLHB,30
BFT,1965,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,90
BFT,1965,EU.España,EU.ESP-ES-CANARY,ATE,BB,BB,197
BFT,1965,Tunisie,TUN,MED,TP,TRAP,601
BFT,1965,Turkey,TUR,MED,UN,UNCL,100
BFT,1965,U.S.A.,USA,ATW,LL,LL,79
BFT,1965,U.S.A.,USA,ATW,PS,PS,2870
BFT,1965,U.S.A.,USA,ATW,TP,TRAP,166
BFT,1965,U.S.A.,USA,ATW,HP,HARP,55
BFT,1965,U.S.A.,USA,ATW,HL,HAND,4
BFT,1965,U.S.A.,USA,ATW,RR,RR,968
BFT,1965,U.S.A.,USA,ATW,GN,GILL,3
BFT,1965,Yugoslavia Fed.,YUG,MED,PS,PS,134
BFT,1966,Algerie,DZA,MED,TP,TRAP,150
BFT,1966,Argentina,ARG,ATW,LL,LL,100
BFT,1966,Canada,CAN,ATW,TP,TRAP,87
BFT,1966,Canada,CAN,ATW,RR,RRFB,111
BFT,1966,Cuba,CUB,ATW,LL,LL,465
BFT,1966,EU.France,EU.FRA,ATE,BB,BB,1624
BFT,1966,EU.France,EU.FRA-MED,MED,PS,PSM,1000
BFT,1966,EU.Greece,EU.GRC,MED,UN,UNCL,500
BFT,1966,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,945
BFT,1966,EU.Italy,EU.ITA,MED,PS,PSFB,410
BFT,1966,EU.Italy,EU.ITA,MED,PS,PSFS,220
BFT,1966,Libya,LBY,MED,TP,TRAP,700
BFT,1966,EU.Malta,EU.MLT,MED,UN,UNCL,100
BFT,1966,Maroc,MAR,ATE,PS,PS,1778
BFT,1966,Maroc,MAR,ATE,TP,TRAP,1601
BFT,1966,Maroc,MAR,MED,TP,TRAP,11
BFT,1966,Norway,NOR,ATW,LL,LLHB,10
BFT,1966,Norway,NOR,ATE,LL,LLHB,31
BFT,1966,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,122
BFT,1966,EU.España,EU.ESP-ES-CANARY,ATE,BB,BB,222
BFT,1966,Tunisie,TUN,MED,TP,TRAP,293
BFT,1966,Turkey,TUR,MED,UN,UNCL,100
BFT,1966,U.S.A.,USA,ATW,LL,LL,39
BFT,1966,U.S.A.,USA,ATW,PS,PS,1006
BFT,1966,U.S.A.,USA,ATW,TP,TRAP,134
BFT,1966,U.S.A.,USA,ATW,HP,HARP,46
BFT,1966,U.S.A.,USA,ATW,HL,HAND,5
BFT,1966,U.S.A.,USA,ATW,RR,RR,3615
BFT,1966,U.S.A.,USA,ATW,GN,GILL,1
BFT,1966,Yugoslavia Fed.,YUG,MED,PS,PS,246
BFT,1967,Algerie,DZA,MED,TP,TRAP,150
BFT,1967,Argentina,ARG,ATW,LL,LL,60
BFT,1967,Canada,CAN,ATW,TP,TRAP,174
BFT,1967,Canada,CAN,ATW,RR,RRFB,56
BFT,1967,Cuba,CUB,ATW,LL,LL,2352
BFT,1967,EU.France,EU.FRA,ATE,BB,BB,860
BFT,1967,EU.France,EU.FRA-MED,MED,PS,PSM,1500
BFT,1967,EU.Greece,EU.GRC,MED,UN,UNCL,600
BFT,1967,EU.Italy,EU.ITA-IT-TYRREN,MED,TP,TRAP,1949
BFT,1967,EU.Italy,EU.ITA,MED,PS,PSFB,792
BFT,1967,EU.Italy,EU.ITA,MED,PS,PSFS,296
BFT,1967,Libya,LBY,MED,TP,TRAP,800
BFT,1967,EU.Malta,EU.MLT,MED,UN,UNCL,100
BFT,1967,Maroc,MAR,ATE,PS,PS,2048
BFT,1967,Maroc,MAR,ATE,TP,TRAP,1331
BFT,1967,Maroc,MAR,MED,TP,TRAP,27
BFT,1967,Norway,NOR,ATE,LL,LLHB,41
BFT,1967,EU.Portugal,EU.PRT-PT-MAINLND,ATE,TP,TRAP,209
BFT,1967,EU.España,EU.ESP-ES-CANARY,ATE,BB,BB,247
BFT,1967,Tunisie,TUN,MED,TP,TRAP,307
BFT,1967,Turkey,TUR,MED,UN,UNCL,1488
BFT,1967,U.S.A.,USA,ATW,LL,LL,20
BFT,1967,U.S.A.,USA,ATW,PS,PS,2082
BFT,1967,U.S.A.,USA,ATW,TP,TRAP,139
BFT,1967,U.S.A.,USA,ATW,HP,HARP,53
BFT,1967,U.S.A.,USA,ATW,HL,HAND,18
BFT,1967,U.S.A.,USA,ATW,RR,RR,287
BFT,1967,U.S.A.,USA,ATW,GN,GILL,5
BFT,1967,Yugoslavia Fed.,YUG,MED,PS,PS,331
BFT,1968,Algerie,DZA,MED,TP,TRAP,150
BFT,1968,Argentina,ARG,ATW,LL,LL,21
BFT,1968,Canada,CAN,ATW,TP,TRAP,101
BFT,1968,Canada,CAN,ATW,RR,RRFB,180
BFT,1968,Chinese Taipei,TAI,ATE,LL,LLFB,138
BFT,1968,Chinese Taipei,TAI,ATW,LL,LLFB,12
BFT,1968,Cuba,CUB,ATW,LL,LL,1351
BFT,1968,EU.France,EU.FRA,ATE,BB,BB,390
BFT,1968,EU.France,EU.FRA-MED,MED,PS,PSM,2500
BFT,1968,EU.Greece,EU.GRC,MED,UN,UNCL,500
