Tag_ID,Rec_ID,Investigator,Contact_Person,Species,Length_cm,Weight_kg,Stock_Area,Start_Date,End_Date,Days_Area
49826,1,AZTI,I_Arregi,BFT,94,NA,E_ATL,9/23/2010,11/4/2010,43
49827,2,AZTI,I_Arregi,BFT,97,NA,E_ATL,9/29/2010,1/3/2011,97
49827,3,AZTI,I_Arregi,BFT,97,NA,SE_ATL,1/4/2011,1/29/2011,26
49856,4,AZTI,I_Arregi,BFT,98,NA,E_ATL,9/29/2010,12/17/2010,80
49856,5,AZTI,I_Arregi,BFT,98,NA,SE_ATL,12/18/2010,4/20/2011,124
49856,6,AZTI,I_Arregi,BFT,98,NA,E_ATL,4/21/2011,4/21/2011,1
49856,7,AZTI,I_Arregi,BFT,98,NA,SE_ATL,4/22/2011,4/26/2011,5
49856,8,AZTI,I_Arregi,BFT,98,NA,E_ATL,4/27/2011,6/19/2011,54
49880,9,AZTI,I_Arregi,BFT,93,NA,E_ATL,9/29/2010,1/23/2011,117
49880,10,AZTI,I_Arregi,BFT,93,NA,SE_ATL,1/24/2011,5/26/2011,123
49880,11,AZTI,I_Arregi,BFT,93,NA,E_ATL,5/27/2011,6/2/2011,7
49885,12,AZTI,I_Arregi,BFT,95,NA,E_ATL,9/29/2010,10/2/2010,4
49889,13,AZTI,I_Arregi,BFT,95,NA,E_ATL,9/29/2010,10/11/2010,13
79999,14,AZTI,I_Arregi,BFT,92,NA,E_ATL,8/23/2010,9/4/2010,13
79999,15,AZTI,I_Arregi,BFT,92,NA,SE_ATL,9/5/2010,10/19/2010,45
80001,16,AZTI,I_Arregi,BFT,95,NA,E_ATL,8/23/2010,9/25/2010,34
80003,17,AZTI,I_Arregi,BFT,90,NA,E_ATL,8/23/2010,1/31/2011,162
80003,18,AZTI,I_Arregi,BFT,90,NA,SE_ATL,2/1/2011,2/5/2011,5
80003,19,AZTI,I_Arregi,BFT,90,NA,E_ATL,2/6/2011,2/14/2011,9
90813,20,AZTI,I_Arregi,BFT,89,NA,E_ATL,8/26/2008,3/22/2009,209
90813,21,AZTI,I_Arregi,BFT,89,NA,SE_ATL,3/23/2009,4/28/2009,37
90813,22,AZTI,I_Arregi,BFT,89,NA,E_ATL,4/29/2009,8/10/2009,104
93709,23,AZTI,I_Arregi,BFT,110,NA,E_ATL,9/22/2009,3/16/2010,176
93710,24,AZTI,I_Arregi,BFT,91,NA,E_ATL,8/23/2010,1/31/2011,162
93710,25,AZTI,I_Arregi,BFT,91,NA,SE_ATL,2/1/2011,2/2/2011,2
93712,26,AZTI,I_Arregi,BFT,107,NA,E_ATL,9/22/2009,2/1/2010,133
93713,27,AZTI,I_Arregi,BFT,92,NA,E_ATL,8/23/2010,9/14/2010,23
93714,28,AZTI,I_Arregi,BFT,103,NA,E_ATL,9/22/2009,4/5/2010,196
93714,29,AZTI,I_Arregi,BFT,103,NA,SE_ATL,4/6/2010,5/9/2010,34
93714,30,AZTI,I_Arregi,BFT,103,NA,E_ATL,5/10/2010,5/18/2010,9
93715,31,AZTI,I_Arregi,BFT,97,NA,E_ATL,8/23/2010,5/23/2011,274
390540,32,AZTI,I_Arregi,BFT,64,NA,E_ATL,8/18/2007,1/17/2008,153
390540,33,AZTI,I_Arregi,BFT,64,NA,SE_ATL,1/18/2008,2/1/2008,15
390540,34,AZTI,I_Arregi,BFT,64,NA,E_ATL,2/2/2008,2/7/2008,6
390540,35,AZTI,I_Arregi,BFT,64,NA,SE_ATL,2/8/2008,2/17/2008,10
390540,36,AZTI,I_Arregi,BFT,64,NA,E_ATL,2/18/2008,3/3/2008,15
390540,37,AZTI,I_Arregi,BFT,64,NA,SE_ATL,3/4/2008,4/18/2008,46
390540,38,AZTI,I_Arregi,BFT,64,NA,SC_ATL,4/19/2008,4/20/2008,2
390540,39,AZTI,I_Arregi,BFT,64,NA,NC_ATL,4/21/2008,5/15/2008,25
390540,40,AZTI,I_Arregi,BFT,64,NA,E_ATL,5/16/2008,12/11/2008,210
390540,41,AZTI,I_Arregi,BFT,64,NA,NC_ATL,12/12/2008,2/2/2009,53
390540,42,AZTI,I_Arregi,BFT,64,NA,W_ATL,2/3/2009,4/24/2009,81
390540,43,AZTI,I_Arregi,BFT,64,NA,NC_ATL,4/25/2009,6/1/2009,38
390540,44,AZTI,I_Arregi,BFT,64,NA,E_ATL,6/2/2009,8/2/2009,62
390579,45,AZTI,I_Arregi,BFT,67,NA,E_ATL,9/1/2005,12/15/2005,106
390579,46,AZTI,I_Arregi,BFT,67,NA,SE_ATL,12/16/2005,1/23/2006,39
390579,47,AZTI,I_Arregi,BFT,67,NA,E_ATL,1/24/2006,3/30/2006,66
390579,48,AZTI,I_Arregi,BFT,67,NA,SE_ATL,3/31/2006,4/9/2006,10
390579,49,AZTI,I_Arregi,BFT,67,NA,E_ATL,4/10/2006,6/14/2006,66
790068,50,AZTI,I_Arregi,BFT,70,NA,E_ATL,8/18/2007,12/29/2007,134
790068,51,AZTI,I_Arregi,BFT,70,NA,SE_ATL,12/30/2007,1/4/2008,6
790068,52,AZTI,I_Arregi,BFT,70,NA,E_ATL,1/5/2008,1/6/2008,2
790068,53,AZTI,I_Arregi,BFT,70,NA,SE_ATL,1/7/2008,2/23/2008,48
790068,54,AZTI,I_Arregi,BFT,70,NA,E_ATL,2/24/2008,3/9/2008,15
790068,55,AZTI,I_Arregi,BFT,70,NA,NC_ATL,3/10/2008,4/5/2008,27
790068,56,AZTI,I_Arregi,BFT,70,NA,SC_ATL,4/6/2008,4/7/2008,2
790068,57,AZTI,I_Arregi,BFT,70,NA,W_ATL,4/8/2008,9/24/2009,535
790076,58,AZTI,I_Arregi,BFT,NA,NA,E_ATL,8/17/2007,1/1/2008,138
790076,59,AZTI,I_Arregi,BFT,NA,NA,SE_ATL,1/2/2008,1/7/2008,6
790076,60,AZTI,I_Arregi,BFT,NA,NA,SC_ATL,1/8/2008,1/9/2008,2
790076,61,AZTI,I_Arregi,BFT,NA,NA,NC_ATL,1/10/2008,1/14/2008,5
790076,62,AZTI,I_Arregi,BFT,NA,NA,SC_ATL,1/15/2008,1/20/2008,6
790076,63,AZTI,I_Arregi,BFT,NA,NA,SE_ATL,1/21/2008,5/23/2008,124
790076,64,AZTI,I_Arregi,BFT,NA,NA,E_ATL,5/24/2008,12/13/2008,204
790076,65,AZTI,I_Arregi,BFT,NA,NA,SE_ATL,12/14/2008,4/23/2009,131
790076,66,AZTI,I_Arregi,BFT,NA,NA,E_ATL,4/24/2009,4/30/2009,7
790076,67,AZTI,I_Arregi,BFT,NA,NA,SE_ATL,5/1/2009,5/13/2009,13
790076,68,AZTI,I_Arregi,BFT,NA,NA,E_ATL,5/14/2009,12/14/2009,215
790076,69,AZTI,I_Arregi,BFT,NA,NA,NC_ATL,12/15/2009,1/1/2010,18
790076,70,AZTI,I_Arregi,BFT,NA,NA,W_ATL,1/2/2010,4/6/2010,95
790076,71,AZTI,I_Arregi,BFT,NA,NA,NC_ATL,4/7/2010,4/24/2010,18
790076,72,AZTI,I_Arregi,BFT,NA,NA,E_ATL,4/25/2010,12/9/2010,229
790076,73,AZTI,I_Arregi,BFT,NA,NA,NC_ATL,12/10/2010,12/18/2010,9
790076,74,AZTI,I_Arregi,BFT,NA,NA,W_ATL,12/19/2010,5/15/2011,148
790076,75,AZTI,I_Arregi,BFT,NA,NA,NC_ATL,5/16/2011,6/5/2011,21
790076,76,AZTI,I_Arregi,BFT,NA,NA,E_ATL,6/6/2011,12/11/2011,189
790076,77,AZTI,I_Arregi,BFT,NA,NA,NE_ATL,12/12/2011,12/15/2011,4
790076,78,AZTI,I_Arregi,BFT,NA,NA,E_ATL,12/16/2011,12/22/2011,7
790076,79,AZTI,I_Arregi,BFT,NA,NA,NC_ATL,12/23/2011,12/28/2011,6
2009_91277,80,DFO,A_Hanke,BFT,244,227,W_ATL,8/16/2009,9/1/2009,17
2009_91278,81,DFO,A_Hanke,BFT,241,249,W_ATL,8/16/2009,9/7/2009,23
2009_91279,82,DFO,A_Hanke,BFT,244,227,W_ATL,8/16/2009,9/2/2009,18
2009_91282,83,DFO,A_Hanke,BFT,216,181,W_ATL,8/19/2009,9/8/2009,21
2009_91283,84,DFO,A_Hanke,BFT,206,159,W_ATL,8/19/2009,9/26/2009,39
2009_91284,85,DFO,A_Hanke,BFT,NA,181,W_ATL,8/19/2009,10/11/2009,54
2009_91293,86,DFO,A_Hanke,BFT,216,181,W_ATL,8/19/2009,9/3/2009,16
2009_93550,87,DFO,A_Hanke,BFT,135,45,W_ATL,9/11/2009,3/5/2010,176
2009_93556,88,DFO,A_Hanke,BFT,248,272,W_ATL,8/12/2009,9/12/2009,32
2009_93556,89,DFO,A_Hanke,BFT,248,272,NC_ATL,9/12/2009,9/21/2009,10
2009_93557,90,DFO,A_Hanke,BFT,259,227,W_ATL,8/12/2009,10/11/2009,61
2009_93557,91,DFO,A_Hanke,BFT,259,227,GSL,10/14/2009,10/14/2009,1
2009_93557,92,DFO,A_Hanke,BFT,259,227,W_ATL,10/14/2009,10/17/2009,4
2009_93557,93,DFO,A_Hanke,BFT,259,227,GSL,10/17/2009,10/18/2009,2
2009_93557,94,DFO,A_Hanke,BFT,259,227,W_ATL,10/19/2009,10/19/2009,1
2009_93557,95,DFO,A_Hanke,BFT,259,227,GSL,10/19/2009,10/20/2009,2
2009_93557,96,DFO,A_Hanke,BFT,259,227,W_ATL,10/20/2009,11/26/2009,38
2009_93558,97,DFO,A_Hanke,BFT,216,181,W_ATL,8/16/2009,10/13/2009,59
2009_95418,98,DFO,A_Hanke,BFT,274,295,W_ATL,8/8/2009,8/27/2009,20
2009_95418,99,DFO,A_Hanke,BFT,274,295,NC_ATL,8/30/2009,10/27/2009,59
2010_91287,100,DFO,A_Hanke,BFT,213,170,W_ATL,8/13/2010,12/2/2010,112
2010_91287,101,DFO,A_Hanke,BFT,213,170,CAR,12/2/2010,12/7/2010,6
2010_91287,102,DFO,A_Hanke,BFT,213,170,W_ATL,12/7/2010,12/8/2010,2
2010_91288,103,DFO,A_Hanke,BFT,216,181,W_ATL,8/13/2010,9/28/2010,47
2010_91289,104,DFO,A_Hanke,BFT,213,170,W_ATL,8/13/2010,9/27/2010,46
2010_91289,105,DFO,A_Hanke,BFT,213,170,GSL,9/27/2010,9/27/2010,1
2010_91289,106,DFO,A_Hanke,BFT,213,170,W_ATL,9/28/2010,10/6/2010,9
2010_91290,107,DFO,A_Hanke,BFT,213,159,W_ATL,8/13/2010,9/22/2010,41
2010_91291,108,DFO,A_Hanke,BFT,213,170,W_ATL,8/13/2010,11/14/2010,94
2010_93554,109,DFO,A_Hanke,BFT,248,295,GSL,8/31/2010,9/9/2010,10
2010_93554,110,DFO,A_Hanke,BFT,248,295,W_ATL,9/13/2010,1/14/2011,124
2010_93554,111,DFO,A_Hanke,BFT,248,295,CAR,1/17/2011,1/21/2011,5
2010_96080,112,DFO,A_Hanke,BFT,269,375,GSL,8/31/2010,9/1/2010,2
2010_96080,113,DFO,A_Hanke,BFT,269,375,W_ATL,9/1/2010,9/4/2010,4
2010_96080,114,DFO,A_Hanke,BFT,269,375,GSL,9/4/2010,9/26/2010,23
2010_96080,115,DFO,A_Hanke,BFT,269,375,W_ATL,9/26/2010,10/14/2010,19
2010_96080,116,DFO,A_Hanke,BFT,269,375,GSL,10/16/2010,10/27/2010,12
2010_96080,117,DFO,A_Hanke,BFT,269,375,W_ATL,10/28/2010,10/30/2010,3
2010_96080,118,DFO,A_Hanke,BFT,269,375,GSL,10/30/2010,11/14/2010,16
2010_96080,119,DFO,A_Hanke,BFT,269,375,W_ATL,11/17/2010,12/29/2010,43
2010_96080,120,DFO,A_Hanke,BFT,269,375,CAR,12/29/2010,12/29/2010,1
2010_96080,121,DFO,A_Hanke,BFT,269,375,W_ATL,12/31/2010,12/31/2010,1
2010_96080,122,DFO,A_Hanke,BFT,269,375,CAR,1/1/2011,1/13/2011,13
2010_96080,123,DFO,A_Hanke,BFT,269,375,GOM,1/13/2011,2/13/2011,32
2010_96081,124,DFO,A_Hanke,BFT,210,182,GSL,9/1/2010,9/4/2010,4
2010_96081,125,DFO,A_Hanke,BFT,210,182,W_ATL,9/4/2010,9/21/2010,18
2010_96081,126,DFO,A_Hanke,BFT,210,182,GSL,9/22/2010,9/22/2010,1
2010_96081,127,DFO,A_Hanke,BFT,210,182,W_ATL,9/22/2010,11/21/2010,61
2010_96082,128,DFO,A_Hanke,BFT,227,227,GSL,9/1/2010,10/25/2010,55
2010_96082,129,DFO,A_Hanke,BFT,227,227,W_ATL,10/26/2010,11/27/2010,33
2010_96082,130,DFO,A_Hanke,BFT,227,227,CAR,11/27/2010,12/20/2010,24
2010_96082,131,DFO,A_Hanke,BFT,227,227,W_ATL,12/20/2010,12/20/2010,1
2010_96082,132,DFO,A_Hanke,BFT,227,227,CAR,12/20/2010,1/3/2011,15
2010_96083,133,DFO,A_Hanke,BFT,272,386,GSL,8/31/2010,9/2/2010,3
2010_96083,134,DFO,A_Hanke,BFT,272,386,W_ATL,9/2/2010,9/12/2010,11
2010_96083,135,DFO,A_Hanke,BFT,272,386,GSL,9/13/2010,9/13/2010,1
2010_96083,136,DFO,A_Hanke,BFT,272,386,W_ATL,9/13/2010,9/21/2010,9
2010_96083,137,DFO,A_Hanke,BFT,272,386,GSL,9/21/2010,9/25/2010,5
2010_96083,138,DFO,A_Hanke,BFT,272,386,W_ATL,9/25/2010,9/25/2010,1
2010_96083,139,DFO,A_Hanke,BFT,272,386,GSL,9/26/2010,9/26/2010,1
2010_96083,140,DFO,A_Hanke,BFT,272,386,W_ATL,9/28/2010,11/22/2010,56
2010_96083,141,DFO,A_Hanke,BFT,272,386,CAR,11/22/2010,12/26/2010,35
2010_96083,142,DFO,A_Hanke,BFT,272,386,W_ATL,12/26/2010,1/5/2011,11
2010_96084,143,DFO,A_Hanke,BFT,277,409,GSL,8/31/2010,9/2/2010,3
2010_96084,144,DFO,A_Hanke,BFT,277,409,W_ATL,9/2/2010,9/28/2010,27
2010_96084,145,DFO,A_Hanke,BFT,277,409,GSL,9/28/2010,10/1/2010,4
2010_96084,146,DFO,A_Hanke,BFT,277,409,W_ATL,10/1/2010,10/1/2010,1
2010_96084,147,DFO,A_Hanke,BFT,277,409,GSL,10/2/2010,10/2/2010,1
2010_96084,148,DFO,A_Hanke,BFT,277,409,W_ATL,10/2/2010,10/2/2010,1
2010_96084,149,DFO,A_Hanke,BFT,277,409,GSL,10/2/2010,10/2/2010,1
2010_96084,150,DFO,A_Hanke,BFT,277,409,W_ATL,10/2/2010,10/4/2010,3
2010_96084,151,DFO,A_Hanke,BFT,277,409,GSL,10/5/2010,10/5/2010,1
2010_96084,152,DFO,A_Hanke,BFT,277,409,W_ATL,10/5/2010,10/14/2010,10
2010_96084,153,DFO,A_Hanke,BFT,277,409,GSL,10/14/2010,10/22/2010,9
2010_96084,154,DFO,A_Hanke,BFT,277,409,W_ATL,10/23/2010,11/18/2010,27
2010_96084,155,DFO,A_Hanke,BFT,277,409,CAR,11/18/2010,1/12/2011,56
2010_96084,156,DFO,A_Hanke,BFT,277,409,W_ATL,1/12/2011,1/15/2011,4
2010_96085,157,DFO,A_Hanke,BFT,215,193,GSL,8/31/2010,9/2/2010,3
2010_96085,158,DFO,A_Hanke,BFT,215,193,W_ATL,9/2/2010,10/13/2010,42
2010_96085,159,DFO,A_Hanke,BFT,215,193,GSL,10/14/2010,11/6/2010,24
2010_96085,160,DFO,A_Hanke,BFT,215,193,W_ATL,11/7/2010,12/16/2010,40
2010_99150,161,DFO,A_Hanke,BFT,179,114,GSL,8/31/2010,9/2/2010,3
2010_99150,162,DFO,A_Hanke,BFT,179,114,W_ATL,9/2/2010,9/23/2010,22
2010_99150,163,DFO,A_Hanke,BFT,179,114,GSL,9/23/2010,9/23/2010,1
2010_99150,164,DFO,A_Hanke,BFT,179,114,W_ATL,9/24/2010,9/24/2010,1
2010_99150,165,DFO,A_Hanke,BFT,179,114,GSL,9/24/2010,9/25/2010,2
2010_99150,166,DFO,A_Hanke,BFT,179,114,W_ATL,9/25/2010,9/25/2010,1
2010_99150,167,DFO,A_Hanke,BFT,179,114,GSL,9/25/2010,9/25/2010,1
2010_99150,168,DFO,A_Hanke,BFT,179,114,W_ATL,9/26/2010,10/8/2010,13
2010_99150,169,DFO,A_Hanke,BFT,179,114,GSL,10/8/2010,10/8/2010,1
2010_99150,170,DFO,A_Hanke,BFT,179,114,W_ATL,10/8/2010,12/26/2010,80
2010_99151,171,DFO,A_Hanke,BFT,280,423,GSL,8/31/2010,9/5/2010,6
2010_99151,172,DFO,A_Hanke,BFT,280,423,W_ATL,9/5/2010,10/14/2010,40
2010_99151,173,DFO,A_Hanke,BFT,280,423,GSL,10/14/2010,10/16/2010,3
2010_99151,174,DFO,A_Hanke,BFT,280,423,W_ATL,10/19/2010,10/23/2010,5
2010_99151,175,DFO,A_Hanke,BFT,280,423,GSL,10/23/2010,10/27/2010,5
2010_99151,176,DFO,A_Hanke,BFT,280,423,W_ATL,10/30/2010,11/3/2010,5
2010_99151,177,DFO,A_Hanke,BFT,280,423,GSL,11/5/2010,11/5/2010,1
2010_99151,178,DFO,A_Hanke,BFT,280,423,W_ATL,11/10/2010,11/29/2010,20
2010_99151,179,DFO,A_Hanke,BFT,280,423,CAR,11/29/2010,11/29/2010,1
2010_99151,180,DFO,A_Hanke,BFT,280,423,W_ATL,11/29/2010,11/29/2010,1
2010_99151,181,DFO,A_Hanke,BFT,280,423,CAR,11/29/2010,11/30/2010,2
2010_99689,182,DFO,A_Hanke,BFT,213,159,W_ATL,8/13/2010,9/25/2010,44
2010_99690,183,DFO,A_Hanke,BFT,241,272,W_ATL,9/16/2010,10/23/2010,38
2010_99690,184,DFO,A_Hanke,BFT,241,272,GSL,10/23/2010,10/23/2010,1
2010_99690,185,DFO,A_Hanke,BFT,241,272,W_ATL,10/24/2010,10/26/2010,3
2010_99690,186,DFO,A_Hanke,BFT,241,272,GSL,10/29/2010,11/12/2010,15
2010_99690,187,DFO,A_Hanke,BFT,241,272,W_ATL,11/13/2010,1/20/2011,69
2013_132813,188,DFO,A_Hanke,BFT,216,181,GSL,10/30/2013,11/4/2013,6
2013_132813,189,DFO,A_Hanke,BFT,216,181,W_ATL,11/6/2013,11/6/2013,1
2013_132813,190,DFO,A_Hanke,BFT,216,181,GSL,11/8/2013,12/12/2013,35
2013_132813,191,DFO,A_Hanke,BFT,216,181,W_ATL,12/14/2013,1/7/2014,25
2013_132813,192,DFO,A_Hanke,BFT,216,181,SC_ATL,1/7/2014,1/13/2014,7
2013_132813,193,DFO,A_Hanke,BFT,216,181,NC_ATL,1/15/2014,1/21/2014,7
2013_132813,194,DFO,A_Hanke,BFT,216,181,E_ATL,1/21/2014,1/23/2014,3
2013_132813,195,DFO,A_Hanke,BFT,216,181,NC_ATL,1/23/2014,1/23/2014,1
2013_132813,196,DFO,A_Hanke,BFT,216,181,E_ATL,1/23/2014,1/23/2014,1
2013_132813,197,DFO,A_Hanke,BFT,216,181,NC_ATL,1/25/2014,1/25/2014,1
2013_132813,198,DFO,A_Hanke,BFT,216,181,E_ATL,1/25/2014,1/25/2014,1
2013_132813,199,DFO,A_Hanke,BFT,216,181,SE_ATL,1/27/2014,1/29/2014,3
2013_132813,200,DFO,A_Hanke,BFT,216,181,E_ATL,1/29/2014,1/29/2014,1
2013_132813,201,DFO,A_Hanke,BFT,216,181,SE_ATL,1/31/2014,2/5/2014,6
2013_132813,202,DFO,A_Hanke,BFT,216,181,SC_ATL,2/5/2014,2/5/2014,1
2013_132813,203,DFO,A_Hanke,BFT,216,181,SE_ATL,2/8/2014,2/15/2014,8
2013_132813,204,DFO,A_Hanke,BFT,216,181,SC_ATL,2/19/2014,3/9/2014,19
2013_132813,205,DFO,A_Hanke,BFT,216,181,SE_ATL,3/9/2014,3/11/2014,3
2013_132813,206,DFO,A_Hanke,BFT,216,181,SC_ATL,3/13/2014,3/19/2014,7
2013_132813,207,DFO,A_Hanke,BFT,216,181,SE_ATL,3/19/2014,3/29/2014,11
2013_132813,208,DFO,A_Hanke,BFT,216,181,E_ATL,3/29/2014,3/29/2014,1
2013_132814,209,DFO,A_Hanke,BFT,213,272,GSL,10/31/2013,11/1/2013,2
2013_132814,210,DFO,A_Hanke,BFT,213,272,W_ATL,11/1/2013,1/14/2014,75
2013_132814,211,DFO,A_Hanke,BFT,213,272,CAR,1/17/2014,1/31/2014,15
2013_132814,212,DFO,A_Hanke,BFT,213,272,W_ATL,1/31/2014,2/24/2014,25
2013_132815,213,DFO,A_Hanke,BFT,216,238,GSL,10/31/2013,10/31/2013,1
2013_132815,214,DFO,A_Hanke,BFT,216,238,W_ATL,11/1/2013,11/3/2013,3
2013_132815,215,DFO,A_Hanke,BFT,216,238,GSL,11/3/2013,11/3/2013,1
2013_132815,216,DFO,A_Hanke,BFT,216,238,W_ATL,11/5/2013,4/25/2014,172
2013_132815,217,DFO,A_Hanke,BFT,216,238,CAR,4/26/2014,5/1/2014,6
2013_132815,218,DFO,A_Hanke,BFT,216,238,W_ATL,5/2/2014,5/4/2014,3
2013_132815,219,DFO,A_Hanke,BFT,216,238,CAR,5/5/2014,5/7/2014,3
2013_132815,220,DFO,A_Hanke,BFT,216,238,W_ATL,5/7/2014,6/20/2014,45
2013_132817,221,DFO,A_Hanke,BFT,216,227,GSL,11/2/2013,11/3/2013,2
2013_132817,222,DFO,A_Hanke,BFT,216,227,W_ATL,11/5/2013,1/10/2014,67
2013_132817,223,DFO,A_Hanke,BFT,216,227,SC_ATL,1/10/2014,1/23/2014,14
2013_132817,224,DFO,A_Hanke,BFT,216,227,SE_ATL,1/23/2014,1/28/2014,6
2013_132817,225,DFO,A_Hanke,BFT,216,227,SC_ATL,1/29/2014,2/14/2014,17
2014_140221,226,DFO,A_Hanke,BFT,279,318,W_ATL,8/31/2014,9/27/2014,28
2014_140225,227,DFO,A_Hanke,BFT,216,249,GSL,9/16/2014,9/21/2014,6
2014_140225,228,DFO,A_Hanke,BFT,216,249,W_ATL,9/22/2014,10/2/2014,11
2014_140225,229,DFO,A_Hanke,BFT,216,249,GSL,10/3/2014,10/5/2014,3
2014_140225,230,DFO,A_Hanke,BFT,216,249,W_ATL,10/6/2014,10/15/2014,10
2014_140225,231,DFO,A_Hanke,BFT,216,249,GSL,10/15/2014,10/31/2014,17
2014_140225,232,DFO,A_Hanke,BFT,216,249,W_ATL,10/31/2014,1/13/2015,75
2014_140225,233,DFO,A_Hanke,BFT,216,249,GSL,1/14/2015,1/19/2015,6
2014_140225,234,DFO,A_Hanke,BFT,216,249,W_ATL,1/20/2015,1/31/2015,12
2014_140227,235,DFO,A_Hanke,BFT,203,204,GSL,9/16/2014,9/27/2014,12
2014_140227,236,DFO,A_Hanke,BFT,203,204,W_ATL,9/27/2014,10/21/2014,25
2014_140227,237,DFO,A_Hanke,BFT,203,204,GSL,10/22/2014,11/10/2014,20
2014_140227,238,DFO,A_Hanke,BFT,203,204,W_ATL,11/11/2014,12/7/2014,27
2014_140228,239,DFO,A_Hanke,BFT,216,227,GSL,9/16/2014,9/20/2014,5
2014_140228,240,DFO,A_Hanke,BFT,216,227,W_ATL,9/20/2014,9/30/2014,11
2014_140228,241,DFO,A_Hanke,BFT,216,227,GSL,9/30/2014,9/30/2014,1
2014_140228,242,DFO,A_Hanke,BFT,216,227,W_ATL,10/1/2014,10/1/2014,1
2014_140228,243,DFO,A_Hanke,BFT,216,227,GSL,10/2/2014,10/4/2014,3
2014_140228,244,DFO,A_Hanke,BFT,216,227,W_ATL,10/4/2014,10/4/2014,1
2014_140228,245,DFO,A_Hanke,BFT,216,227,GSL,10/4/2014,10/4/2014,1
2014_140228,246,DFO,A_Hanke,BFT,216,227,W_ATL,10/5/2014,10/6/2014,2
2014_140228,247,DFO,A_Hanke,BFT,216,227,GSL,10/6/2014,10/6/2014,1
2014_140228,248,DFO,A_Hanke,BFT,216,227,W_ATL,10/6/2014,10/12/2014,7
2014_140228,249,DFO,A_Hanke,BFT,216,227,GSL,10/13/2014,10/25/2014,13
2014_140228,250,DFO,A_Hanke,BFT,216,227,W_ATL,10/25/2014,11/12/2014,19
2014_140228,251,DFO,A_Hanke,BFT,216,227,CAR,11/13/2014,11/18/2014,6
2014_140228,252,DFO,A_Hanke,BFT,216,227,GOM,11/19/2014,11/26/2014,8
2014_140228,253,DFO,A_Hanke,BFT,216,227,CAR,11/26/2014,12/7/2014,12
2014_140228,254,DFO,A_Hanke,BFT,216,227,GOM,12/8/2014,1/2/2015,26
2014_140228,255,DFO,A_Hanke,BFT,216,227,CAR,1/2/2015,1/13/2015,12
2014_140228,256,DFO,A_Hanke,BFT,216,227,W_ATL,1/13/2015,1/16/2015,4
2014_140230,257,DFO,A_Hanke,BFT,216,249,GSL,9/16/2014,9/19/2014,4
2014_140230,258,DFO,A_Hanke,BFT,216,249,W_ATL,9/20/2014,9/20/2014,1
2014_140230,259,DFO,A_Hanke,BFT,216,249,GSL,9/20/2014,9/24/2014,5
2014_140230,260,DFO,A_Hanke,BFT,216,249,W_ATL,9/25/2014,9/29/2014,5
2014_140230,261,DFO,A_Hanke,BFT,216,249,GSL,9/30/2014,10/16/2014,17
2014_140230,262,DFO,A_Hanke,BFT,216,249,W_ATL,10/17/2014,10/18/2014,2
2014_140230,263,DFO,A_Hanke,BFT,216,249,GSL,10/18/2014,10/18/2014,1
2014_140230,264,DFO,A_Hanke,BFT,216,249,W_ATL,10/18/2014,1/29/2015,104
2014_140234,265,DFO,A_Hanke,BFT,279,363,GSL,9/17/2014,9/26/2014,10
2014_140234,266,DFO,A_Hanke,BFT,279,363,W_ATL,9/27/2014,9/27/2014,1
2014_140234,267,DFO,A_Hanke,BFT,279,363,GSL,9/28/2014,9/28/2014,1
2014_140234,268,DFO,A_Hanke,BFT,279,363,W_ATL,9/29/2014,9/29/2014,1
2014_140234,269,DFO,A_Hanke,BFT,279,363,GSL,9/29/2014,9/30/2014,2
2014_140234,270,DFO,A_Hanke,BFT,279,363,W_ATL,10/1/2014,2/3/2015,126
2015_140222,271,DFO,A_Hanke,BFT,NA,272,GSL,9/18/2015,9/27/2015,10
2015_140222,272,DFO,A_Hanke,BFT,NA,272,W_ATL,9/27/2015,9/27/2015,1
2015_140222,273,DFO,A_Hanke,BFT,NA,272,GSL,9/28/2015,11/11/2015,45
2015_140222,274,DFO,A_Hanke,BFT,NA,272,W_ATL,11/11/2015,11/26/2015,16
2015_140223,275,DFO,A_Hanke,BFT,NA,249,GSL,9/17/2015,9/27/2015,11
2015_140223,276,DFO,A_Hanke,BFT,NA,249,W_ATL,9/27/2015,9/29/2015,3
2015_140223,277,DFO,A_Hanke,BFT,NA,249,GSL,9/30/2015,10/3/2015,4
2015_140223,278,DFO,A_Hanke,BFT,NA,249,W_ATL,10/4/2015,1/10/2016,99
2015_140224,279,DFO,A_Hanke,BFT,NA,249,GSL,9/19/2015,10/29/2015,41
2015_140224,280,DFO,A_Hanke,BFT,NA,249,W_ATL,10/30/2015,11/11/2015,13
2015_140224,281,DFO,A_Hanke,BFT,NA,249,CAR,11/12/2015,1/19/2016,69
2015_140229,282,DFO,A_Hanke,BFT,210,227,GSL,11/3/2015,11/5/2015,3
2015_140229,283,DFO,A_Hanke,BFT,210,227,W_ATL,11/5/2015,11/7/2015,3
2015_140236,284,DFO,A_Hanke,BFT,NA,272,W_ATL,8/27/2015,1/13/2016,140
2015_140238,285,DFO,A_Hanke,BFT,NA,249,GSL,9/18/2015,10/9/2015,22
2015_140238,286,DFO,A_Hanke,BFT,NA,249,W_ATL,10/10/2015,10/16/2015,7
2015_140238,287,DFO,A_Hanke,BFT,NA,249,GSL,10/17/2015,10/18/2015,2
