Rec_ID,Tag_ID,Investigator,Contact_Person,Species,Length_cm,Weight_kg,Stock_Area,Start_Date,End_Date,Days_Area
878,150387,ICCAT_GBYP,A_DiNatale,BFT,NA,NA,W_MED,5/30/2015,2/8/2016,255
879,150408,ICCAT_GBYP,A_DiNatale,BFT,NA,NA,W_MED,7/1/2015,9/1/2015,63
880,150417,ICCAT_GBYP,A_DiNatale,BFT,NA,NA,W_MED,7/1/2015,10/28/2015,120
881,150423,ICCAT_GBYP,A_DiNatale,BFT,NA,NA,W_MED,7/1/2015,10/2/2015,94
882,2002_12923,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,9/30/2002,10/8/2002,9
883,2002_12925,LPRC,M_Lutcavage,BFT,234,NA,W_ATL,9/30/2002,10/6/2002,7
884,2002_13223,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/8/2002,8/31/2002,24
885,2002_13952,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,8/8/2002,9/24/2002,48
886,2002_14078,LPRC,M_Lutcavage,BFT,219,NA,W_ATL,9/30/2002,10/24/2002,25
887,2002_14146,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/8/2002,2/16/2003,193
888,2002_14147,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,7/17/2002,1/22/2003,190
889,2002_14148,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,8/1/2002,12/29/2002,151
890,2002_14149,LPRC,M_Lutcavage,BFT,219,NA,W_ATL,7/17/2002,9/18/2002,64
891,2002_14214,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/8/2002,9/19/2002,43
892,2002_14215,LPRC,M_Lutcavage,BFT,166,NA,W_ATL,8/8/2002,8/18/2002,11
893,2002_14217,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/1/2002,1/28/2003,181
894,2002_14430,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,8/8/2002,12/15/2002,130
895,2002_14536,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,7/17/2002,3/11/2003,238
896,2002_14538,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,8/1/2002,10/19/2002,80
897,2002_14650,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,7/17/2002,3/16/2003,243
898,2002_14655,LPRC,M_Lutcavage,BFT,227,NA,W_ATL,9/30/2002,2/1/2003,125
899,2002_14657,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,8/1/2002,10/29/2002,90
900,2002_14658,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,8/1/2002,12/14/2002,136
901,2002_14741,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/1/2002,10/5/2002,66
902,2002_14906,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,8/8/2002,6/1/2003,298
903,2002_15070,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,7/17/2002,2/20/2003,219
904,2002_15071,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,7/17/2002,9/16/2002,62
905,2002_3495,LPRC,M_Lutcavage,BFT,241,NA,W_ATL,9/30/2002,10/16/2002,17
906,2002_3497,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/8/2002,12/10/2002,125
907,2002_36663,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/8/2002,2/21/2003,198
908,2002_36897,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,10/10/2002,10/15/2002,6
909,2002_36899,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/1/2002,12/9/2002,131
910,2002_36900,LPRC,M_Lutcavage,BFT,166,NA,W_ATL,8/8/2002,3/7/2003,212
911,2002_36901,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/1/2002,11/27/2002,119
912,2002_36902,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/1/2002,5/11/2003,284
913,2002_36903,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/1/2002,2/19/2003,203
914,2002_36904,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/1/2002,1/25/2003,178
915,2002_37006,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,8/1/2002,4/7/2003,250
916,2002_37007,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,8/1/2002,2/7/2003,191
917,2002_37008,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,8/1/2002,6/1/2003,305
918,2002_37009,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,8/1/2002,3/7/2003,219
919,2002_37011,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,8/1/2002,5/28/2003,301
920,2002_37012,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,8/1/2002,12/13/2002,135
921,2002_37013,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/1/2002,9/15/2002,46
922,2002_37014,LPRC,M_Lutcavage,BFT,166,NA,W_ATL,8/1/2002,1/2/2003,155
923,2002_37015,LPRC,M_Lutcavage,BFT,219,NA,W_ATL,8/1/2002,1/22/2003,175
924,2002_37016,LPRC,M_Lutcavage,BFT,166,NA,W_ATL,8/1/2002,11/6/2002,98
925,2002_37018,LPRC,M_Lutcavage,BFT,196,NA,W_ATL,8/8/2002,12/19/2002,134
926,2002_37019,LPRC,M_Lutcavage,BFT,166,NA,W_ATL,8/8/2002,8/21/2002,14
927,2002_37021,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/8/2002,8/18/2002,11
928,2002_37022,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/8/2002,11/4/2002,89
929,2002_37238,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,8/8/2002,10/25/2002,79
930,2002_37256,LPRC,M_Lutcavage,BFT,219,NA,W_ATL,9/30/2002,11/1/2002,33
931,2002_3816,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,8/17/2002,3/1/2003,197
932,2002_3817,LPRC,M_Lutcavage,BFT,248,NA,W_ATL,9/30/2002,10/12/2002,13
933,2002_4232,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,8/8/2002,8/18/2002,11
934,2002_4235,LPRC,M_Lutcavage,BFT,227,NA,W_ATL,9/30/2002,10/6/2002,7
935,2002_4744,LPRC,M_Lutcavage,BFT,219,NA,W_ATL,9/6/2002,9/25/2002,20
936,2002_4934,LPRC,M_Lutcavage,BFT,241,NA,W_ATL,10/10/2002,11/9/2002,31
937,2003_12922,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,7/17/2003,11/3/2003,110
938,2003_12925,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,9/1/2003,6/1/2004,275
939,2003_13220,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,7/17/2003,10/14/2003,90
940,2003_13220,LPRC,M_Lutcavage,BFT,201,NA,GSL,10/15/2003,10/23/2003,9
941,2003_13220,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,10/24/2003,12/29/2003,67
942,2003_13221,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,7/17/2003,7/29/2003,13
943,2003_13974,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,7/17/2003,8/6/2003,21
944,2003_14077,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,9/1/2003,3/3/2004,185
945,2003_14079,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,7/17/2003,9/7/2003,53
946,2003_14214,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,9/1/2003,4/26/2004,239
947,2003_14216,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,7/13/2003,10/16/2003,96
948,2003_14246,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,8/14/2003,12/1/2003,110
949,2003_14247,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,7/17/2003,7/23/2003,7
950,2003_14539,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,7/13/2003,11/13/2003,124
951,2003_14655,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,9/1/2003,12/24/2003,115
952,2003_14656,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,1/13/2003,5/17/2003,125
953,2003_14656,LPRC,M_Lutcavage,BFT,191,NA,SC_ATL,5/18/2003,5/20/2003,3
954,2003_14656,LPRC,M_Lutcavage,BFT,191,NA,NC_ATL,5/21/2003,5/22/2003,2
955,2003_14656,LPRC,M_Lutcavage,BFT,191,NA,SC_ATL,5/23/2003,5/31/2003,9
956,2003_14656,LPRC,M_Lutcavage,BFT,191,NA,NC_ATL,6/1/2003,8/6/2003,67
957,2003_14657,LPRC,M_Lutcavage,BFT,166,NA,W_ATL,9/1/2003,12/24/2003,115
958,2003_14658,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,9/1/2003,2/6/2004,159
959,2003_14741,LPRC,M_Lutcavage,BFT,166,NA,W_ATL,9/1/2003,11/17/2003,78
960,2003_14824,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,7/17/2003,8/14/2003,29
961,2003_14929,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,9/1/2003,6/1/2004,275
962,2003_15069,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,7/13/2003,7/25/2003,13
963,2003_15071,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,9/1/2003,4/20/2004,233
964,2003_15071,LPRC,M_Lutcavage,BFT,179,NA,NC_ATL,4/21/2004,4/24/2004,4
965,2003_15071,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,4/25/2004,5/31/2004,37
966,2003_15071,LPRC,M_Lutcavage,BFT,179,NA,CAR,6/1/2004,6/1/2004,1
967,2003_3496,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,7/17/2003,8/18/2003,33
968,2003_3497,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,8/18/2003,4/1/2004,228
969,2003_3497,LPRC,M_Lutcavage,BFT,179,NA,CAR,4/2/2004,4/7/2004,6
970,2003_3497,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,4/8/2004,6/1/2004,55
971,2003_36662,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,7/17/2003,4/24/2004,283
972,2003_36663,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,9/1/2003,12/24/2003,115
973,2003_36899,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,9/1/2003,6/1/2004,275
974,2003_36900,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,9/1/2003,11/9/2003,70
975,2003_37239,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,7/17/2003,9/7/2003,53
976,2003_37257,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,7/17/2003,9/26/2003,72
977,2003_3817,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,9/1/2003,1/2/2004,124
978,2003_38584,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,8/18/2003,2/20/2004,187
979,2003_38586,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,8/18/2003,6/1/2004,289
980,2003_38587,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,9/1/2003,11/25/2003,86
981,2003_38587,LPRC,M_Lutcavage,BFT,179,NA,CAR,11/26/2003,12/6/2003,11
982,2003_38587,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,12/7/2003,12/10/2003,4
983,2003_38592,LPRC,M_Lutcavage,BFT,166,NA,W_ATL,9/1/2003,6/1/2004,275
984,2003_38593,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,9/1/2003,10/26/2003,56
985,2003_38594,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,8/18/2003,2/10/2004,177
986,2003_38609,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,8/18/2003,6/1/2004,289
987,2003_4231,LPRC,M_Lutcavage,BFT,166,NA,W_ATL,7/17/2003,7/31/2003,15
988,2003_4233,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,8/18/2003,10/12/2003,56
989,2003_4364,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,7/17/2003,10/12/2003,88
990,2003_4364,LPRC,M_Lutcavage,BFT,210,NA,GSL,10/13/2003,10/29/2003,17
991,2003_4364,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,10/30/2003,12/24/2003,56
992,2003_4365,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,9/1/2003,9/15/2003,15
993,2003_4366,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,7/17/2003,10/29/2003,105
994,2003_4368,LPRC,M_Lutcavage,BFT,191,NA,W_ATL,7/17/2003,9/22/2003,68
995,2003_4741,LPRC,M_Lutcavage,BFT,219,NA,W_ATL,7/17/2003,8/12/2003,27
996,2003_4933,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,7/17/2003,9/20/2003,66
997,2003_8775,LPRC,M_Lutcavage,BFT,179,NA,W_ATL,7/17/2003,7/26/2003,10
998,2005_12922,LPRC,M_Lutcavage,BFT,254,NA,W_ATL,10/19/2005,12/9/2005,52
999,2005_12922,LPRC,M_Lutcavage,BFT,254,NA,CAR,12/10/2005,12/25/2005,16
1000,2005_12922,LPRC,M_Lutcavage,BFT,254,NA,GOM,12/26/2005,3/12/2006,77
1001,2005_3497,LPRC,M_Lutcavage,BFT,260,NA,W_ATL,10/19/2005,1/6/2006,80
1002,2005_3815,LPRC,M_Lutcavage,BFT,215,NA,W_ATL,10/18/2005,11/21/2005,35
1003,2005_3817,LPRC,M_Lutcavage,BFT,219,NA,W_ATL,10/19/2005,11/17/2005,30
1004,2005_4233,LPRC,M_Lutcavage,BFT,241,NA,W_ATL,10/19/2005,2/26/2006,131
1005,2005_4233,LPRC,M_Lutcavage,BFT,241,NA,CAR,2/27/2006,3/2/2006,4
1006,2005_4233,LPRC,M_Lutcavage,BFT,241,NA,W_ATL,3/3/2006,4/7/2006,36
1007,2005_4233,LPRC,M_Lutcavage,BFT,241,NA,SC_ATL,4/8/2006,4/16/2006,9
1008,2005_4233,LPRC,M_Lutcavage,BFT,241,NA,E_ATL,4/17/2006,5/31/2006,45
1009,2005_4233,LPRC,M_Lutcavage,BFT,241,NA,SE_ATL,6/1/2006,6/3/2006,3
1010,2005_4233,LPRC,M_Lutcavage,BFT,241,NA,SC_ATL,6/4/2006,6/10/2006,7
1011,2005_4233,LPRC,M_Lutcavage,BFT,241,NA,W_ATL,6/11/2006,9/19/2006,101
1012,2005_4234,LPRC,M_Lutcavage,BFT,238,NA,W_ATL,10/18/2005,12/14/2005,58
1013,2005_4366,LPRC,M_Lutcavage,BFT,263,NA,W_ATL,10/19/2005,1/9/2006,83
1014,2005_4366,LPRC,M_Lutcavage,BFT,263,NA,CAR,1/10/2006,2/16/2006,38
1015,2005_4366,LPRC,M_Lutcavage,BFT,263,NA,GOM,2/17/2006,4/3/2006,46
1016,2005_4368,LPRC,M_Lutcavage,BFT,250,NA,W_ATL,10/18/2005,3/31/2006,165
1017,2005_4368,LPRC,M_Lutcavage,BFT,250,NA,CAR,4/1/2006,4/10/2006,10
1018,2005_4368,LPRC,M_Lutcavage,BFT,250,NA,GOM,4/11/2006,6/4/2006,55
1019,2005_4368,LPRC,M_Lutcavage,BFT,250,NA,CAR,6/5/2006,6/7/2006,3
1020,2005_4368,LPRC,M_Lutcavage,BFT,250,NA,W_ATL,6/8/2006,9/18/2006,103
1021,2005_4745,LPRC,M_Lutcavage,BFT,227,NA,W_ATL,10/21/2005,12/21/2005,62
1022,2005_4745,LPRC,M_Lutcavage,BFT,227,NA,CAR,12/22/2005,2/16/2006,57
1023,2005_4745,LPRC,M_Lutcavage,BFT,227,NA,GOM,2/17/2006,4/14/2006,57
1024,2005_8775,LPRC,M_Lutcavage,BFT,241,NA,W_ATL,10/17/2005,1/15/2006,91
1025,2005_8775,LPRC,M_Lutcavage,BFT,241,NA,CAR,1/16/2006,1/26/2006,11
1026,2005_8777,LPRC,M_Lutcavage,BFT,219,NA,W_ATL,10/19/2005,3/2/2006,135
1027,2005_B5079,LPRC,M_Lutcavage,BFT,77,NA,W_ATL,7/12/2005,10/17/2007,828
1028,2005_B5082,LPRC,M_Lutcavage,BFT,79,NA,W_ATL,9/8/2005,2/19/2008,895
1029,2005_B5089,LPRC,M_Lutcavage,BFT,88,NA,W_ATL,9/9/2005,1/20/2008,864
1030,2005_B5120,LPRC,M_Lutcavage,BFT,82,NA,W_ATL,9/9/2005,2/28/2008,903
1031,2006_12924,LPRC,M_Lutcavage,BFT,225,NA,W_ATL,8/19/2006,12/5/2006,109
1032,2006_12925,LPRC,M_Lutcavage,BFT,225,NA,W_ATL,8/20/2006,2/19/2007,184
1033,2006_13975,LPRC,M_Lutcavage,BFT,234,NA,W_ATL,10/17/2006,11/17/2006,32
1034,2006_14077,LPRC,M_Lutcavage,BFT,227,NA,W_ATL,10/19/2006,12/18/2006,61
1035,2006_14078,LPRC,M_Lutcavage,BFT,227,NA,W_ATL,10/19/2006,11/26/2006,39
1036,2006_14079,LPRC,M_Lutcavage,BFT,201,NA,W_ATL,10/18/2006,11/22/2006,36
1037,2006_14148,LPRC,M_Lutcavage,BFT,223,NA,W_ATL,10/19/2006,2/14/2007,119
1038,2006_14215,LPRC,M_Lutcavage,BFT,166,NA,W_ATL,6/8/2006,8/26/2006,80
1039,2006_14536,LPRC,M_Lutcavage,BFT,241,NA,W_ATL,10/19/2006,1/11/2007,85
1040,2006_14539,LPRC,M_Lutcavage,BFT,254,NA,W_ATL,10/16/2006,1/17/2007,94
1041,2006_14539,LPRC,M_Lutcavage,BFT,254,NA,CAR,1/18/2007,3/5/2007,47
1042,2006_14539,LPRC,M_Lutcavage,BFT,254,NA,GOM,3/6/2007,5/16/2007,72
1043,2006_14655,LPRC,M_Lutcavage,BFT,234,NA,W_ATL,10/18/2006,12/16/2006,60
1044,2006_14655,LPRC,M_Lutcavage,BFT,234,NA,CAR,12/17/2006,12/26/2006,10
1045,2006_14655,LPRC,M_Lutcavage,BFT,234,NA,GOM,12/27/2006,6/4/2007,160
1046,2006_14655,LPRC,M_Lutcavage,BFT,234,NA,CAR,6/5/2007,6/5/2007,1
1047,2006_14656,LPRC,M_Lutcavage,BFT,241,NA,W_ATL,10/19/2006,2/20/2007,125
1048,2006_14656,LPRC,M_Lutcavage,BFT,241,NA,NC_ATL,2/21/2007,2/22/2007,2
1049,2006_14656,LPRC,M_Lutcavage,BFT,241,NA,SC_ATL,2/23/2007,2/26/2007,4
1050,2006_14656,LPRC,M_Lutcavage,BFT,241,NA,NC_ATL,2/27/2007,3/8/2007,10
1051,2006_14656,LPRC,M_Lutcavage,BFT,241,NA,E_ATL,3/9/2007,5/30/2007,83
1052,2006_14656,LPRC,M_Lutcavage,BFT,241,NA,NC_ATL,5/31/2007,6/19/2007,20
1053,2006_14656,LPRC,M_Lutcavage,BFT,241,NA,W_ATL,6/20/2007,8/14/2007,56
1054,2006_14657,LPRC,M_Lutcavage,BFT,241,NA,W_ATL,10/17/2006,2/18/2007,125
1055,2006_14658,LPRC,M_Lutcavage,BFT,227,NA,W_ATL,10/16/2006,2/12/2007,120
1056,2006_14658,LPRC,M_Lutcavage,BFT,227,NA,SC_ATL,2/13/2007,2/14/2007,2
1057,2006_3495,LPRC,M_Lutcavage,BFT,227,NA,W_ATL,10/9/2006,12/31/2006,84
1058,2006_3495,LPRC,M_Lutcavage,BFT,227,NA,CAR,1/1/2007,2/21/2007,52
1059,2006_3495,LPRC,M_Lutcavage,BFT,227,NA,W_ATL,2/22/2007,5/1/2007,69
1060,2006_3496,LPRC,M_Lutcavage,BFT,241,NA,W_ATL,10/9/2006,1/28/2007,112
1061,2006_3496,LPRC,M_Lutcavage,BFT,241,NA,CAR,1/29/2007,2/16/2007,19
1062,2006_3496,LPRC,M_Lutcavage,BFT,241,NA,GOM,2/17/2007,4/16/2007,59
1063,2006_3816,LPRC,M_Lutcavage,BFT,196,NA,W_ATL,10/10/2006,9/10/2007,336
1064,2006_4364,LPRC,M_Lutcavage,BFT,234,NA,W_ATL,10/10/2006,1/25/2007,108
1065,2006_4364,LPRC,M_Lutcavage,BFT,234,NA,CAR,1/26/2007,2/6/2007,12
1066,2006_4364,LPRC,M_Lutcavage,BFT,234,NA,W_ATL,2/7/2007,2/7/2007,1
1067,2006_4364,LPRC,M_Lutcavage,BFT,234,NA,CAR,2/8/2007,3/7/2007,28
1068,2006_4367,LPRC,M_Lutcavage,BFT,241,NA,W_ATL,10/11/2006,1/31/2007,113
1069,2006_4367,LPRC,M_Lutcavage,BFT,241,NA,CAR,2/1/2007,2/16/2007,16
1070,2006_4367,LPRC,M_Lutcavage,BFT,241,NA,GOM,2/17/2007,3/4/2007,16
1071,2006_4933,LPRC,M_Lutcavage,BFT,254,NA,W_ATL,10/15/2006,1/10/2007,88
1072,2006_4933,LPRC,M_Lutcavage,BFT,254,NA,CAR,1/11/2007,2/5/2007,26
1073,2006_4933,LPRC,M_Lutcavage,BFT,254,NA,GOM,2/6/2007,2/12/2007,7
1074,2007_14214,LPRC,M_Lutcavage,BFT,263,NA,W_ATL,8/7/2007,1/21/2008,168
1075,2007_14214,LPRC,M_Lutcavage,BFT,263,NA,SC_ATL,1/22/2008,2/4/2008,14
1076,2007_14214,LPRC,M_Lutcavage,BFT,263,NA,SE_ATL,2/5/2008,2/5/2008,1
1077,2007_14214,LPRC,M_Lutcavage,BFT,263,NA,E_ATL,2/6/2008,3/14/2008,38
1078,2007_14246,LPRC,M_Lutcavage,BFT,233,NA,W_ATL,8/8/2007,12/28/2007,143
1079,2007_14246,LPRC,M_Lutcavage,BFT,233,NA,CAR,12/29/2007,1/13/2008,16
1080,2007_14246,LPRC,M_Lutcavage,BFT,233,NA,W_ATL,1/14/2008,1/21/2008,8
1081,2007_14246,LPRC,M_Lutcavage,BFT,233,NA,CAR,1/26/2008,2/3/2008,9
1082,2007_14246,LPRC,M_Lutcavage,BFT,233,NA,GOM,2/9/2008,3/18/2008,39
1083,2007_14246,LPRC,M_Lutcavage,BFT,233,NA,CAR,3/29/2008,3/29/2008,1
1084,2007_14246,LPRC,M_Lutcavage,BFT,233,NA,GOM,4/30/2008,6/17/2008,49
1085,2007_14246,LPRC,M_Lutcavage,BFT,233,NA,CAR,6/19/2008,6/19/2008,1
1086,2007_14246,LPRC,M_Lutcavage,BFT,233,NA,W_ATL,6/23/2008,6/26/2008,4
1087,2007_14246,LPRC,M_Lutcavage,BFT,233,NA,CAR,6/28/2008,6/28/2008,1
1088,2007_14246,LPRC,M_Lutcavage,BFT,233,NA,W_ATL,7/1/2008,7/17/2008,17
1089,2007_14651,LPRC,M_Lutcavage,BFT,269,NA,W_ATL,8/9/2007,12/21/2007,135
1090,2007_33016,LPRC,M_Lutcavage,BFT,274,NA,W_ATL,8/10/2007,8/16/2007,7
1091,2007_34457,LPRC,M_Lutcavage,BFT,130,NA,W_ATL,8/13/2007,8/23/2007,11
1092,2007_34458,LPRC,M_Lutcavage,BFT,105,NA,W_ATL,8/20/2007,10/3/2007,45
1093,2007_34459,LPRC,M_Lutcavage,BFT,119,NA,W_ATL,8/20/2007,9/16/2007,28
1094,2007_36040,LPRC,M_Lutcavage,BFT,266,NA,W_ATL,8/10/2007,3/17/2008,221
1095,2007_36040,LPRC,M_Lutcavage,BFT,266,NA,CAR,3/18/2008,3/31/2008,14
1096,2007_36040,LPRC,M_Lutcavage,BFT,266,NA,W_ATL,4/1/2008,6/21/2008,82
1097,2007_36040,LPRC,M_Lutcavage,BFT,266,NA,CAR,6/22/2008,7/2/2008,11
1098,2007_36040,LPRC,M_Lutcavage,BFT,266,NA,W_ATL,7/3/2008,8/10/2008,39
1099,2007_36041,LPRC,M_Lutcavage,BFT,130,NA,W_ATL,9/5/2007,9/5/2008,367
1100,2007_36086,LPRC,M_Lutcavage,BFT,122,NA,W_ATL,8/27/2007,8/27/2008,367
1101,2007_36088,LPRC,M_Lutcavage,BFT,125,NA,W_ATL,10/2/2007,1/19/2008,110
1102,2007_36090,LPRC,M_Lutcavage,BFT,124,NA,W_ATL,9/5/2007,9/5/2008,367
1103,2007_36091,LPRC,M_Lutcavage,BFT,123,NA,W_ATL,8/27/2007,1/28/2008,155
1104,2007_36092,LPRC,M_Lutcavage,BFT,124,NA,W_ATL,9/5/2007,10/1/2007,27
1105,2007_36093,LPRC,M_Lutcavage,BFT,122,NA,W_ATL,9/6/2007,2/25/2008,173
1106,2007_36151,LPRC,M_Lutcavage,BFT,260,NA,W_ATL,8/10/2007,8/15/2007,6
1107,2007_36154,LPRC,M_Lutcavage,BFT,117,NA,W_ATL,8/20/2007,8/24/2007,5
1108,2007_36159,LPRC,M_Lutcavage,BFT,168,NA,W_ATL,8/13/2007,1/27/2008,168
1109,2007_36169,LPRC,M_Lutcavage,BFT,121,NA,W_ATL,8/13/2007,2/12/2008,184
1110,2007_36203,LPRC,M_Lutcavage,BFT,122,NA,W_ATL,8/27/2007,8/27/2008,367
1111,2007_36204,LPRC,M_Lutcavage,BFT,119,NA,W_ATL,9/11/2007,3/20/2008,192
1112,2007_36204,LPRC,M_Lutcavage,BFT,119,NA,CAR,3/21/2008,4/2/2008,13
1113,2007_36204,LPRC,M_Lutcavage,BFT,119,NA,W_ATL,4/3/2008,9/11/2008,162
1114,2007_36205,LPRC,M_Lutcavage,BFT,117,NA,W_ATL,9/5/2007,1/4/2008,122
1115,2007_36208,LPRC,M_Lutcavage,BFT,124,NA,W_ATL,9/5/2007,6/23/2008,293
1116,2007_36210,LPRC,M_Lutcavage,BFT,124,NA,W_ATL,8/27/2007,8/27/2008,367
1117,2007_36429,LPRC,M_Lutcavage,BFT,238,NA,W_ATL,8/10/2007,8/27/2007,18
1118,2007_36557,LPRC,M_Lutcavage,BFT,124,NA,W_ATL,8/27/2007,12/27/2007,123
1119,2007_36557,LPRC,M_Lutcavage,BFT,124,NA,CAR,12/28/2007,1/4/2008,8
1120,2007_36557,LPRC,M_Lutcavage,BFT,124,NA,W_ATL,1/5/2008,8/27/2008,236
1121,2007_36638,LPRC,M_Lutcavage,BFT,122,NA,W_ATL,9/5/2007,6/26/2008,296
1122,2007_36973,LPRC,M_Lutcavage,BFT,124,NA,W_ATL,8/13/2007,8/17/2007,5
1123,2008_14076,LPRC,M_Lutcavage,BFT,245,NA,W_ATL,8/6/2008,2/6/2009,185
1124,2008_14430,LPRC,M_Lutcavage,BFT,236,NA,W_ATL,8/6/2008,8/16/2008,11
1125,2008_14741,LPRC,M_Lutcavage,BFT,245,NA,W_ATL,8/6/2008,11/13/2008,100
1126,2008_32875,LPRC,M_Lutcavage,BFT,241,NA,W_ATL,8/13/2008,10/24/2008,73
1127,2008_32875,LPRC,M_Lutcavage,BFT,241,NA,CAR,10/25/2008,10/30/2008,6
1128,2008_32875,LPRC,M_Lutcavage,BFT,241,NA,GOM,10/31/2008,11/22/2008,23
1129,2008_36156,LPRC,M_Lutcavage,BFT,210,NA,W_ATL,8/13/2008,2/1/2009,173
1130,2008_36156,LPRC,M_Lutcavage,BFT,210,NA,CAR,2/2/2009,2/7/2009,6
1131,2008_36156,LPRC,M_Lutcavage,BFT,210,NA,GOM,2/8/2009,4/30/2009,82
1132,2008_36160,LPRC,M_Lutcavage,BFT,227,NA,W_ATL,8/13/2008,12/18/2008,128
1133,2008_36211,LPRC,M_Lutcavage,BFT,227,NA,W_ATL,8/13/2008,2/8/2009,180
1134,2008_36212,LPRC,M_Lutcavage,BFT,227,NA,W_ATL,8/13/2008,9/3/2008,22
1135,2008_36214,LPRC,M_Lutcavage,BFT,227,NA,W_ATL,8/13/2008,12/22/2008,132
1136,2008_36215,LPRC,M_Lutcavage,BFT,260,NA,GSL,9/4/2008,9/6/2008,3
1137,2008_36215,LPRC,M_Lutcavage,BFT,260,NA,W_ATL,9/7/2008,9/7/2008,1
1138,2008_36215,LPRC,M_Lutcavage,BFT,260,NA,GSL,9/8/2008,9/8/2008,1
