Rec_ID,Tag_ID,Investigator,Contact_Person,Species,Length_cm,Weight_kg,Stock_Area,Start_Date,End_Date,Days_Area,Stock_Assign
264,2014_140228,DFO,A_Hanke,BFT,216,227,W_ATL,10/6/2014,10/12/2014,7,WEST
265,2014_140228,DFO,A_Hanke,BFT,216,227,GSL,10/13/2014,10/25/2014,13,WEST
266,2014_140228,DFO,A_Hanke,BFT,216,227,W_ATL,10/25/2014,11/12/2014,19,WEST
267,2014_140228,DFO,A_Hanke,BFT,216,227,CAR,11/13/2014,11/18/2014,6,WEST
268,2014_140228,DFO,A_Hanke,BFT,216,227,GOM,11/19/2014,11/26/2014,8,WEST
269,2014_140228,DFO,A_Hanke,BFT,216,227,CAR,11/26/2014,12/7/2014,12,WEST
270,2014_140228,DFO,A_Hanke,BFT,216,227,GOM,12/8/2014,1/2/2015,26,WEST
271,2014_140228,DFO,A_Hanke,BFT,216,227,CAR,1/2/2015,1/13/2015,12,WEST
272,2014_140228,DFO,A_Hanke,BFT,216,227,W_ATL,1/13/2015,1/16/2015,4,WEST
273,2014_140230,DFO,A_Hanke,BFT,216,249,GSL,9/16/2014,9/19/2014,4,UNK
274,2014_140230,DFO,A_Hanke,BFT,216,249,W_ATL,9/20/2014,9/20/2014,1,UNK
275,2014_140230,DFO,A_Hanke,BFT,216,249,GSL,9/20/2014,9/24/2014,5,UNK
276,2014_140230,DFO,A_Hanke,BFT,216,249,W_ATL,9/25/2014,9/29/2014,5,UNK
277,2014_140230,DFO,A_Hanke,BFT,216,249,GSL,9/30/2014,10/16/2014,17,UNK
278,2014_140230,DFO,A_Hanke,BFT,216,249,W_ATL,10/17/2014,10/18/2014,2,UNK
279,2014_140230,DFO,A_Hanke,BFT,216,249,GSL,10/18/2014,10/18/2014,1,UNK
280,2014_140230,DFO,A_Hanke,BFT,216,249,W_ATL,10/18/2014,1/29/2015,104,UNK
281,2014_140234,DFO,A_Hanke,BFT,279,363,GSL,9/17/2014,9/26/2014,10,UNK
282,2014_140234,DFO,A_Hanke,BFT,279,363,W_ATL,9/27/2014,9/27/2014,1,UNK
283,2014_140234,DFO,A_Hanke,BFT,279,363,GSL,9/28/2014,9/28/2014,1,UNK
284,2014_140234,DFO,A_Hanke,BFT,279,363,W_ATL,9/29/2014,9/29/2014,1,UNK
285,2014_140234,DFO,A_Hanke,BFT,279,363,GSL,9/29/2014,9/30/2014,2,UNK
286,2014_140234,DFO,A_Hanke,BFT,279,363,W_ATL,10/1/2014,2/3/2015,126,UNK
287,2015_140222,DFO,A_Hanke,BFT,NA,272,GSL,9/18/2015,9/27/2015,10,UNK
288,2015_140222,DFO,A_Hanke,BFT,NA,272,W_ATL,9/27/2015,9/27/2015,1,UNK
289,2015_140222,DFO,A_Hanke,BFT,NA,272,GSL,9/28/2015,11/11/2015,45,UNK
290,2015_140222,DFO,A_Hanke,BFT,NA,272,W_ATL,11/11/2015,11/26/2015,16,UNK
291,2015_140223,DFO,A_Hanke,BFT,NA,249,GSL,9/17/2015,9/27/2015,11,UNK
292,2015_140223,DFO,A_Hanke,BFT,NA,249,W_ATL,9/27/2015,9/29/2015,3,UNK
293,2015_140223,DFO,A_Hanke,BFT,NA,249,GSL,9/30/2015,10/3/2015,4,UNK
294,2015_140223,DFO,A_Hanke,BFT,NA,249,W_ATL,10/4/2015,1/10/2016,99,UNK
295,2015_140224,DFO,A_Hanke,BFT,NA,249,GSL,9/19/2015,10/29/2015,41,UNK
296,2015_140224,DFO,A_Hanke,BFT,NA,249,W_ATL,10/30/2015,11/11/2015,13,UNK
297,2015_140224,DFO,A_Hanke,BFT,NA,249,CAR,11/12/2015,1/19/2016,69,UNK
298,2015_140229,DFO,A_Hanke,BFT,210,227,GSL,11/3/2015,11/5/2015,3,UNK
299,2015_140229,DFO,A_Hanke,BFT,210,227,W_ATL,11/5/2015,11/7/2015,3,UNK
300,2015_140236,DFO,A_Hanke,BFT,NA,272,W_ATL,8/27/2015,1/13/2016,140,UNK
301,2015_140238,DFO,A_Hanke,BFT,NA,249,GSL,9/18/2015,10/9/2015,22,UNK
302,2015_140238,DFO,A_Hanke,BFT,NA,249,W_ATL,10/10/2015,10/16/2015,7,UNK
303,2015_140238,DFO,A_Hanke,BFT,NA,249,GSL,10/17/2015,10/18/2015,2,UNK
304,2015_140238,DFO,A_Hanke,BFT,NA,249,W_ATL,10/18/2015,10/18/2015,1,UNK
305,2015_140238,DFO,A_Hanke,BFT,NA,249,GSL,10/18/2015,10/18/2015,1,UNK
306,2015_140238,DFO,A_Hanke,BFT,NA,249,W_ATL,10/19/2015,11/11/2015,24,UNK
307,2015_140239,DFO,A_Hanke,BFT,NA,272,GSL,9/18/2015,9/19/2015,2,UNK
308,2015_140239,DFO,A_Hanke,BFT,NA,272,W_ATL,9/19/2015,9/19/2015,1,UNK
309,2015_140239,DFO,A_Hanke,BFT,NA,272,GSL,9/20/2015,9/20/2015,1,UNK
310,2015_140239,DFO,A_Hanke,BFT,NA,272,W_ATL,9/21/2015,9/21/2015,1,UNK
311,2015_140239,DFO,A_Hanke,BFT,NA,272,GSL,9/21/2015,9/23/2015,3,UNK
312,2015_140239,DFO,A_Hanke,BFT,NA,272,W_ATL,9/23/2015,9/24/2015,2,UNK
313,2015_140239,DFO,A_Hanke,BFT,NA,272,GSL,9/25/2015,9/25/2015,1,UNK
314,2015_140239,DFO,A_Hanke,BFT,NA,272,W_ATL,9/26/2015,9/26/2015,1,UNK
315,2015_140239,DFO,A_Hanke,BFT,NA,272,GSL,9/26/2015,9/29/2015,4,UNK
316,2015_140239,DFO,A_Hanke,BFT,NA,272,W_ATL,9/29/2015,9/29/2015,1,UNK
317,2015_140239,DFO,A_Hanke,BFT,NA,272,GSL,9/29/2015,11/5/2015,38,UNK
318,2015_140239,DFO,A_Hanke,BFT,NA,272,W_ATL,11/6/2015,11/12/2015,7,UNK
319,2015_140239,DFO,A_Hanke,BFT,NA,272,GSL,11/12/2015,11/20/2015,9,UNK
320,2015_140239,DFO,A_Hanke,BFT,NA,272,W_ATL,11/20/2015,11/24/2015,5,UNK
321,2015_140239,DFO,A_Hanke,BFT,NA,272,GSL,11/24/2015,12/3/2015,10,UNK
322,2015_140239,DFO,A_Hanke,BFT,NA,272,W_ATL,12/3/2015,12/3/2015,1,UNK
323,2015_140239,DFO,A_Hanke,BFT,NA,272,GSL,12/4/2015,12/5/2015,2,UNK
324,2015_140239,DFO,A_Hanke,BFT,NA,272,W_ATL,12/5/2015,12/14/2015,10,UNK
325,2015_140239,DFO,A_Hanke,BFT,NA,272,GSL,12/15/2015,12/17/2015,3,UNK
326,2015_140239,DFO,A_Hanke,BFT,NA,272,W_ATL,12/17/2015,12/31/2015,15,UNK
327,2015_148934,DFO,A_Hanke,BFT,NA,318,W_ATL,9/27/2015,10/21/2015,25,UNK
328,2015_148934,DFO,A_Hanke,BFT,NA,318,GSL,10/21/2015,10/21/2015,1,UNK
329,2015_148934,DFO,A_Hanke,BFT,NA,318,W_ATL,10/22/2015,12/8/2015,48,UNK
330,2015_148939,DFO,A_Hanke,BFT,NA,249,W_ATL,9/29/2015,10/4/2015,6,UNK
331,2015_148940,DFO,A_Hanke,BFT,NA,318,W_ATL,9/29/2015,10/31/2015,33,UNK
332,2015_148940,DFO,A_Hanke,BFT,NA,318,GSL,11/1/2015,11/1/2015,1,UNK
333,2015_148940,DFO,A_Hanke,BFT,NA,318,W_ATL,11/2/2015,11/17/2015,16,UNK
334,2015_148940,DFO,A_Hanke,BFT,NA,318,GSL,11/18/2015,11/20/2015,3,UNK
335,2015_148940,DFO,A_Hanke,BFT,NA,318,W_ATL,11/21/2015,11/21/2015,1,UNK
336,2015_148940,DFO,A_Hanke,BFT,NA,318,GSL,11/21/2015,11/22/2015,2,UNK
337,2015_148940,DFO,A_Hanke,BFT,NA,318,W_ATL,11/22/2015,11/22/2015,1,UNK
338,2015_148940,DFO,A_Hanke,BFT,NA,318,GSL,11/23/2015,11/23/2015,1,UNK
339,2015_148940,DFO,A_Hanke,BFT,NA,318,W_ATL,11/24/2015,12/18/2015,25,UNK
340,2015_148940,DFO,A_Hanke,BFT,NA,318,CAR,12/18/2015,1/1/2016,15,UNK
341,2010_100864,DFO-ACADIA,A_Hanke,BFT,261,341,GSL,8/31/2010,8/31/2010,1,UNK
342,2010_100864,DFO-ACADIA,A_Hanke,BFT,261,341,W_ATL,9/1/2010,9/8/2010,8,UNK
343,2010_100864,DFO-ACADIA,A_Hanke,BFT,261,341,GSL,9/8/2010,10/16/2010,39,UNK
344,2010_100864,DFO-ACADIA,A_Hanke,BFT,261,341,W_ATL,10/17/2010,10/17/2010,1,UNK
345,2010_100864,DFO-ACADIA,A_Hanke,BFT,261,341,GSL,10/17/2010,10/17/2010,1,UNK
346,2010_100864,DFO-ACADIA,A_Hanke,BFT,261,341,W_ATL,10/18/2010,10/19/2010,2,UNK
347,2010_100864,DFO-ACADIA,A_Hanke,BFT,261,341,GSL,10/19/2010,10/22/2010,4,UNK
348,2010_100864,DFO-ACADIA,A_Hanke,BFT,261,341,W_ATL,10/22/2010,11/10/2010,20,UNK
349,2010_100864,DFO-ACADIA,A_Hanke,BFT,261,341,CAR,11/10/2010,11/11/2010,2,UNK
350,2010_100864,DFO-ACADIA,A_Hanke,BFT,261,341,W_ATL,11/11/2010,11/11/2010,1,UNK
351,2010_100864,DFO-ACADIA,A_Hanke,BFT,261,341,CAR,11/12/2010,11/17/2010,6,UNK
352,2010_100864,DFO-ACADIA,A_Hanke,BFT,261,341,W_ATL,11/17/2010,11/18/2010,2,UNK
353,2010_100864,DFO-ACADIA,A_Hanke,BFT,261,341,CAR,11/18/2010,11/20/2010,3,UNK
354,2010_100865,DFO-ACADIA,A_Hanke,BFT,223,216,GSL,9/8/2010,9/13/2010,6,UNK
355,2010_100865,DFO-ACADIA,A_Hanke,BFT,223,216,W_ATL,9/15/2010,1/9/2011,117,UNK
356,2010_100866,DFO-ACADIA,A_Hanke,BFT,261,341,GSL,8/31/2010,9/8/2010,9,UNK
357,2010_100866,DFO-ACADIA,A_Hanke,BFT,261,341,W_ATL,9/9/2010,10/1/2010,23,UNK
358,2010_100866,DFO-ACADIA,A_Hanke,BFT,261,341,GSL,10/4/2010,10/4/2010,1,UNK
359,2010_100866,DFO-ACADIA,A_Hanke,BFT,261,341,W_ATL,10/5/2010,10/5/2010,1,UNK
360,2010_100866,DFO-ACADIA,A_Hanke,BFT,261,341,GSL,10/6/2010,10/6/2010,1,UNK
361,2010_100866,DFO-ACADIA,A_Hanke,BFT,261,341,W_ATL,10/6/2010,10/6/2010,1,UNK
362,2010_100866,DFO-ACADIA,A_Hanke,BFT,261,341,GSL,10/10/2010,11/28/2010,50,UNK
363,2010_100866,DFO-ACADIA,A_Hanke,BFT,261,341,W_ATL,11/29/2010,11/29/2010,1,UNK
364,2010_100866,DFO-ACADIA,A_Hanke,BFT,261,341,GSL,11/30/2010,11/30/2010,1,UNK
365,2010_100866,DFO-ACADIA,A_Hanke,BFT,261,341,W_ATL,12/3/2010,2/23/2011,83,UNK
366,2010_100867,DFO-ACADIA,A_Hanke,BFT,251,307,GSL,8/31/2010,9/7/2010,8,UNK
367,2010_100867,DFO-ACADIA,A_Hanke,BFT,251,307,W_ATL,9/10/2010,12/8/2010,90,UNK
368,2010_100870,DFO-ACADIA,A_Hanke,BFT,227,227,GSL,8/31/2010,9/17/2010,18,UNK
369,2010_100870,DFO-ACADIA,A_Hanke,BFT,227,227,W_ATL,9/18/2010,9/30/2010,13,UNK
370,2010_100872,DFO-ACADIA,A_Hanke,BFT,263,352,GSL,8/31/2010,9/3/2010,4,UNK
371,2010_100872,DFO-ACADIA,A_Hanke,BFT,263,352,W_ATL,9/3/2010,10/14/2010,42,UNK
372,2010_100872,DFO-ACADIA,A_Hanke,BFT,263,352,GSL,10/16/2010,11/16/2010,32,UNK
373,2010_100872,DFO-ACADIA,A_Hanke,BFT,263,352,W_ATL,11/19/2010,1/29/2011,72,UNK
374,2010_100873,DFO-ACADIA,A_Hanke,BFT,206,170,GSL,8/31/2010,9/11/2010,12,UNK
375,2010_100873,DFO-ACADIA,A_Hanke,BFT,206,170,W_ATL,9/12/2010,9/12/2010,1,UNK
376,2010_100873,DFO-ACADIA,A_Hanke,BFT,206,170,GSL,9/13/2010,9/15/2010,3,UNK
377,2010_100873,DFO-ACADIA,A_Hanke,BFT,206,170,W_ATL,9/20/2010,10/20/2010,31,UNK
378,2010_100873,DFO-ACADIA,A_Hanke,BFT,206,170,GSL,10/21/2010,10/26/2010,6,UNK
379,2010_100873,DFO-ACADIA,A_Hanke,BFT,206,170,W_ATL,10/27/2010,1/14/2011,80,UNK
380,2010_100874,DFO-ACADIA,A_Hanke,BFT,251,307,GSL,9/9/2010,9/13/2010,5,UNK
381,2010_100874,DFO-ACADIA,A_Hanke,BFT,251,307,W_ATL,9/14/2010,10/21/2010,38,UNK
382,2010_100874,DFO-ACADIA,A_Hanke,BFT,251,307,GSL,10/23/2010,11/6/2010,15,UNK
383,2010_100874,DFO-ACADIA,A_Hanke,BFT,251,307,W_ATL,11/10/2010,12/10/2010,31,UNK
384,2010_100875,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,8/31/2010,9/4/2010,5,WEST
385,2010_100875,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,9/7/2010,9/21/2010,15,WEST
386,2010_100875,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,9/22/2010,9/22/2010,1,WEST
387,2010_100875,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,9/22/2010,10/5/2010,14,WEST
388,2010_100875,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,10/13/2010,11/6/2010,25,WEST
389,2010_100875,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,11/7/2010,11/25/2010,19,WEST
390,2010_100875,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,11/26/2010,12/5/2010,10,WEST
391,2010_100875,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,12/9/2010,12/10/2010,2,WEST
392,2010_100875,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,12/10/2010,12/10/2010,1,WEST
393,2010_100875,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,12/12/2010,12/16/2010,5,WEST
394,2010_100875,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,12/26/2010,12/26/2010,1,WEST
395,2010_100875,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,1/4/2011,1/19/2011,16,WEST
396,2010_100875,DFO-ACADIA,A_Hanke,BFT,272,386,CAR,1/20/2011,1/27/2011,8,WEST
397,2010_100875,DFO-ACADIA,A_Hanke,BFT,272,386,GOM,2/1/2011,2/1/2011,1,WEST
398,2010_100876,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,8/31/2010,9/1/2010,2,WEST
399,2010_100876,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,9/1/2010,9/24/2010,24,WEST
400,2010_100876,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,9/24/2010,9/25/2010,2,WEST
401,2010_100876,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,9/25/2010,9/25/2010,1,WEST
402,2010_100876,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,9/26/2010,9/30/2010,5,WEST
403,2010_100876,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,10/1/2010,10/6/2010,6,WEST
404,2010_100876,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,10/8/2010,10/22/2010,15,WEST
405,2010_100876,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,10/23/2010,11/12/2010,21,WEST
406,2010_100876,DFO-ACADIA,A_Hanke,BFT,272,386,CAR,11/13/2010,11/15/2010,3,WEST
407,2010_100876,DFO-ACADIA,A_Hanke,BFT,272,386,GOM,11/16/2010,11/16/2010,1,WEST
408,2010_100876,DFO-ACADIA,A_Hanke,BFT,272,386,CAR,11/17/2010,11/17/2010,1,WEST
409,2010_100876,DFO-ACADIA,A_Hanke,BFT,272,386,GOM,11/17/2010,12/23/2010,37,WEST
410,2010_100877,DFO-ACADIA,A_Hanke,BFT,251,307,GSL,8/31/2010,9/3/2010,4,UNK
411,2010_100877,DFO-ACADIA,A_Hanke,BFT,251,307,W_ATL,9/3/2010,10/18/2010,46,UNK
412,2010_100877,DFO-ACADIA,A_Hanke,BFT,251,307,GSL,10/19/2010,11/21/2010,34,UNK
413,2010_100877,DFO-ACADIA,A_Hanke,BFT,251,307,W_ATL,11/22/2010,12/16/2010,25,UNK
414,2010_100877,DFO-ACADIA,A_Hanke,BFT,251,307,GSL,12/17/2010,12/17/2010,1,UNK
415,2010_100877,DFO-ACADIA,A_Hanke,BFT,251,307,W_ATL,12/18/2010,1/2/2011,16,UNK
416,2010_100878,DFO-ACADIA,A_Hanke,BFT,210,182,GSL,9/9/2010,9/10/2010,2,UNK
417,2010_100878,DFO-ACADIA,A_Hanke,BFT,210,182,W_ATL,9/11/2010,2/1/2011,144,UNK
418,2010_100879,DFO-ACADIA,A_Hanke,BFT,266,364,GSL,9/9/2010,9/18/2010,10,UNK
419,2010_100879,DFO-ACADIA,A_Hanke,BFT,266,364,W_ATL,9/21/2010,1/13/2011,115,UNK
420,2010_100881,DFO-ACADIA,A_Hanke,BFT,266,364,GSL,9/9/2010,9/12/2010,4,UNK
421,2010_100881,DFO-ACADIA,A_Hanke,BFT,266,364,W_ATL,9/12/2010,9/12/2010,1,UNK
422,2010_100881,DFO-ACADIA,A_Hanke,BFT,266,364,GSL,9/12/2010,9/18/2010,7,UNK
423,2010_100881,DFO-ACADIA,A_Hanke,BFT,266,364,W_ATL,9/19/2010,9/19/2010,1,UNK
424,2010_100881,DFO-ACADIA,A_Hanke,BFT,266,364,GSL,9/19/2010,9/19/2010,1,UNK
425,2010_100881,DFO-ACADIA,A_Hanke,BFT,266,364,W_ATL,9/20/2010,9/20/2010,1,UNK
426,2010_100881,DFO-ACADIA,A_Hanke,BFT,266,364,GSL,9/21/2010,9/25/2010,5,UNK
427,2010_100881,DFO-ACADIA,A_Hanke,BFT,266,364,W_ATL,9/25/2010,10/2/2010,8,UNK
428,2010_100882,DFO-ACADIA,A_Hanke,BFT,254,318,GSL,9/8/2010,9/9/2010,2,UNK
429,2010_100882,DFO-ACADIA,A_Hanke,BFT,254,318,W_ATL,9/10/2010,11/4/2010,56,UNK
430,2010_100883,DFO-ACADIA,A_Hanke,BFT,234,250,GSL,9/8/2010,9/13/2010,6,UNK
431,2010_100883,DFO-ACADIA,A_Hanke,BFT,234,250,W_ATL,9/15/2010,10/16/2010,32,UNK
432,2010_100883,DFO-ACADIA,A_Hanke,BFT,234,250,GSL,10/17/2010,10/17/2010,1,UNK
433,2010_100883,DFO-ACADIA,A_Hanke,BFT,234,250,W_ATL,10/18/2010,11/28/2010,42,UNK
434,2010_100884,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,9/8/2010,9/10/2010,3,UNK
435,2010_100884,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,9/11/2010,11/8/2010,59,UNK
436,2010_100885,DFO-ACADIA,A_Hanke,BFT,282,432,GSL,9/8/2010,9/8/2010,1,UNK
437,2010_100885,DFO-ACADIA,A_Hanke,BFT,282,432,W_ATL,9/9/2010,9/12/2010,4,UNK
438,2010_100885,DFO-ACADIA,A_Hanke,BFT,282,432,GSL,9/12/2010,9/13/2010,2,UNK
439,2010_100885,DFO-ACADIA,A_Hanke,BFT,282,432,W_ATL,9/14/2010,10/6/2010,23,UNK
440,2010_100885,DFO-ACADIA,A_Hanke,BFT,282,432,GSL,10/8/2010,10/22/2010,15,UNK
441,2010_100885,DFO-ACADIA,A_Hanke,BFT,282,432,W_ATL,10/23/2010,11/14/2010,23,UNK
442,2010_100886,DFO-ACADIA,A_Hanke,BFT,248,295,GSL,9/8/2010,9/9/2010,2,UNK
443,2010_100886,DFO-ACADIA,A_Hanke,BFT,248,295,W_ATL,9/10/2010,9/10/2010,1,UNK
444,2010_100886,DFO-ACADIA,A_Hanke,BFT,248,295,GSL,9/10/2010,9/10/2010,1,UNK
445,2010_100886,DFO-ACADIA,A_Hanke,BFT,248,295,W_ATL,9/11/2010,9/20/2010,10,UNK
446,2010_100886,DFO-ACADIA,A_Hanke,BFT,248,295,GSL,9/20/2010,9/20/2010,1,UNK
447,2010_100886,DFO-ACADIA,A_Hanke,BFT,248,295,W_ATL,9/21/2010,10/19/2010,29,UNK
448,2010_100886,DFO-ACADIA,A_Hanke,BFT,248,295,GSL,10/20/2010,10/20/2010,1,UNK
449,2010_100886,DFO-ACADIA,A_Hanke,BFT,248,295,W_ATL,10/20/2010,12/12/2010,54,UNK
450,2010_100887,DFO-ACADIA,A_Hanke,BFT,266,364,GSL,9/8/2010,9/9/2010,2,UNK
451,2010_100887,DFO-ACADIA,A_Hanke,BFT,266,364,W_ATL,9/11/2010,12/23/2010,104,UNK
452,2010_100890,DFO-ACADIA,A_Hanke,BFT,254,318,GSL,9/8/2010,9/8/2010,1,UNK
453,2010_100890,DFO-ACADIA,A_Hanke,BFT,254,318,W_ATL,9/9/2010,9/14/2010,6,UNK
454,2010_100890,DFO-ACADIA,A_Hanke,BFT,254,318,GSL,9/15/2010,9/15/2010,1,UNK
455,2010_100890,DFO-ACADIA,A_Hanke,BFT,254,318,W_ATL,9/16/2010,10/14/2010,29,UNK
456,2010_100890,DFO-ACADIA,A_Hanke,BFT,254,318,GSL,10/16/2010,10/31/2010,16,UNK
457,2010_100890,DFO-ACADIA,A_Hanke,BFT,254,318,W_ATL,11/3/2010,11/6/2010,4,UNK
458,2010_100890,DFO-ACADIA,A_Hanke,BFT,254,318,GSL,11/14/2010,11/14/2010,1,UNK
459,2010_100890,DFO-ACADIA,A_Hanke,BFT,254,318,W_ATL,11/15/2010,2/15/2011,93,UNK
460,2010_100891,DFO-ACADIA,A_Hanke,BFT,261,341,GSL,9/8/2010,9/9/2010,2,UNK
461,2010_100891,DFO-ACADIA,A_Hanke,BFT,261,341,W_ATL,9/9/2010,10/13/2010,35,UNK
462,2010_100891,DFO-ACADIA,A_Hanke,BFT,261,341,GSL,10/13/2010,10/14/2010,2,UNK
463,2010_100891,DFO-ACADIA,A_Hanke,BFT,261,341,W_ATL,10/14/2010,11/14/2010,32,UNK
464,2010_100891,DFO-ACADIA,A_Hanke,BFT,261,341,CAR,11/14/2010,12/14/2010,31,UNK
465,2010_100891,DFO-ACADIA,A_Hanke,BFT,261,341,W_ATL,12/15/2010,12/21/2010,7,UNK
466,2010_100892,DFO-ACADIA,A_Hanke,BFT,248,295,GSL,9/8/2010,9/9/2010,2,UNK
467,2010_100892,DFO-ACADIA,A_Hanke,BFT,248,295,W_ATL,9/10/2010,12/7/2010,89,UNK
468,2010_100893,DFO-ACADIA,A_Hanke,BFT,248,295,GSL,9/8/2010,9/9/2010,2,WEST
469,2010_100893,DFO-ACADIA,A_Hanke,BFT,248,295,W_ATL,9/9/2010,10/15/2010,37,WEST
470,2010_100893,DFO-ACADIA,A_Hanke,BFT,248,295,GSL,10/17/2010,11/20/2010,35,WEST
471,2010_100893,DFO-ACADIA,A_Hanke,BFT,248,295,W_ATL,12/5/2010,12/10/2010,6,WEST
472,2010_100893,DFO-ACADIA,A_Hanke,BFT,248,295,GOM,12/26/2010,2/4/2011,41,WEST
473,2010_100894,DFO-ACADIA,A_Hanke,BFT,234,250,GSL,9/9/2010,10/3/2010,25,UNK
474,2010_100895,DFO-ACADIA,A_Hanke,BFT,190,136,GSL,9/8/2010,9/13/2010,6,UNK
475,2010_100895,DFO-ACADIA,A_Hanke,BFT,190,136,W_ATL,9/16/2010,2/18/2011,156,UNK
476,2010_100896,DFO-ACADIA,A_Hanke,BFT,242,273,GSL,9/8/2010,9/8/2010,1,UNK
477,2010_100896,DFO-ACADIA,A_Hanke,BFT,242,273,W_ATL,9/15/2010,12/28/2010,105,UNK
478,2010_100896,DFO-ACADIA,A_Hanke,BFT,242,273,CAR,1/26/2011,1/26/2011,1,UNK
479,2010_100897,DFO-ACADIA,A_Hanke,BFT,242,273,GSL,9/8/2010,9/8/2010,1,UNK
480,2010_100897,DFO-ACADIA,A_Hanke,BFT,242,273,W_ATL,9/10/2010,11/6/2010,58,UNK
481,2010_100899,DFO-ACADIA,A_Hanke,BFT,251,307,GSL,8/28/2010,8/31/2010,4,UNK
482,2010_100899,DFO-ACADIA,A_Hanke,BFT,251,307,W_ATL,9/1/2010,9/3/2010,3,UNK
483,2010_100899,DFO-ACADIA,A_Hanke,BFT,251,307,GSL,9/3/2010,11/15/2010,74,UNK
484,2010_100899,DFO-ACADIA,A_Hanke,BFT,251,307,W_ATL,11/16/2010,11/16/2010,1,UNK
485,2010_100899,DFO-ACADIA,A_Hanke,BFT,251,307,GSL,11/16/2010,11/16/2010,1,UNK
486,2010_100899,DFO-ACADIA,A_Hanke,BFT,251,307,W_ATL,11/16/2010,12/26/2010,41,UNK
487,2010_100901,DFO-ACADIA,A_Hanke,BFT,242,273,GSL,8/28/2010,9/2/2010,6,UNK
488,2010_100901,DFO-ACADIA,A_Hanke,BFT,242,273,W_ATL,9/2/2010,12/13/2010,103,UNK
489,2010_100902,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,8/28/2010,8/31/2010,4,UNK
490,2010_100902,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,8/31/2010,9/5/2010,6,UNK
491,2010_100902,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,9/5/2010,9/5/2010,1,UNK
492,2010_100902,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,9/6/2010,9/6/2010,1,UNK
493,2010_100902,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,9/8/2010,9/26/2010,19,UNK
494,2010_100902,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,9/26/2010,10/7/2010,12,UNK
495,2010_100902,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,10/7/2010,10/11/2010,5,UNK
496,2010_100902,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,10/12/2010,10/12/2010,1,UNK
497,2010_100902,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,10/12/2010,10/12/2010,1,UNK
498,2010_100902,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,10/13/2010,10/16/2010,4,UNK
499,2010_100902,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,10/17/2010,10/17/2010,1,UNK
500,2010_100902,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,10/18/2010,10/18/2010,1,UNK
501,2010_100902,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,10/19/2010,10/19/2010,1,UNK
502,2010_100902,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,10/19/2010,10/20/2010,2,UNK
503,2010_100902,DFO-ACADIA,A_Hanke,BFT,272,386,GSL,10/21/2010,10/21/2010,1,UNK
504,2010_100902,DFO-ACADIA,A_Hanke,BFT,272,386,W_ATL,10/21/2010,11/28/2010,39,UNK
505,2010_100902,DFO-ACADIA,A_Hanke,BFT,272,386,CAR,11/28/2010,1/5/2011,39,UNK
506,2010_100903,DFO-ACADIA,A_Hanke,BFT,287,455,GSL,8/28/2010,8/29/2010,2,UNK
507,2010_100903,DFO-ACADIA,A_Hanke,BFT,287,455,W_ATL,8/29/2010,9/11/2010,14,UNK
508,2010_100903,DFO-ACADIA,A_Hanke,BFT,287,455,GSL,9/11/2010,9/11/2010,1,UNK
509,2010_100903,DFO-ACADIA,A_Hanke,BFT,287,455,W_ATL,9/11/2010,9/11/2010,1,UNK
510,2010_100903,DFO-ACADIA,A_Hanke,BFT,287,455,GSL,9/12/2010,9/20/2010,9,UNK
