"Year","Subyear","Area","Fleet","Length_category","N"
2004,4,7,1,125,96
2005,4,7,1,125,49
2006,4,7,1,125,83
2007,4,7,1,125,6
2008,4,7,1,125,160
2009,4,7,1,125,70
2010,4,7,1,125,176
2011,4,7,1,125,5
2012,4,7,1,125,20
2013,4,7,1,125,110
2014,4,7,1,125,91
2015,4,7,1,125,75
2016,4,7,1,125,243
2017,4,7,1,125,877
1979,1,1,2,125,3
1976,2,1,2,125,3
1981,2,1,2,125,1
1975,1,2,2,125,1
1976,1,2,2,125,362
1977,1,2,2,125,501
1978,1,2,2,125,438
1979,1,2,2,125,346
1980,1,2,2,125,72
1981,1,2,2,125,202
1982,1,2,2,125,15
1983,1,2,2,125,238
1984,1,2,2,125,660
1985,1,2,2,125,3935
1986,1,2,2,125,351
1987,1,2,2,125,2129
1988,1,2,2,125,1602
1989,1,2,2,125,149
1990,1,2,2,125,160
1991,1,2,2,125,71
1992,1,2,2,125,111
1993,1,2,2,125,166
1994,1,2,2,125,485
1996,1,2,2,125,67
1997,1,2,2,125,16
1998,1,2,2,125,91
1999,1,2,2,125,24
2000,1,2,2,125,101
2002,1,2,2,125,1
2004,1,2,2,125,168
2005,1,2,2,125,129
2006,1,2,2,125,50
2009,1,2,2,125,147.1
2011,1,2,2,125,1140.6
2013,1,2,2,125,9
1976,2,2,2,125,2
1979,2,2,2,125,46
1980,2,2,2,125,16
1981,2,2,2,125,10
1985,2,2,2,125,3
1997,2,2,2,125,5
1972,3,2,2,125,1
1980,3,2,2,125,6
1981,3,2,2,125,8
1992,3,2,2,125,1
2010,3,2,2,125,1
1971,4,2,2,125,1
1973,4,2,2,125,27
1975,4,2,2,125,8
1976,4,2,2,125,116
1977,4,2,2,125,111
1978,4,2,2,125,26
1979,4,2,2,125,57
1980,4,2,2,125,55
1981,4,2,2,125,92
1982,4,2,2,125,39
1983,4,2,2,125,263
1984,4,2,2,125,840
1986,4,2,2,125,3226
1987,4,2,2,125,1626
1988,4,2,2,125,1577
1989,4,2,2,125,199
1990,4,2,2,125,20
1991,4,2,2,125,134
1992,4,2,2,125,117
1993,4,2,2,125,184
1994,4,2,2,125,17
1995,4,2,2,125,24
1996,4,2,2,125,152
1997,4,2,2,125,88
1998,4,2,2,125,69
1999,4,2,2,125,175
2000,4,2,2,125,25
2001,4,2,2,125,1
2002,4,2,2,125,9
2003,4,2,2,125,62
2004,4,2,2,125,20
2007,4,2,2,125,106
2008,4,2,2,125,1037.4
2009,4,2,2,125,1
2010,4,2,2,125,103.1
2011,4,2,2,125,16
2012,4,2,2,125,117
2014,4,2,2,125,2
2017,4,2,2,125,1
1976,1,4,2,125,4
1977,1,4,2,125,6
1981,1,4,2,125,19
1983,1,4,2,125,2
1984,1,4,2,125,3
1985,1,4,2,125,3
1986,1,4,2,125,45
1987,1,4,2,125,43
1988,1,4,2,125,11
1989,1,4,2,125,38
1990,1,4,2,125,37
1995,1,4,2,125,1
1996,1,4,2,125,1
2003,1,4,2,125,1
1975,2,4,2,125,13
1976,2,4,2,125,9
1977,2,4,2,125,8
1979,2,4,2,125,15
1980,2,4,2,125,30
1981,2,4,2,125,2
1983,2,4,2,125,122
1984,2,4,2,125,25
1985,2,4,2,125,40
1986,2,4,2,125,51
1987,2,4,2,125,18
1988,2,4,2,125,20
1989,2,4,2,125,8
1990,2,4,2,125,33
1991,2,4,2,125,1
1992,2,4,2,125,7
1993,2,4,2,125,1
1994,2,4,2,125,1
1995,2,4,2,125,8
1997,2,4,2,125,2
1998,2,4,2,125,2
2001,2,4,2,125,8
2006,2,4,2,125,22
2007,2,4,2,125,3
2009,2,4,2,125,6.7
1977,3,4,2,125,2
1983,3,4,2,125,7
2007,3,4,2,125,1
1977,4,4,2,125,2
1987,4,4,2,125,3
2007,4,4,2,125,38
1992,1,5,2,125,19
1993,1,5,2,125,132
1994,1,5,2,125,11
2002,1,5,2,125,2
2005,1,5,2,125,17
2006,1,5,2,125,19
2009,1,5,2,125,40.1
1972,2,5,2,125,1
1976,2,5,2,125,5
1992,3,5,2,125,1
1995,3,5,2,125,3
1996,3,5,2,125,1
1997,3,5,2,125,5
1998,3,5,2,125,6
1999,3,5,2,125,10
2000,3,5,2,125,3
2001,3,5,2,125,2
2002,3,5,2,125,1
2003,3,5,2,125,3
2008,3,5,2,125,676.7
2009,3,5,2,125,2.8
1984,4,5,2,125,1
1985,4,5,2,125,1
1989,4,5,2,125,3
1990,4,5,2,125,4
1991,4,5,2,125,42
1992,4,5,2,125,214
1993,4,5,2,125,91
1994,4,5,2,125,7
1995,4,5,2,125,193
1996,4,5,2,125,61
1997,4,5,2,125,28
1998,4,5,2,125,6
1999,4,5,2,125,82
2000,4,5,2,125,17
2001,4,5,2,125,1
2002,4,5,2,125,3
2003,4,5,2,125,119
2004,4,5,2,125,47
2005,4,5,2,125,19
2006,4,5,2,125,2
2007,4,5,2,125,13
2008,4,5,2,125,2833.8
2009,4,5,2,125,52.7
2010,4,5,2,125,4.3
2011,4,5,2,125,1.3
2017,4,5,2,125,2
1989,1,6,2,125,9
1990,1,6,2,125,3
1975,2,6,2,125,11
1976,2,6,2,125,17
1978,2,6,2,125,15
1983,2,6,2,125,4
1985,2,6,2,125,3
1989,2,6,2,125,5
1974,3,6,2,125,15
1975,3,6,2,125,366
1983,3,6,2,125,1
2007,3,6,2,125,18
2008,3,6,2,125,21.4
1999,4,6,2,125,4
2003,4,6,2,125,87
2004,4,6,2,125,13
2005,4,6,2,125,40
2006,4,6,2,125,41
2007,4,6,2,125,66
2008,4,6,2,125,58.3
2009,4,6,2,125,1.6
1976,2,7,2,125,22
1977,2,7,2,125,2
1980,2,7,2,125,4
1981,2,7,2,125,1
1983,2,7,2,125,6
1984,2,7,2,125,18
1985,2,7,2,125,83
1986,2,7,2,125,24
1987,2,7,2,125,4
1988,2,7,2,125,8
1989,2,7,2,125,16
1990,2,7,2,125,4
1992,2,7,2,125,10
1994,2,7,2,125,5
1995,2,7,2,125,3
1996,2,7,2,125,18
1998,2,7,2,125,8
2007,2,7,2,125,3
2009,2,7,2,125,10
1975,3,7,2,125,1
1977,3,7,2,125,1
1979,3,7,2,125,18
1980,3,7,2,125,1
1982,3,7,2,125,2
1983,3,7,2,125,14
1984,3,7,2,125,8
1985,3,7,2,125,6
1989,3,7,2,125,12
1993,3,7,2,125,3
1953,2,6,3,125,2
1956,2,6,3,125,914.26
1966,2,6,3,125,45
1967,2,6,3,125,5
1969,2,6,3,125,1
1972,2,6,3,125,3
1973,2,6,3,125,2
1977,2,6,3,125,5
1989,2,6,3,125,5
1990,2,6,3,125,15
1996,2,6,3,125,15
1999,2,6,3,125,30
2000,2,6,3,125,15
2005,2,6,3,125,180
2006,2,6,3,125,89
1953,3,6,3,125,35
1956,3,6,3,125,1143.45
1966,3,6,3,125,348
1967,3,6,3,125,89
1968,3,6,3,125,1767
1969,3,6,3,125,11
1970,3,6,3,125,27
1971,3,6,3,125,52
1972,3,6,3,125,60
1973,3,6,3,125,49
1974,3,6,3,125,22
1975,3,6,3,125,49
1976,3,6,3,125,100
1977,3,6,3,125,100
1978,3,6,3,125,550
1979,3,6,3,125,5
1980,3,6,3,125,170
1981,3,6,3,125,50
1982,3,6,3,125,150
1983,3,6,3,125,10
1984,3,6,3,125,50
1985,3,6,3,125,105
1986,3,6,3,125,155
1987,3,6,3,125,35
1988,3,6,3,125,40
1989,3,6,3,125,5
1990,3,6,3,125,406
1991,3,6,3,125,155
1992,3,6,3,125,30
1993,3,6,3,125,70
1994,3,6,3,125,65
1995,3,6,3,125,25
1996,3,6,3,125,120
1997,3,6,3,125,75
1998,3,6,3,125,100
1999,3,6,3,125,370
2000,3,6,3,125,265
2001,3,6,3,125,35
2002,3,6,3,125,45
2005,3,6,3,125,280
2006,3,6,3,125,31
1966,4,6,3,125,1
1989,4,6,3,125,30
1991,4,6,3,125,5
1994,4,6,3,125,450
1997,4,6,3,125,190
2005,4,6,3,125,123
2006,4,6,3,125,31
2007,2,6,4,125,138
2008,2,6,4,125,68
2009,2,6,4,125,14
2010,2,6,4,125,7
2011,2,6,4,125,132
2014,2,6,4,125,6
2007,3,6,4,125,179
2008,3,6,4,125,187
2009,3,6,4,125,384
2010,3,6,4,125,436
2011,3,6,4,125,357
2012,3,6,4,125,224
2013,3,6,4,125,46
2014,3,6,4,125,51
2016,3,6,4,125,314
2017,3,6,4,125,340
2008,4,6,4,125,128
2009,4,6,4,125,61
2010,4,6,4,125,28
2011,4,6,4,125,164
2012,4,6,4,125,46
2013,4,6,4,125,22
2014,4,6,4,125,1
2016,4,6,4,125,18
2017,4,6,4,125,595
1970,1,7,5,125,307
1977,1,7,5,125,180
1990,1,7,5,125,2258
1991,1,7,5,125,160
1993,1,7,5,125,1
1994,1,7,5,125,4152
1995,1,7,5,125,330
1996,1,7,5,125,2
1997,1,7,5,125,1529
1998,1,7,5,125,387
1999,1,7,5,125,329
2000,1,7,5,125,83
2001,1,7,5,125,674
2002,1,7,5,125,175
2004,1,7,5,125,1
2005,1,7,5,125,139
2006,1,7,5,125,3156
2007,1,7,5,125,12226
2008,1,7,5,125,724
1970,3,7,5,125,388
1972,3,7,5,125,201
1973,3,7,5,125,130
1974,3,7,5,125,1394
1975,3,7,5,125,361
1976,3,7,5,125,2752
1977,3,7,5,125,273
1981,3,7,5,125,499
1982,3,7,5,125,306
1983,3,7,5,125,347
1984,3,7,5,125,1398
1985,3,7,5,125,2377
1986,3,7,5,125,2515
1987,3,7,5,125,2460
1988,3,7,5,125,4636
1989,3,7,5,125,2783
1990,3,7,5,125,732
1991,3,7,5,125,1591
1992,3,7,5,125,756
1993,3,7,5,125,475
1994,3,7,5,125,3223
1995,3,7,5,125,773
1996,3,7,5,125,7267
1997,3,7,5,125,1234
1999,3,7,5,125,1
2000,3,7,5,125,336
2001,3,7,5,125,486
2002,3,7,5,125,2176
2003,3,7,5,125,155
2004,3,7,5,125,387
2005,3,7,5,125,1705
2006,3,7,5,125,744
2007,3,7,5,125,3203
2008,3,7,5,125,447
1970,4,7,5,125,116
1975,4,7,5,125,263
1976,4,7,5,125,3376
1977,4,7,5,125,1860
1978,4,7,5,125,700
1979,4,7,5,125,2020
1980,4,7,5,125,255
1982,4,7,5,125,1635
1983,4,7,5,125,687
1984,4,7,5,125,379
1985,4,7,5,125,4823
1988,4,7,5,125,1043
1991,4,7,5,125,1041
1992,4,7,5,125,1277
1993,4,7,5,125,3682
1994,4,7,5,125,1743
1995,4,7,5,125,2486
1996,4,7,5,125,2138
1997,4,7,5,125,580
1998,4,7,5,125,56
2001,4,7,5,125,38
2002,4,7,5,125,53
2005,4,7,5,125,81
2006,4,7,5,125,2021
2007,4,7,5,125,4051
2008,4,7,5,125,141
1970,2,7,6,125,1966
1971,2,7,6,125,96
1973,2,7,6,125,470
1974,2,7,6,125,166
1975,2,7,6,125,358
1976,2,7,6,125,2138
1977,2,7,6,125,575
1979,2,7,6,125,506
1980,2,7,6,125,6856
1981,2,7,6,125,2195
1982,2,7,6,125,1051
1983,2,7,6,125,1362
1984,2,7,6,125,1626
1985,2,7,6,125,735
1986,2,7,6,125,549
1987,2,7,6,125,2483
1988,2,7,6,125,1272
1989,2,7,6,125,133
1990,2,7,6,125,6059
1991,2,7,6,125,383
1992,2,7,6,125,1521
1993,2,7,6,125,5221
1994,2,7,6,125,4869
1995,2,7,6,125,7116
1996,2,7,6,125,5492
1997,2,7,6,125,4875
1998,2,7,6,125,5317
1999,2,7,6,125,2770
2000,2,7,6,125,718
2001,2,7,6,125,454
2002,2,7,6,125,1602
2003,2,7,6,125,2148
2004,2,7,6,125,914
2005,2,7,6,125,1613
2006,2,7,6,125,1558
2007,2,7,6,125,3942
2008,2,7,6,125,5259
2009,1,7,7,125,110
2010,1,7,7,125,31
2011,1,7,7,125,85
2012,1,7,7,125,2
2009,2,7,7,125,6763
2010,2,7,7,125,9595
2011,2,7,7,125,12475
2012,2,7,7,125,1226
2013,2,7,7,125,2743
2014,2,7,7,125,203
2015,2,7,7,125,951
2016,2,7,7,125,110
2009,3,7,7,125,1446
2010,3,7,7,125,1155
2011,3,7,7,125,1
2012,3,7,7,125,1
2015,3,7,7,125,1
2016,3,7,7,125,309
2009,4,7,7,125,131
2010,4,7,7,125,501
2011,4,7,7,125,1
2012,4,7,7,125,17
1950,3,5,8,125,20
1951,3,5,8,125,24
1952,3,5,8,125,54
1953,3,5,8,125,1000
1954,3,5,8,125,230
1955,3,5,8,125,1585
1956,3,5,8,125,157
1957,3,5,8,125,79
1958,3,5,8,125,75
1959,3,5,8,125,2
1951,4,5,8,125,12
1952,4,5,8,125,14
1954,4,5,8,125,63
1955,4,5,8,125,150
1956,4,5,8,125,21
1957,4,5,8,125,19
1958,4,5,8,125,20
1960,4,5,8,125,4
1950,3,6,8,125,12
1952,3,6,8,125,4
1953,3,6,8,125,13
1954,3,6,8,125,518
1958,3,6,8,125,19
1953,4,6,8,125,1
1954,4,6,8,125,103
2007,1,7,9,125,17
2008,1,7,9,125,465
2009,1,7,9,125,387
2010,1,7,9,125,2817
2007,2,7,9,125,598
2008,2,7,9,125,412
2009,2,7,9,125,621
2010,2,7,9,125,3722
2011,2,7,9,125,1484
2014,2,7,9,125,97
2015,2,7,9,125,2
2016,2,7,9,125,133
2006,3,7,9,125,1114
2007,3,7,9,125,352
2008,3,7,9,125,1084
2004,4,7,9,125,381
2005,4,7,9,125,1798
2006,4,7,9,125,331
2007,4,7,9,125,929
2008,4,7,9,125,252
1979,2,2,10,125,217
1981,2,2,10,125,2
1977,3,2,10,125,336
1978,3,2,10,125,123
1979,3,2,10,125,133
1981,3,2,10,125,2
1956,2,4,12,125,25
1957,2,4,12,125,7.8
1958,2,4,12,125,38.5
1959,2,4,12,125,2.7
1961,2,4,12,125,10
1963,2,4,12,125,6.5
1964,2,4,12,125,6.9
1984,2,4,12,125,12
1985,2,4,12,125,24
1992,2,4,12,125,154
1993,2,4,12,125,4
1995,2,4,12,125,64
1996,2,4,12,125,100
1997,2,4,12,125,1228
2000,2,4,12,125,302
2001,2,4,12,125,1
2002,2,4,12,125,1
2005,2,4,12,125,13
2006,2,4,12,125,13
2007,2,4,12,125,4
2008,2,4,12,125,36
2009,2,4,12,125,246
2010,2,4,12,125,59
2011,2,4,12,125,31
2000,3,4,12,125,1
2001,3,4,12,125,3
2004,3,4,12,125,7
2006,3,4,12,125,1
2007,3,4,12,125,7
2008,3,4,12,125,3
2009,3,4,12,125,28
2010,3,4,12,125,8
2011,3,4,12,125,4
2005,4,4,12,125,1
2012,2,4,13,125,215
2013,2,4,13,125,10
2014,2,4,13,125,1
2015,2,4,13,125,13
2016,2,4,13,125,114
2017,2,4,13,125,23
2012,3,4,13,125,2
2015,3,4,13,125,1
2016,3,4,13,125,17
2017,3,4,13,125,5
2008,2,2,14,125,29
1992,3,2,14,125,2
1997,3,2,14,125,2
1999,3,2,14,125,2
2001,3,2,14,125,1
2002,3,2,14,125,1
2005,3,2,14,125,13
2006,3,2,14,125,8
2008,3,2,14,125,216
2009,3,2,14,125,12
2015,3,2,14,125,1
2017,3,2,14,125,1
1990,4,2,14,125,1
1995,4,2,14,125,1
2005,4,2,14,125,10
2006,4,2,14,125,3
2007,4,2,14,125,1
2008,4,2,14,125,51
2009,4,2,14,125,5
2014,4,2,14,125,2
1992,3,3,14,125,1
1999,3,3,14,125,1
2011,3,3,14,125,1
1981,4,3,14,125,27
1996,1,2,15,125,69
1997,1,2,15,125,18
1998,1,2,15,125,5
1999,1,2,15,125,74
2000,1,2,15,125,38
2001,1,2,15,125,10
2002,1,2,15,125,3
2003,1,2,15,125,4
2005,1,2,15,125,2
2008,1,2,15,125,100
2009,1,2,15,125,6
2010,1,2,15,125,10
2011,1,2,15,125,59
2012,1,2,15,125,10
2013,1,2,15,125,4
2014,1,2,15,125,10
2015,1,2,15,125,3
2016,1,2,15,125,1
2017,1,2,15,125,1
1979,2,2,15,125,6
1982,2,2,15,125,7
1983,2,2,15,125,1
1984,2,2,15,125,6
1985,2,2,15,125,10
1986,2,2,15,125,7
1988,2,2,15,125,1
1989,2,2,15,125,2
1990,2,2,15,125,6
1992,2,2,15,125,1
1994,2,2,15,125,4
1995,2,2,15,125,2
1996,2,2,15,125,2
1999,2,2,15,125,21
2001,2,2,15,125,7
2002,2,2,15,125,80
2004,2,2,15,125,16
2005,2,2,15,125,1
2006,2,2,15,125,5
2008,2,2,15,125,22
2009,2,2,15,125,6
2010,2,2,15,125,13
2011,2,2,15,125,11
2012,2,2,15,125,4
2013,2,2,15,125,1
2014,2,2,15,125,9
2015,2,2,15,125,7
2016,2,2,15,125,1
2017,2,2,15,125,14
1979,3,2,15,125,4
1982,3,2,15,125,5
1983,3,2,15,125,14
1984,3,2,15,125,71
1985,3,2,15,125,5
1986,3,2,15,125,13
1987,3,2,15,125,25
1988,3,2,15,125,17
1989,3,2,15,125,32
1990,3,2,15,125,10
1991,3,2,15,125,16
1992,3,2,15,125,4
1993,3,2,15,125,34
1994,3,2,15,125,45
1995,3,2,15,125,23
1996,3,2,15,125,48
1997,3,2,15,125,48
1998,3,2,15,125,28
1999,3,2,15,125,57
2000,3,2,15,125,2
2001,3,2,15,125,951
2002,3,2,15,125,710
2004,3,2,15,125,770
2005,3,2,15,125,23
2006,3,2,15,125,42
2007,3,2,15,125,20
2008,3,2,15,125,376
2009,3,2,15,125,26
2010,3,2,15,125,29
2011,3,2,15,125,13
2012,3,2,15,125,17
2013,3,2,15,125,18
2014,3,2,15,125,5
2015,3,2,15,125,4
2016,3,2,15,125,14
2017,3,2,15,125,15
1983,4,2,15,125,4
1987,4,2,15,125,2
1988,4,2,15,125,4
1989,4,2,15,125,11
1990,4,2,15,125,3
1991,4,2,15,125,1
1999,4,2,15,125,11
2000,4,2,15,125,2
2004,4,2,15,125,60
2005,4,2,15,125,2
2008,4,2,15,125,16
2009,4,2,15,125,8
2010,4,2,15,125,5
2011,4,2,15,125,1
2012,4,2,15,125,1
2013,4,2,15,125,1
2016,4,2,15,125,10
2017,4,2,15,125,1
1996,1,2,16,125,37
1997,1,2,16,125,10
1998,1,2,16,125,7
1999,1,2,16,125,10
2000,1,2,16,125,48
2001,1,2,16,125,7
2002,1,2,16,125,3
2005,1,2,16,125,3
2009,1,2,16,125,22
2010,1,2,16,125,10
2011,1,2,16,125,14
2012,1,2,16,125,22
2013,1,2,16,125,7
2014,1,2,16,125,2
2015,1,2,16,125,1
2016,1,2,16,125,1
1983,2,2,16,125,1
1984,2,2,16,125,1
1988,2,2,16,125,1
1989,2,2,16,125,1
1992,2,2,16,125,1
1999,2,2,16,125,4
2001,2,2,16,125,4
2002,2,2,16,125,9
2004,2,2,16,125,1
2006,2,2,16,125,2
2009,2,2,16,125,22
2010,2,2,16,125,8
2011,2,2,16,125,1
2012,2,2,16,125,2
2013,2,2,16,125,2
2014,2,2,16,125,1
2015,2,2,16,125,1
2017,2,2,16,125,4
1979,3,2,16,125,1
1982,3,2,16,125,1
1983,3,2,16,125,1
1984,3,2,16,125,11
1985,3,2,16,125,5
1986,3,2,16,125,1
1987,3,2,16,125,1
1988,3,2,16,125,27
1989,3,2,16,125,12
1990,3,2,16,125,35
1991,3,2,16,125,13
1992,3,2,16,125,5
1994,3,2,16,125,1
1996,3,2,16,125,1
1997,3,2,16,125,11
1998,3,2,16,125,1
1999,3,2,16,125,1
2001,3,2,16,125,149
2002,3,2,16,125,157
2004,3,2,16,125,76
2005,3,2,16,125,4
2006,3,2,16,125,5
2007,3,2,16,125,7
2008,3,2,16,125,6
2009,3,2,16,125,20
2011,3,2,16,125,8
2013,3,2,16,125,7
2014,3,2,16,125,1
2015,3,2,16,125,1
2017,3,2,16,125,6
1983,4,2,16,125,1
1985,4,2,16,125,1
1988,4,2,16,125,16
1989,4,2,16,125,2
1990,4,2,16,125,12
1994,4,2,16,125,1
1999,4,2,16,125,8
2000,4,2,16,125,2
2002,4,2,16,125,3
2004,4,2,16,125,11
2008,4,2,16,125,1
2016,4,2,16,125,3
1955,3,2,17,125,23.1
1956,3,2,17,125,22.9
1957,3,2,17,125,6
1958,3,2,17,125,25.8
1959,3,2,17,125,274.8
1960,3,2,17,125,61.2
1961,3,2,17,125,36035.7
1996,3,2,17,125,1
2009,3,2,17,125,6
2011,3,2,17,125,1
2012,3,2,17,125,1
2004,4,2,17,125,4
2009,4,2,17,125,3
1996,1,4,17,125,4
2001,1,4,17,125,155
2002,1,4,17,125,305
2005,1,4,17,125,69
2006,1,4,17,125,526
2007,1,4,17,125,511
2008,1,4,17,125,90
2009,1,4,17,125,2
2010,1,4,17,125,10
2011,1,4,17,125,14
2012,1,4,17,125,3
2013,1,4,17,125,43
2015,1,4,17,125,4
2016,1,4,17,125,897
2017,1,4,17,125,759
1980,2,4,17,125,1
1981,2,4,17,125,1
1982,2,4,17,125,1
2002,2,4,17,125,10
2006,2,4,17,125,52
2007,2,4,17,125,58
2013,2,4,17,125,1
2014,2,4,17,125,4
2015,2,4,17,125,52
2016,2,4,17,125,311
2017,2,4,17,125,482
1981,3,4,17,125,1
1997,3,4,17,125,2
1999,3,4,17,125,5
2000,3,4,17,125,880
2001,3,4,17,125,25
2002,3,4,17,125,70
2007,3,4,17,125,8
2008,3,4,17,125,6
2009,3,4,17,125,264
2010,3,4,17,125,97
2011,3,4,17,125,38
2012,3,4,17,125,35
2013,3,4,17,125,48
2014,3,4,17,125,95
2015,3,4,17,125,94
2016,3,4,17,125,292
2017,3,4,17,125,448
1981,4,4,17,125,4
1993,4,4,17,125,105
1994,4,4,17,125,10
1996,4,4,17,125,100
1997,4,4,17,125,69
1998,4,4,17,125,30
1999,4,4,17,125,80
2000,4,4,17,125,2234
2001,4,4,17,125,125
2002,4,4,17,125,15
2006,4,4,17,125,143
2008,4,4,17,125,15
2009,4,4,17,125,117
2010,4,4,17,125,11
2011,4,4,17,125,51
2012,4,4,17,125,76
2013,4,4,17,125,153
2014,4,4,17,125,199
2015,4,4,17,125,108
2016,4,4,17,125,1030
2017,4,4,17,125,341
2012,1,6,17,125,1
2015,1,6,17,125,1
2009,2,6,17,125,12
2012,2,6,17,125,1
2015,2,6,17,125,2
1982,3,6,17,125,30
1985,3,6,17,125,15
1989,3,6,17,125,10
1999,3,6,17,125,30
2000,3,6,17,125,5
2001,3,6,17,125,25
2007,3,6,17,125,62
2008,3,6,17,125,27
2009,3,6,17,125,239
2010,3,6,17,125,10
2011,3,6,17,125,6
2012,3,6,17,125,88
1994,4,6,17,125,45
1997,4,6,17,125,30
1999,4,6,17,125,5
2000,4,6,17,125,5
2001,4,6,17,125,15
2002,4,6,17,125,5
2005,4,6,17,125,2
2009,4,6,17,125,5
2010,4,6,17,125,15
2012,4,6,17,125,15
2016,4,6,17,125,17
2017,4,6,17,125,16
1984,1,7,17,125,2
1987,1,7,17,125,4
1989,1,7,17,125,12
1993,1,7,17,125,49
1994,1,7,17,125,32
1995,1,7,17,125,532
1996,1,7,17,125,172
1997,1,7,17,125,123
1998,1,7,17,125,46
1999,1,7,17,125,1
2000,1,7,17,125,204
2001,1,7,17,125,55
2003,1,7,17,125,63
2004,1,7,17,125,156
2005,1,7,17,125,802
2006,1,7,17,125,759
2007,1,7,17,125,309
2008,1,7,17,125,340
2009,1,7,17,125,299
2010,1,7,17,125,571
2011,1,7,17,125,606
2012,1,7,17,125,95
2013,1,7,17,125,146
2017,1,7,17,125,24
1956,2,7,17,125,5
1957,2,7,17,125,7
1958,2,7,17,125,33
1959,2,7,17,125,21
1960,2,7,17,125,64
1961,2,7,17,125,34
1962,2,7,17,125,83
1963,2,7,17,125,48
1964,2,7,17,125,14
1965,2,7,17,125,97
1966,2,7,17,125,147
1967,2,7,17,125,56
1968,2,7,17,125,105
1969,2,7,17,125,122
1970,2,7,17,125,21
1971,2,7,17,125,6
1972,2,7,17,125,2
1973,2,7,17,125,10
1974,2,7,17,125,3
1975,2,7,17,125,94
1976,2,7,17,125,40
1977,2,7,17,125,15
1978,2,7,17,125,40
1979,2,7,17,125,29
1980,2,7,17,125,20
1981,2,7,17,125,42
1982,2,7,17,125,54
1983,2,7,17,125,22
1984,2,7,17,125,813
1985,2,7,17,125,658
1986,2,7,17,125,218
1987,2,7,17,125,18
1988,2,7,17,125,5
1989,2,7,17,125,53
1990,2,7,17,125,358
1991,2,7,17,125,582
1992,2,7,17,125,13
1993,2,7,17,125,168
1994,2,7,17,125,513
1995,2,7,17,125,2044
1996,2,7,17,125,1083
1997,2,7,17,125,776
1998,2,7,17,125,1450
1999,2,7,17,125,1387
2000,2,7,17,125,1543
2001,2,7,17,125,1244
2002,2,7,17,125,776
2003,2,7,17,125,5296
2004,2,7,17,125,1994
2005,2,7,17,125,1414
2006,2,7,17,125,1769
2007,2,7,17,125,991
2008,2,7,17,125,3316
2009,2,7,17,125,3558
2010,2,7,17,125,4634
2011,2,7,17,125,3037
2012,2,7,17,125,3353
2013,2,7,17,125,116
2014,2,7,17,125,1101
2015,2,7,17,125,285
2016,2,7,17,125,474
2017,2,7,17,125,581
1958,3,7,17,125,1
1966,3,7,17,125,1
1976,3,7,17,125,3
1982,3,7,17,125,410
1984,3,7,17,125,852
1985,3,7,17,125,754
1986,3,7,17,125,14
1987,3,7,17,125,293
1988,3,7,17,125,60
1989,3,7,17,125,52
1992,3,7,17,125,12
1993,3,7,17,125,90.3
1995,3,7,17,125,10
1996,3,7,17,125,13
1997,3,7,17,125,63
1999,3,7,17,125,2
2000,3,7,17,125,222
2001,3,7,17,125,1
2002,3,7,17,125,3
2003,3,7,17,125,84
2006,3,7,17,125,26
2007,3,7,17,125,157
2008,3,7,17,125,118
2009,3,7,17,125,481
2010,3,7,17,125,1792
2011,3,7,17,125,142
2012,3,7,17,125,14
2013,3,7,17,125,28
2014,3,7,17,125,957
2015,3,7,17,125,1044
2016,3,7,17,125,1230
2017,3,7,17,125,281
1984,4,7,17,125,71
1986,4,7,17,125,2
1992,4,7,17,125,75
1993,4,7,17,125,730.6
1994,4,7,17,125,34
1995,4,7,17,125,500
1997,4,7,17,125,243
1999,4,7,17,125,96
2000,4,7,17,125,197
2001,4,7,17,125,2
2002,4,7,17,125,100
2003,4,7,17,125,206
2004,4,7,17,125,452
2005,4,7,17,125,12
2006,4,7,17,125,1451
2007,4,7,17,125,1986
2008,4,7,17,125,28
2009,4,7,17,125,549
2010,4,7,17,125,621
2011,4,7,17,125,418
2012,4,7,17,125,26
2013,4,7,17,125,33
2016,4,7,17,125,4
2017,4,7,17,125,7
1988,1,1,1,150,1
1996,1,1,1,150,3
2000,1,1,1,150,35
2001,1,1,1,150,5
2002,1,1,1,150,15
2003,1,1,1,150,32
2004,1,1,1,150,12
2005,1,1,1,150,13
2006,1,1,1,150,2
2007,1,1,1,150,4
2008,1,1,1,150,8
2009,1,1,1,150,21
2010,1,1,1,150,8
2011,1,1,1,150,1
2012,1,1,1,150,2
2013,1,1,1,150,1
2014,1,1,1,150,5
2015,1,1,1,150,3
2016,1,1,1,150,2
2017,1,1,1,150,4
1994,2,1,1,150,1
1996,2,1,1,150,22
2000,2,1,1,150,16
2001,2,1,1,150,10
2002,2,1,1,150,31
2003,2,1,1,150,12
2004,2,1,1,150,15
2005,2,1,1,150,17
2007,2,1,1,150,7
2008,2,1,1,150,9
2009,2,1,1,150,9
2010,2,1,1,150,6
2012,2,1,1,150,1
2013,2,1,1,150,3
2014,2,1,1,150,4
2016,2,1,1,150,8
1995,3,1,1,150,1
1996,3,1,1,150,1
2000,3,1,1,150,3
2005,3,1,1,150,1
2007,3,1,1,150,3
2002,4,1,1,150,6
2003,4,1,1,150,2
2004,4,1,1,150,1
2007,4,1,1,150,1
1983,1,2,1,150,11
1987,1,2,1,150,1
1988,1,2,1,150,221
1989,1,2,1,150,242
1991,1,2,1,150,2
