"Year","Subyear","Area","Fleet","Length_category","N"
2006,2,7,1,0,2
1987,2,4,2,0,4
1982,3,7,5,0,232
1957,3,2,17,0,1
1998,2,7,17,0,1
1983,3,7,17,0,2
1984,3,7,17,0,126
1993,3,7,17,0,268
1994,3,7,17,0,22
1984,4,7,17,0,28
1994,4,7,17,0,1
1995,4,7,17,0,1
2009,4,2,1,25,1
2007,1,7,1,25,13
1993,2,7,1,25,63
2000,2,7,1,25,29
2007,2,7,1,25,2
2009,2,7,1,25,5
1993,3,7,1,25,37
2010,3,7,1,25,1
2015,3,7,1,25,2
2017,3,7,1,25,14
1993,4,7,1,25,76
2004,4,7,1,25,365
2006,4,7,1,25,370
2007,4,7,1,25,12
2013,4,7,1,25,12
2015,4,7,1,25,16
2016,4,7,1,25,165
2017,4,7,1,25,52
1976,1,2,2,25,1
1985,1,2,2,25,8
1987,1,2,2,25,1
1982,4,2,2,25,1
1983,4,2,2,25,2
1984,4,2,2,25,2
1986,4,2,2,25,1
1987,4,2,2,25,1
1990,4,2,2,25,1
1991,2,4,2,25,1
1985,2,7,2,25,2
1953,2,6,3,25,6
1980,1,7,5,25,366
1974,3,7,5,25,197
1977,3,7,5,25,205
1982,3,7,5,25,245
1988,3,7,5,25,266
1990,3,7,5,25,180
1995,3,7,5,25,212
1999,3,7,5,25,325
2003,3,7,5,25,287
1975,4,7,5,25,156
1979,4,7,5,25,285
1993,4,7,5,25,192
1994,4,7,5,25,787
2007,4,7,5,25,106
1977,2,7,6,25,349
1980,2,7,6,25,96
1982,2,7,6,25,782
1985,2,7,6,25,402
1988,2,7,6,25,376
1990,2,7,6,25,3167
1991,2,7,6,25,3203
1993,2,7,6,25,445
1995,2,7,6,25,223
1999,2,7,6,25,427
2010,2,7,7,25,1
2006,3,7,9,25,1
1977,3,2,10,25,1
1958,2,4,12,25,2.5
1982,2,2,15,25,2
1983,2,2,15,25,11
1984,2,2,15,25,1
1985,2,2,15,25,1
1986,2,2,15,25,2
1987,2,2,15,25,1
1989,2,2,15,25,1
1990,2,2,15,25,1
1993,2,2,15,25,2
1994,2,2,15,25,1
1996,2,2,15,25,1
1979,3,2,15,25,2
1984,3,2,15,25,8
1989,3,2,15,25,2
1993,3,2,15,25,1
1995,3,2,15,25,3
1957,3,2,17,25,42.8
1960,3,2,17,25,2.4
1983,1,4,17,25,55
1983,2,4,17,25,64
1988,2,4,17,25,4
1983,3,4,17,25,6
1982,4,4,17,25,22
1993,4,4,17,25,145
1996,4,4,17,25,85
1997,2,6,17,25,25
1998,2,6,17,25,15
1997,3,6,17,25,5
1998,3,6,17,25,35
2002,3,6,17,25,10
2005,3,6,17,25,1
2007,3,6,17,25,1
1992,4,6,17,25,50
2007,4,6,17,25,1
1992,1,7,17,25,221
1994,1,7,17,25,12
2010,1,7,17,25,23
2011,1,7,17,25,4
1993,2,7,17,25,42
1994,2,7,17,25,12
1998,2,7,17,25,1
2004,2,7,17,25,5
2005,2,7,17,25,2
2009,2,7,17,25,2
2010,2,7,17,25,52
2012,2,7,17,25,1
1983,3,7,17,25,8
1984,3,7,17,25,33
1992,3,7,17,25,10555
1993,3,7,17,25,742
1994,3,7,17,25,148
1995,3,7,17,25,78
2004,3,7,17,25,44
2005,3,7,17,25,14
2009,3,7,17,25,16
1983,4,7,17,25,331
1984,4,7,17,25,61
1991,4,7,17,25,28
1992,4,7,17,25,17336
1993,4,7,17,25,1860
1994,4,7,17,25,145
1995,4,7,17,25,257
1996,4,7,17,25,3
1998,4,7,17,25,50
1999,4,7,17,25,122
2003,4,7,17,25,95
2005,4,7,17,25,22
2009,4,7,17,25,90
2002,1,1,1,50,1
1999,2,1,1,50,1
1988,1,2,1,50,6
1994,1,2,1,50,1
2000,2,2,1,50,1
2001,2,2,1,50,1
1988,4,2,1,50,5
1984,1,7,1,50,3
2000,1,7,1,50,6
2007,1,7,1,50,58
2012,1,7,1,50,1
1984,2,7,1,50,2
1993,2,7,1,50,118
1996,2,7,1,50,4
1998,2,7,1,50,909
2000,2,7,1,50,365
2003,2,7,1,50,25
2004,2,7,1,50,2
2005,2,7,1,50,7
2007,2,7,1,50,29
2008,2,7,1,50,19
2009,2,7,1,50,5
2010,2,7,1,50,1
2011,2,7,1,50,22
2012,2,7,1,50,1
2013,2,7,1,50,4
2014,2,7,1,50,1
2016,2,7,1,50,1
2017,2,7,1,50,1
1984,3,7,1,50,16
1988,3,7,1,50,4
1991,3,7,1,50,6
1992,3,7,1,50,57
1993,3,7,1,50,172
1994,3,7,1,50,28
2000,3,7,1,50,16
2003,3,7,1,50,9
2004,3,7,1,50,35
2005,3,7,1,50,22
2006,3,7,1,50,107
2007,3,7,1,50,7
2008,3,7,1,50,413
2009,3,7,1,50,422
2010,3,7,1,50,42
2011,3,7,1,50,1
2012,3,7,1,50,2
2013,3,7,1,50,1
2015,3,7,1,50,1
2016,3,7,1,50,1
2017,3,7,1,50,1
1984,4,7,1,50,4
1988,4,7,1,50,2
1993,4,7,1,50,27
1994,4,7,1,50,13
2000,4,7,1,50,29
2004,4,7,1,50,199
2005,4,7,1,50,8
2006,4,7,1,50,584
2007,4,7,1,50,122
2008,4,7,1,50,16
2012,4,7,1,50,2
2016,4,7,1,50,3
2017,4,7,1,50,3
1973,2,1,2,50,5
1973,3,1,2,50,1
1976,1,2,2,50,14
1977,1,2,2,50,55
1978,1,2,2,50,1
1979,1,2,2,50,26
1981,1,2,2,50,23
1984,1,2,2,50,3
1985,1,2,2,50,33
1986,1,2,2,50,2
1987,1,2,2,50,17
1988,1,2,2,50,36
2005,1,2,2,50,3
1976,2,2,2,50,1
1981,2,2,2,50,2
1985,2,2,2,50,1
1997,2,2,2,50,2
1972,3,2,2,50,1
1976,3,2,2,50,1
1986,3,2,2,50,1
1972,4,2,2,50,3
1976,4,2,2,50,23
1978,4,2,2,50,8
1979,4,2,2,50,3
1980,4,2,2,50,5
1981,4,2,2,50,26
1982,4,2,2,50,2
1983,4,2,2,50,21
1984,4,2,2,50,6
1986,4,2,2,50,5
1988,4,2,2,50,29
1995,4,2,2,50,1
1996,4,2,2,50,10
1998,4,2,2,50,1
2001,4,2,2,50,1
2004,4,2,2,50,5
1975,2,4,2,50,2
1983,2,4,2,50,1
2002,1,5,2,50,9
1972,4,5,2,50,1
1992,4,5,2,50,2
2001,4,5,2,50,2
2003,4,5,2,50,1
2004,4,5,2,50,1
1990,2,6,2,50,1
1974,3,6,2,50,1
1975,3,6,2,50,14
2003,4,6,2,50,1
2004,4,6,2,50,1
1985,2,7,2,50,15
1983,3,7,2,50,1
1953,2,6,3,50,145
1956,2,6,3,50,54.87
1966,2,6,3,50,89
1967,2,6,3,50,17
1973,2,6,3,50,79
1976,2,6,3,50,15
1977,2,6,3,50,25
1978,2,6,3,50,110
1981,2,6,3,50,100
1982,2,6,3,50,30
1985,2,6,3,50,210
1987,2,6,3,50,20
1989,2,6,3,50,165
1990,2,6,3,50,10
1993,2,6,3,50,5
1995,2,6,3,50,55
1996,2,6,3,50,40
1997,2,6,3,50,85
1998,2,6,3,50,5
1999,2,6,3,50,35
2000,2,6,3,50,10
2001,2,6,3,50,35
2002,2,6,3,50,5
2005,2,6,3,50,347
2006,2,6,3,50,16
1953,3,6,3,50,37
1966,3,6,3,50,449
1967,3,6,3,50,164
1968,3,6,3,50,229
1969,3,6,3,50,87
1970,3,6,3,50,477
1971,3,6,3,50,131
1972,3,6,3,50,68
1973,3,6,3,50,348
1974,3,6,3,50,131
1975,3,6,3,50,62
1976,3,6,3,50,50
1977,3,6,3,50,90
1978,3,6,3,50,1465
1980,3,6,3,50,1000
1981,3,6,3,50,1305
1982,3,6,3,50,780
1983,3,6,3,50,730
1984,3,6,3,50,90
1985,3,6,3,50,580
1986,3,6,3,50,865
1987,3,6,3,50,290
1988,3,6,3,50,2380
1989,3,6,3,50,1610
1990,3,6,3,50,45320
1991,3,6,3,50,1470
1992,3,6,3,50,310
1993,3,6,3,50,300
1994,3,6,3,50,315
1995,3,6,3,50,1715
1996,3,6,3,50,1880
1997,3,6,3,50,1640
1998,3,6,3,50,970
1999,3,6,3,50,125
2000,3,6,3,50,275
2001,3,6,3,50,30
2002,3,6,3,50,280
2005,3,6,3,50,487
2006,3,6,3,50,134
1953,4,6,3,50,73
1966,4,6,3,50,11
1967,4,6,3,50,25
1968,4,6,3,50,160
1969,4,6,3,50,15
1970,4,6,3,50,113
1971,4,6,3,50,264
1972,4,6,3,50,12
1973,4,6,3,50,160
1974,4,6,3,50,204
1976,4,6,3,50,5
1977,4,6,3,50,100
1978,4,6,3,50,250
1980,4,6,3,50,290
1981,4,6,3,50,110
1982,4,6,3,50,85
1983,4,6,3,50,550
1984,4,6,3,50,10
1985,4,6,3,50,30
1986,4,6,3,50,390
1987,4,6,3,50,105
1988,4,6,3,50,1300
1989,4,6,3,50,740
1990,4,6,3,50,5275
1991,4,6,3,50,365
1992,4,6,3,50,55
1994,4,6,3,50,155
1995,4,6,3,50,770
1996,4,6,3,50,455
1997,4,6,3,50,575
2000,4,6,3,50,195
2002,4,6,3,50,260
2005,4,6,3,50,1676
2006,4,6,3,50,235
2008,2,6,4,50,7
2011,2,6,4,50,2
2008,3,6,4,50,1
2009,3,6,4,50,6
2010,3,6,4,50,150
2011,3,6,4,50,1
2017,3,6,4,50,4
2008,4,6,4,50,19
1976,1,7,5,50,322
1977,1,7,5,50,239
1998,1,7,5,50,129
2000,1,7,5,50,220
2002,1,7,5,50,2457
1971,3,7,5,50,211
1972,3,7,5,50,174
1973,3,7,5,50,2188
1974,3,7,5,50,1904
1975,3,7,5,50,5445
1976,3,7,5,50,1665
1977,3,7,5,50,4573
1979,3,7,5,50,132
1980,3,7,5,50,12116
1981,3,7,5,50,4263
1982,3,7,5,50,57001
1983,3,7,5,50,8293
1984,3,7,5,50,1842
1985,3,7,5,50,8258
1986,3,7,5,50,31019
1987,3,7,5,50,47463
1988,3,7,5,50,32711
1989,3,7,5,50,19063
1990,3,7,5,50,44789
1991,3,7,5,50,28447
1992,3,7,5,50,16258
1993,3,7,5,50,36405
1994,3,7,5,50,29424
1995,3,7,5,50,20851
1996,3,7,5,50,15277
1997,3,7,5,50,7815
1998,3,7,5,50,7301
1999,3,7,5,50,41042
2000,3,7,5,50,7872
2001,3,7,5,50,270
2002,3,7,5,50,926
2003,3,7,5,50,3774
2004,3,7,5,50,7
2005,3,7,5,50,5
1975,4,7,5,50,2623
1976,4,7,5,50,750
1977,4,7,5,50,1224
1978,4,7,5,50,17614
1979,4,7,5,50,9321
1980,4,7,5,50,7140
1981,4,7,5,50,1880
1982,4,7,5,50,34271
1983,4,7,5,50,3472
1984,4,7,5,50,4994
1985,4,7,5,50,3171
1986,4,7,5,50,6362
1987,4,7,5,50,8105
1988,4,7,5,50,5915
1989,4,7,5,50,12843
1990,4,7,5,50,6940
1991,4,7,5,50,9180
1992,4,7,5,50,7886
1993,4,7,5,50,621
1994,4,7,5,50,1736
1995,4,7,5,50,1959
1996,4,7,5,50,3068
1997,4,7,5,50,8170
1998,4,7,5,50,9775
1999,4,7,5,50,18354
2000,4,7,5,50,2544
2001,4,7,5,50,1016
2002,4,7,5,50,108
2004,4,7,5,50,1301
2007,4,7,5,50,64
1972,2,7,6,50,406
1975,2,7,6,50,1697
1977,2,7,6,50,813
1978,2,7,6,50,28
1980,2,7,6,50,168
1981,2,7,6,50,2823
1982,2,7,6,50,2632
1985,2,7,6,50,1658
1986,2,7,6,50,1507
1987,2,7,6,50,8992
1989,2,7,6,50,11770
1990,2,7,6,50,41448
1991,2,7,6,50,24208
1992,2,7,6,50,13102
1993,2,7,6,50,16984
1994,2,7,6,50,1083
1995,2,7,6,50,3504
1996,2,7,6,50,1432
1998,2,7,6,50,6528
1999,2,7,6,50,1656
2000,2,7,6,50,309
2001,2,7,6,50,9194
2002,2,7,6,50,4013
2003,2,7,6,50,6795
2004,2,7,6,50,1203
2010,2,7,7,50,36
2014,2,7,9,50,75
2015,2,7,9,50,451
2016,2,7,9,50,1604
2017,2,7,9,50,35
2009,3,7,9,50,1
2016,3,7,9,50,33
2005,4,7,9,50,1
1979,2,2,10,50,26
1981,2,2,10,50,51
1977,3,2,10,50,26
1978,3,2,10,50,110
1981,3,2,10,50,196
1983,3,2,10,50,50
1984,3,2,10,50,192
1958,2,4,12,50,22.6
1981,4,3,14,50,12
1996,1,2,15,50,1
2012,1,2,15,50,1
1979,2,2,15,50,514
1982,2,2,15,50,190
1983,2,2,15,50,99
1984,2,2,15,50,362
1985,2,2,15,50,38
1986,2,2,15,50,57
1987,2,2,15,50,33
1988,2,2,15,50,64
1989,2,2,15,50,54
1990,2,2,15,50,20
1991,2,2,15,50,2
1992,2,2,15,50,8
1994,2,2,15,50,1
1995,2,2,15,50,2
1996,2,2,15,50,29
1998,2,2,15,50,4
1999,2,2,15,50,2
2001,2,2,15,50,2
2002,2,2,15,50,34
2004,2,2,15,50,5
2005,2,2,15,50,39
2008,2,2,15,50,2
2010,2,2,15,50,5
2012,2,2,15,50,1
2014,2,2,15,50,7
2017,2,2,15,50,3
1979,3,2,15,50,405
1982,3,2,15,50,150
1983,3,2,15,50,220
1984,3,2,15,50,182
1985,3,2,15,50,9
1986,3,2,15,50,14
1987,3,2,15,50,7
1988,3,2,15,50,23
1989,3,2,15,50,4
1990,3,2,15,50,12
1991,3,2,15,50,46
1992,3,2,15,50,8
1993,3,2,15,50,25
1994,3,2,15,50,21
1995,3,2,15,50,10
1996,3,2,15,50,13
1997,3,2,15,50,15
1998,3,2,15,50,11
1999,3,2,15,50,5
2001,3,2,15,50,13
2002,3,2,15,50,30
2004,3,2,15,50,28
2005,3,2,15,50,53
2006,3,2,15,50,3
2008,3,2,15,50,4
2009,3,2,15,50,2
2010,3,2,15,50,3
2013,3,2,15,50,2
2014,3,2,15,50,2
2017,3,2,15,50,1
1984,4,2,15,50,5
1991,4,2,15,50,4
1994,4,2,15,50,1
2004,4,2,15,50,4
2005,4,2,15,50,1
2007,4,2,15,50,1
2012,4,2,15,50,1
2017,4,2,15,50,1
1990,2,2,17,50,1
1991,2,2,17,50,1
1955,3,2,17,50,4.9
1958,3,2,17,50,1.4
1959,3,2,17,50,5.5
1960,3,2,17,50,262.5
1961,3,2,17,50,15018.1
1995,3,2,17,50,2
2002,1,4,17,50,125
2005,1,4,17,50,38
2006,1,4,17,50,1
1977,2,4,17,50,7
1981,2,4,17,50,9
1982,2,4,17,50,49
1983,2,4,17,50,204
1985,2,4,17,50,17
1987,2,4,17,50,6
1988,2,4,17,50,56
1990,2,4,17,50,1
1991,2,4,17,50,1
1996,2,4,17,50,31
2003,2,4,17,50,7
1980,3,4,17,50,9
1982,3,4,17,50,3
1983,3,4,17,50,184
1986,3,4,17,50,55
1995,3,4,17,50,1410
1996,3,4,17,50,76
2004,3,4,17,50,22
2008,3,4,17,50,11
1977,4,4,17,50,9
1980,4,4,17,50,9
1982,4,4,17,50,2
1993,4,4,17,50,13570
1994,4,4,17,50,27730
1995,4,4,17,50,705
1996,4,4,17,50,1315
1998,4,4,17,50,505
2000,4,4,17,50,2
2001,4,4,17,50,460
2002,4,4,17,50,1350
2006,4,4,17,50,1
1991,4,5,17,50,4023
1991,2,6,17,50,10
1996,2,6,17,50,390
1997,2,6,17,50,45
1998,2,6,17,50,45
1999,2,6,17,50,5
2000,2,6,17,50,50
2001,2,6,17,50,5
2002,2,6,17,50,10
2005,2,6,17,50,35
2006,2,6,17,50,2
2007,2,6,17,50,1
2008,2,6,17,50,1
1978,3,6,17,50,123
1982,3,6,17,50,1525
1983,3,6,17,50,1510
1984,3,6,17,50,260
1985,3,6,17,50,60
1986,3,6,17,50,5150
1987,3,6,17,50,310
1988,3,6,17,50,600
1989,3,6,17,50,1270
1990,3,6,17,50,420
1991,3,6,17,50,245
1992,3,6,17,50,680
1993,3,6,17,50,140
1994,3,6,17,50,685
1995,3,6,17,50,1145
1996,3,6,17,50,525
1997,3,6,17,50,475
1998,3,6,17,50,530
1999,3,6,17,50,420
2000,3,6,17,50,120
2001,3,6,17,50,105
2002,3,6,17,50,220
2005,3,6,17,50,405
2006,3,6,17,50,93
2007,3,6,17,50,13
2008,3,6,17,50,1
2009,3,6,17,50,29
2010,3,6,17,50,2
1982,4,6,17,50,70
1983,4,6,17,50,565
1984,4,6,17,50,170
1985,4,6,17,50,10
1986,4,6,17,50,1705
1987,4,6,17,50,20
1988,4,6,17,50,125
1989,4,6,17,50,65
1990,4,6,17,50,50
1991,4,6,17,50,20
1992,4,6,17,50,380
1994,4,6,17,50,155
1995,4,6,17,50,85
1996,4,6,17,50,170
1997,4,6,17,50,50
1998,4,6,17,50,50
2000,4,6,17,50,15
2001,4,6,17,50,25
2002,4,6,17,50,45
2005,4,6,17,50,310
2006,4,6,17,50,115
2007,4,6,17,50,9
2012,4,6,17,50,2
1992,1,7,17,50,775
1994,1,7,17,50,21
2000,1,7,17,50,47
2009,1,7,17,50,1
2010,1,7,17,50,12
2011,1,7,17,50,53
1984,2,7,17,50,7
1993,2,7,17,50,14
1994,2,7,17,50,9
1995,2,7,17,50,3
1996,2,7,17,50,38
2003,2,7,17,50,27
2004,2,7,17,50,124
2005,2,7,17,50,212
2008,2,7,17,50,51
2010,2,7,17,50,69
2011,2,7,17,50,1
2012,2,7,17,50,1
1984,3,7,17,50,906
1992,3,7,17,50,29003
1993,3,7,17,50,10161.6
1995,3,7,17,50,4
1996,3,7,17,50,22
2003,3,7,17,50,64
2004,3,7,17,50,110
2005,3,7,17,50,50
2008,3,7,17,50,779
2009,3,7,17,50,8
1984,4,7,17,50,327
1993,4,7,17,50,2.5
1994,4,7,17,50,1
1995,4,7,17,50,45
1996,4,7,17,50,5
1998,4,7,17,50,9
1999,4,7,17,50,12
2003,4,7,17,50,326
2004,4,7,17,50,75
2005,4,7,17,50,58
2008,4,7,17,50,6
2009,4,7,17,50,36
2010,4,7,17,50,39
2017,1,1,1,75,1
1988,1,2,1,75,139
1989,1,2,1,75,13
1994,1,2,1,75,14
1985,2,2,1,75,9
1995,2,2,1,75,1
2000,2,2,1,75,3
2001,2,2,1,75,1
2002,2,2,1,75,2
1984,3,2,1,75,1
1985,3,2,1,75,1
2000,3,2,1,75,4
2001,3,2,1,75,2
2008,3,2,1,75,7
1984,4,2,1,75,3
1987,4,2,1,75,3
1988,4,2,1,75,5
2008,4,2,1,75,2
2015,4,2,1,75,9
1996,1,4,1,75,1
1998,1,4,1,75,1
1996,2,4,1,75,2
1998,2,4,1,75,4
1998,4,4,1,75,1
2005,1,6,1,75,2
1984,1,7,1,75,6
1987,1,7,1,75,1
1990,1,7,1,75,4
1994,1,7,1,75,1
2000,1,7,1,75,21
2005,1,7,1,75,8
2007,1,7,1,75,29
2008,1,7,1,75,12
2009,1,7,1,75,10
2010,1,7,1,75,13
2012,1,7,1,75,1
2013,1,7,1,75,5
1984,2,7,1,75,15
1988,2,7,1,75,7
1993,2,7,1,75,94
1994,2,7,1,75,4
1995,2,7,1,75,13
1996,2,7,1,75,57
1997,2,7,1,75,5
1998,2,7,1,75,1119
2000,2,7,1,75,556
2001,2,7,1,75,9
2002,2,7,1,75,7
2003,2,7,1,75,33
2004,2,7,1,75,7
2005,2,7,1,75,17
2006,2,7,1,75,17
2007,2,7,1,75,211
2008,2,7,1,75,334
2009,2,7,1,75,1245
2010,2,7,1,75,244
2011,2,7,1,75,38
2012,2,7,1,75,54
2013,2,7,1,75,35
2014,2,7,1,75,3
2015,2,7,1,75,10
2017,2,7,1,75,10
1984,3,7,1,75,40
1987,3,7,1,75,36
1988,3,7,1,75,44
1990,3,7,1,75,6
1991,3,7,1,75,49
1992,3,7,1,75,260
1993,3,7,1,75,241
1994,3,7,1,75,79
2000,3,7,1,75,158
2003,3,7,1,75,39
2004,3,7,1,75,31
2005,3,7,1,75,44
2006,3,7,1,75,589
2007,3,7,1,75,475
2008,3,7,1,75,4003
2009,3,7,1,75,2371
2010,3,7,1,75,23
2011,3,7,1,75,55
2012,3,7,1,75,1
2013,3,7,1,75,7
2014,3,7,1,75,4
2015,3,7,1,75,4
2016,3,7,1,75,10
2017,3,7,1,75,123
1984,4,7,1,75,16
1987,4,7,1,75,2
1988,4,7,1,75,5
1993,4,7,1,75,29
1994,4,7,1,75,20
2000,4,7,1,75,43
2003,4,7,1,75,3
2004,4,7,1,75,123
2005,4,7,1,75,104
2006,4,7,1,75,737
2007,4,7,1,75,54
2008,4,7,1,75,757
2009,4,7,1,75,1
2014,4,7,1,75,2
2016,4,7,1,75,16
2017,4,7,1,75,73
1973,2,1,2,75,1
1976,1,2,2,75,290
1977,1,2,2,75,631
1978,1,2,2,75,95
1979,1,2,2,75,62
1980,1,2,2,75,21
1981,1,2,2,75,248
1982,1,2,2,75,17
1983,1,2,2,75,92
1984,1,2,2,75,60
1985,1,2,2,75,3484
1986,1,2,2,75,41
1987,1,2,2,75,303
1988,1,2,2,75,795
1989,1,2,2,75,4
1990,1,2,2,75,132
1991,1,2,2,75,8
1992,1,2,2,75,10
1993,1,2,2,75,21
1994,1,2,2,75,13
1996,1,2,2,75,3
1998,1,2,2,75,18
1999,1,2,2,75,1
2005,1,2,2,75,41
2006,1,2,2,75,27
1976,2,2,2,75,2
1979,2,2,2,75,5
1980,2,2,2,75,3
1981,2,2,2,75,7
1985,2,2,2,75,6
1997,2,2,2,75,21
1976,3,2,2,75,1
1979,3,2,2,75,1
1980,3,2,2,75,1
1985,3,2,2,75,1
1971,4,2,2,75,1
1972,4,2,2,75,1
1973,4,2,2,75,35
1976,4,2,2,75,258
1977,4,2,2,75,8
1978,4,2,2,75,11
1979,4,2,2,75,23
1980,4,2,2,75,36
1981,4,2,2,75,51
1982,4,2,2,75,7
1983,4,2,2,75,52
1984,4,2,2,75,1037
1986,4,2,2,75,83
1987,4,2,2,75,323
1988,4,2,2,75,108
1989,4,2,2,75,38
1990,4,2,2,75,2
1991,4,2,2,75,7
1992,4,2,2,75,3
1993,4,2,2,75,1
1994,4,2,2,75,8
1995,4,2,2,75,1
1996,4,2,2,75,274
1998,4,2,2,75,1
1999,4,2,2,75,4
2000,4,2,2,75,1
2001,4,2,2,75,1
2002,4,2,2,75,1
2003,4,2,2,75,1
2004,4,2,2,75,3
2007,4,2,2,75,232
1986,1,4,2,75,4
1990,1,4,2,75,3
2003,1,4,2,75,1
2007,1,4,2,75,1
1975,2,4,2,75,4
1979,2,4,2,75,2
1980,2,4,2,75,4
1983,2,4,2,75,7
1984,2,4,2,75,1
1986,2,4,2,75,3
2007,4,4,2,75,17
1981,1,5,2,75,1
2002,1,5,2,75,11
1976,2,5,2,75,20
1972,3,5,2,75,1
1991,4,5,2,75,3
1992,4,5,2,75,1
1993,4,5,2,75,1
1994,4,5,2,75,1
1995,4,5,2,75,1
1999,4,5,2,75,5
2002,4,5,2,75,1
2003,4,5,2,75,8
2004,4,5,2,75,27
2005,4,5,2,75,3
2008,4,5,2,75,2.2
2009,4,5,2,75,1
1975,2,6,2,75,3
1976,2,6,2,75,9
1992,2,6,2,75,2
1974,3,6,2,75,5
1975,3,6,2,75,62
1983,3,6,2,75,1
2003,4,6,2,75,4
2004,4,6,2,75,14
2005,4,6,2,75,7
2006,4,6,2,75,1
2007,4,6,2,75,4
1981,2,7,2,75,1
1983,2,7,2,75,1
1985,2,7,2,75,38
1986,2,7,2,75,1
1987,2,7,2,75,1
1988,2,7,2,75,2
1989,2,7,2,75,1
1990,2,7,2,75,1
1993,2,7,2,75,3
2007,2,7,2,75,3
1976,3,7,2,75,4
1983,3,7,2,75,3
1984,3,7,2,75,1
1985,3,7,2,75,3
1953,2,6,3,75,83
1956,2,6,3,75,189.93
1966,2,6,3,75,1486
1967,2,6,3,75,203
1969,2,6,3,75,7
1970,2,6,3,75,9
1972,2,6,3,75,99
1973,2,6,3,75,477
1976,2,6,3,75,85
1977,2,6,3,75,170
1978,2,6,3,75,95
1979,2,6,3,75,10
1981,2,6,3,75,130
1982,2,6,3,75,70
1983,2,6,3,75,105
1985,2,6,3,75,395
1987,2,6,3,75,30
1989,2,6,3,75,400
1990,2,6,3,75,260
1991,2,6,3,75,40
1993,2,6,3,75,120
1994,2,6,3,75,135
1995,2,6,3,75,310
1996,2,6,3,75,430
1997,2,6,3,75,185
1998,2,6,3,75,60
1999,2,6,3,75,225
2000,2,6,3,75,355
2001,2,6,3,75,195
2002,2,6,3,75,235
2005,2,6,3,75,1465
2006,2,6,3,75,1212
1953,3,6,3,75,196
1966,3,6,3,75,2573
1967,3,6,3,75,2004
1968,3,6,3,75,677
1969,3,6,3,75,759
1970,3,6,3,75,514
1971,3,6,3,75,947
1972,3,6,3,75,2153
1973,3,6,3,75,3061
1974,3,6,3,75,1144
1975,3,6,3,75,404
1976,3,6,3,75,1340
1977,3,6,3,75,2995
1978,3,6,3,75,2005
1979,3,6,3,75,15
1980,3,6,3,75,850
1981,3,6,3,75,1165
1982,3,6,3,75,1425
1983,3,6,3,75,850
1984,3,6,3,75,2375
1985,3,6,3,75,1805
1986,3,6,3,75,570
1987,3,6,3,75,1075
1988,3,6,3,75,945
1989,3,6,3,75,810
1990,3,6,3,75,4202
1991,3,6,3,75,1640
1992,3,6,3,75,810
1993,3,6,3,75,1235
1994,3,6,3,75,970
1995,3,6,3,75,710
1996,3,6,3,75,475
1997,3,6,3,75,1275
1998,3,6,3,75,975
1999,3,6,3,75,75
2000,3,6,3,75,495
2001,3,6,3,75,1070
2002,3,6,3,75,2290
2005,3,6,3,75,386
2006,3,6,3,75,35
1953,4,6,3,75,2
1966,4,6,3,75,6
1967,4,6,3,75,60
1968,4,6,3,75,451
1969,4,6,3,75,25
1970,4,6,3,75,20
1971,4,6,3,75,298
1972,4,6,3,75,230
1973,4,6,3,75,228
1974,4,6,3,75,141
1976,4,6,3,75,65
1977,4,6,3,75,50
1981,4,6,3,75,5
1982,4,6,3,75,15
1983,4,6,3,75,20
1984,4,6,3,75,25
1985,4,6,3,75,295
1986,4,6,3,75,335
1987,4,6,3,75,270
1988,4,6,3,75,30
1989,4,6,3,75,415
1990,4,6,3,75,125
1991,4,6,3,75,140
1992,4,6,3,75,630
1993,4,6,3,75,15
1994,4,6,3,75,835
1995,4,6,3,75,825
1996,4,6,3,75,95
1997,4,6,3,75,440
1998,4,6,3,75,195
2005,4,6,3,75,1750
2006,4,6,3,75,148
2013,1,6,4,75,1
2007,2,6,4,75,224
2008,2,6,4,75,231
2009,2,6,4,75,124
2010,2,6,4,75,9
2011,2,6,4,75,48
2015,2,6,4,75,67
2007,3,6,4,75,354
2008,3,6,4,75,881
2009,3,6,4,75,1000
2010,3,6,4,75,1379
2011,3,6,4,75,305
2012,3,6,4,75,15
2013,3,6,4,75,1
2016,3,6,4,75,65
2017,3,6,4,75,627
2008,4,6,4,75,439
2009,4,6,4,75,7
2010,4,6,4,75,178
2017,4,6,4,75,130
1970,1,7,5,75,800
1972,1,7,5,75,938
1973,1,7,5,75,2294
1976,1,7,5,75,2857
1977,1,7,5,75,735
1980,1,7,5,75,9699
1990,1,7,5,75,5935
1993,1,7,5,75,2
1994,1,7,5,75,978
1995,1,7,5,75,392
1996,1,7,5,75,540
1998,1,7,5,75,6029
1999,1,7,5,75,361
2000,1,7,5,75,192
2001,1,7,5,75,420
2002,1,7,5,75,12449
2005,1,7,5,75,1047
2006,1,7,5,75,2571
2007,1,7,5,75,777
1970,3,7,5,75,2310
1971,3,7,5,75,590
1972,3,7,5,75,1499
1973,3,7,5,75,1239
1974,3,7,5,75,1219
1975,3,7,5,75,13532
1976,3,7,5,75,12169
1977,3,7,5,75,9368
1980,3,7,5,75,6928
1981,3,7,5,75,24056
1982,3,7,5,75,22822
1983,3,7,5,75,4608
1984,3,7,5,75,22507
1985,3,7,5,75,29689
1986,3,7,5,75,22738
