# . ntags
36
# . start.year
1999 1999 1999 1999 1999 1999 1999 2003 2003 2003 2004 1996 1997 1997 2005 2007 2007 2007 2007 2007 2007 2007 2007 2007 2007 2007 2007 2007 2007 2007 2008 2008 2008 2008 2008 2008
# . start.qrt
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
# . end.qrt
2 3 3 3 3 4 3 1 1 4 1 3 2 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
# . start.age
9.283500 9.961500 9.113100 8.318000 9.744000 8.447100 8.526962 8.387500 7.151600 8.382400 9.459700 6.978600 6.303600 9.319900 8.222205 5.743456 5.690875 5.638551 5.638551 5.380680 5.228875 5.902758 5.586479 5.849394 5.586479 5.796295 8.836811 5.586479 11.010190 12.000677 13.961124 13.196651 9.488689 12.384742 11.359901 6.852964
# . end.year
2000 2000 2000 2000 2000 2000 2002 2009 2009 2005 2009 1999 1999 1998 2009 2009 2009 2009 2009 2009 2009 2009 2009 2009 2009 2009 2009 2009 2009 2009 2009 2009 2009 2009 2009 2009
# . area.recovered
4 3 3 3 3 4 3 0 0 3 0 3 0 3 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
# . gear.recovered
1 1 1 1 1 1 1 1 1 1 1 1 1 1 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999 9999
# . length
6 5 6 5 7 7 13 26 26 9 22 13 9 5 16 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 4 4 4 4 4 4
# . was.fished
1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
# . 
3 3 3 3 3 4
# . 
3 3 3 3 3
# . 
3 3 3 0 3 3
# . 
3 3 3 0 3
# . 
3 3 3 3 3 3 3
# . 
3 4 4 4 3 4 4
# . 
3 0 0 0 0 0 0 0 0 0 0 0 3
# . 
3 4 4 4 3 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
# . 
3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
# . 
3 3 3 3 3 3 0 0 3
# . 
3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
# . 
3 3 3 3 3 3 3 3 3 3 3 0 3
# . 
3 3 3 3 0 0 0 0 0
# . 
3 0 0 0 3
# . 
2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
# . 
2 0 0 0 0 0 0 0
# . 
2 0 0 0 0 0 0 0
# . 
2 0 0 0 0 0 0 0
# . 
2 0 0 0 0 0 0 0
# . 
2 0 0 0 0 0 0 0
# . 
2 0 0 0 0 0 0 0
# . 
2 0 0 0 0 0 0 0
# . 
2 0 0 0 0 0 0 0
# . 
2 0 0 0 0 0 0 0
# . 
2 0 0 0 0 0 0 0
# . 
2 0 0 0 0 0 0 0
# . 
2 0 0 0 0 0 0 0
# . 
2 0 0 0 0 0 0 0
# . 
2 0 0 0 0 0 0 0
# . 
2 0 0 0 0 0 0 0
# . 
2 0 0 0
# . 
2 0 0 0
# . 
2 0 0 0
# . 
2 0 0 0
# . 
2 0 0 0
# . 
2 0 0 0
