"Year","Subyear","Area","Fleet","Length_category","N"
1984,3,7,17,10,12
1984,3,7,17,15,43
1984,4,7,17,15,13
2006,2,7,1,20,2
1987,2,4,2,20,4
1982,3,7,5,20,232
1957,3,2,17,20,1
1998,2,7,17,20,1
1983,3,7,17,20,2
1984,3,7,17,20,71
1993,3,7,17,20,268
1994,3,7,17,20,22
1984,4,7,17,20,15
1994,4,7,17,20,1
1995,4,7,17,20,1
2017,3,7,1,25,1
1993,4,7,5,25,192
1957,3,2,17,25,3
1998,2,7,17,25,1
1983,3,7,17,25,5
1984,3,7,17,25,23
1993,3,7,17,25,648
1994,3,7,17,25,50
1995,3,7,17,25,28
2004,3,7,17,25,44
1984,4,7,17,25,16
1993,4,7,17,25,23
1994,4,7,17,25,5
1995,4,7,17,25,5
2009,2,7,1,30,1
2015,3,7,1,30,1
2017,3,7,1,30,5
1993,4,7,1,30,15
2016,4,7,1,30,11
1985,1,2,2,30,3
1979,4,7,5,30,141
2007,4,7,5,30,7
1977,2,7,6,30,349
1993,2,7,6,30,249
2010,2,7,7,30,1
1986,2,2,15,30,1
1994,2,2,15,30,1
1979,3,2,15,30,1
1984,3,2,15,30,2
1995,3,2,15,30,1
1957,3,2,17,30,11.3
2009,2,7,17,30,1
2010,2,7,17,30,2
1983,3,7,17,30,3
1984,3,7,17,30,9
1993,3,7,17,30,62
1994,3,7,17,30,69
1995,3,7,17,30,34
2009,3,7,17,30,1
1983,4,7,17,30,32
1984,4,7,17,30,23
1992,4,7,17,30,137
1993,4,7,17,30,172
1994,4,7,17,30,29
1995,4,7,17,30,21
1998,4,7,17,30,9
1999,4,7,17,30,9
2009,4,7,17,30,16
1993,2,7,1,35,1
2015,3,7,1,35,1
2017,3,7,1,35,8
1993,4,7,1,35,27
2015,4,7,1,35,1
2016,4,7,1,35,97
2017,4,7,1,35,29
1986,4,2,2,35,1
1980,1,7,5,35,366
1977,3,7,5,35,205
1982,3,7,5,35,245
1999,3,7,5,35,325
2003,3,7,5,35,287
1975,4,7,5,35,156
2007,4,7,5,35,15
1982,2,7,6,35,291
1995,2,7,6,35,223
1999,2,7,6,35,427
2006,3,7,9,35,1
1986,2,2,15,35,1
1990,2,2,15,35,1
1993,2,2,15,35,2
1979,3,2,15,35,1
1984,3,2,15,35,4
1957,3,2,17,35,19.2
1960,3,2,17,35,1.2
1983,1,4,17,35,1
2011,1,7,17,35,3
2009,2,7,17,35,1
2010,2,7,17,35,9
1992,3,7,17,35,4806
1993,3,7,17,35,32
1994,3,7,17,35,24
1995,3,7,17,35,16
2005,3,7,17,35,6
2009,3,7,17,35,4
1983,4,7,17,35,191
1984,4,7,17,35,12
1991,4,7,17,35,2
1992,4,7,17,35,10173
1993,4,7,17,35,1401
1994,4,7,17,35,29
1995,4,7,17,35,44
1998,4,7,17,35,16
1999,4,7,17,35,27
2003,4,7,17,35,11
2009,4,7,17,35,32
2007,1,7,1,40,1
1993,2,7,1,40,16
1993,3,7,1,40,9
1993,4,7,1,40,24
2004,4,7,1,40,73
2006,4,7,1,40,75
2007,4,7,1,40,7
2013,4,7,1,40,6
2015,4,7,1,40,14
2016,4,7,1,40,41
2017,4,7,1,40,23
1985,1,2,2,40,5
1984,4,2,2,40,2
1987,4,2,2,40,1
1985,2,7,2,40,2
1974,3,7,5,40,197
1979,4,7,5,40,144
1994,4,7,5,40,72
2007,4,7,5,40,38
1982,2,7,6,40,265
1988,2,7,6,40,174
1977,3,2,10,40,1
1987,2,2,15,40,1
1989,3,2,15,40,1
1993,3,2,15,40,1
1995,3,2,15,40,2
1957,3,2,17,40,9.3
1960,3,2,17,40,1.2
1983,1,4,17,40,31
1983,2,4,17,40,1
1997,2,6,17,40,5
1992,1,7,17,40,7
2010,1,7,17,40,16
1993,2,7,17,40,2
2005,2,7,17,40,1
2010,2,7,17,40,25
2012,2,7,17,40,1
1992,3,7,17,40,5465
1994,3,7,17,40,5
2005,3,7,17,40,8
2009,3,7,17,40,7
1983,4,7,17,40,103
1984,4,7,17,40,10
1991,4,7,17,40,13
1992,4,7,17,40,6817
1993,4,7,17,40,264
1994,4,7,17,40,53
1995,4,7,17,40,114
1996,4,7,17,40,1
1998,4,7,17,40,17
1999,4,7,17,40,16
2003,4,7,17,40,24
2005,4,7,17,40,16
2009,4,7,17,40,32
2009,4,2,1,45,1
2007,1,7,1,45,12
1993,2,7,1,45,46
2000,2,7,1,45,29
2007,2,7,1,45,2
2009,2,7,1,45,4
1993,3,7,1,45,28
2010,3,7,1,45,1
1993,4,7,1,45,10
2004,4,7,1,45,292
2006,4,7,1,45,295
2007,4,7,1,45,5
2013,4,7,1,45,6
2015,4,7,1,45,1
2016,4,7,1,45,16
1976,1,2,2,45,1
1987,1,2,2,45,1
1982,4,2,2,45,1
1983,4,2,2,45,2
1990,4,2,2,45,1
1991,2,4,2,45,1
1953,2,6,3,45,6
1988,3,7,5,45,266
1990,3,7,5,45,180
1995,3,7,5,45,212
1994,4,7,5,45,715
2007,4,7,5,45,46
1980,2,7,6,45,96
1982,2,7,6,45,226
1985,2,7,6,45,402
1988,2,7,6,45,202
1990,2,7,6,45,3167
1991,2,7,6,45,3203
1993,2,7,6,45,196
1958,2,4,12,45,2.5
1982,2,2,15,45,2
1983,2,2,15,45,11
1984,2,2,15,45,1
1985,2,2,15,45,1
1989,2,2,15,45,1
1996,2,2,15,45,1
1984,3,2,15,45,2
1989,3,2,15,45,1
1983,1,4,17,45,23
1983,2,4,17,45,63
1988,2,4,17,45,4
1983,3,4,17,45,6
1982,4,4,17,45,22
1993,4,4,17,45,145
1996,4,4,17,45,85
1997,2,6,17,45,20
1998,2,6,17,45,15
1997,3,6,17,45,5
1998,3,6,17,45,35
2002,3,6,17,45,10
2005,3,6,17,45,1
2007,3,6,17,45,1
1992,4,6,17,45,50
2007,4,6,17,45,1
1992,1,7,17,45,214
1994,1,7,17,45,12
2010,1,7,17,45,7
2011,1,7,17,45,1
1993,2,7,17,45,40
1994,2,7,17,45,12
2004,2,7,17,45,5
2005,2,7,17,45,1
2010,2,7,17,45,16
1984,3,7,17,45,1
1992,3,7,17,45,284
2009,3,7,17,45,4
1983,4,7,17,45,5
1991,4,7,17,45,13
1992,4,7,17,45,209
1994,4,7,17,45,29
1995,4,7,17,45,73
1996,4,7,17,45,2
1998,4,7,17,45,8
1999,4,7,17,45,70
2003,4,7,17,45,60
2005,4,7,17,45,6
2009,4,7,17,45,10
2007,1,7,1,50,6
1993,2,7,1,50,31
1996,2,7,1,50,1
1998,2,7,1,50,14
2000,2,7,1,50,110
2003,2,7,1,50,1
2007,2,7,1,50,6
2009,2,7,1,50,3
2010,2,7,1,50,1
2013,2,7,1,50,2
2016,2,7,1,50,1
1984,3,7,1,50,1
1991,3,7,1,50,2
1992,3,7,1,50,21
1993,3,7,1,50,27
2000,3,7,1,50,5
2008,3,7,1,50,1
2009,3,7,1,50,16
2010,3,7,1,50,7
2015,3,7,1,50,1
2004,4,7,1,50,107
2005,4,7,1,50,4
2006,4,7,1,50,121
2012,4,7,1,50,1
2017,4,7,1,50,2
1973,2,1,2,50,1
1977,1,2,2,50,4
1985,1,2,2,50,5
1986,1,2,2,50,1
1987,1,2,2,50,1
1988,1,2,2,50,1
1985,2,2,2,50,1
1972,3,2,2,50,1
1983,4,2,2,50,1
1988,4,2,2,50,5
1992,4,5,2,50,2
1985,2,7,2,50,1
1953,2,6,3,50,8
1966,2,6,3,50,7
1967,2,6,3,50,1
1996,2,6,3,50,10
1997,2,6,3,50,15
1999,2,6,3,50,10
1953,3,6,3,50,7
1966,3,6,3,50,1
1967,3,6,3,50,1
1969,3,6,3,50,2
1971,3,6,3,50,28
1972,3,6,3,50,3
1973,3,6,3,50,16
1974,3,6,3,50,1
1980,3,6,3,50,5
1981,3,6,3,50,10
1982,3,6,3,50,5
1988,3,6,3,50,35
1990,3,6,3,50,650
1995,3,6,3,50,30
1996,3,6,3,50,20
1997,3,6,3,50,45
1998,3,6,3,50,135
1986,4,6,3,50,15
1974,3,7,5,50,872
1975,3,7,5,50,412
1976,3,7,5,50,431
1983,3,7,5,50,747
1988,3,7,5,50,4971
1989,3,7,5,50,1221
1990,3,7,5,50,4496
1991,3,7,5,50,2047
1992,3,7,5,50,1984
1993,3,7,5,50,3736
1994,3,7,5,50,684
1995,3,7,5,50,96
2004,3,7,5,50,1
1977,4,7,5,50,256
1998,4,7,5,50,286
2007,4,7,5,50,30
1975,2,7,6,50,1270
1981,2,7,6,50,1723
1982,2,7,6,50,2632
1986,2,7,6,50,818
1989,2,7,6,50,509
1990,2,7,6,50,16168
1991,2,7,6,50,4727
1993,2,7,6,50,862
1994,2,7,6,50,439
1995,2,7,6,50,710
1998,2,7,6,50,1516
2005,4,7,9,50,1
1978,3,2,10,50,2
1984,3,2,10,50,10
1958,2,4,12,50,8.6
1979,2,2,15,50,14
1982,2,2,15,50,8
1983,2,2,15,50,51
1984,2,2,15,50,10
1985,2,2,15,50,15
1986,2,2,15,50,1
1989,2,2,15,50,2
1990,2,2,15,50,1
1979,3,2,15,50,2
1982,3,2,15,50,6
1983,3,2,15,50,8
1984,3,2,15,50,8
1985,3,2,15,50,2
1987,3,2,15,50,1
1990,3,2,15,50,1
1991,3,2,15,50,2
1993,3,2,15,50,1
1994,3,2,15,50,1
1995,3,2,15,50,1
2005,3,2,15,50,1
1958,3,2,17,50,0.6
1960,3,2,17,50,14.4
1961,3,2,17,50,1513.9
1983,2,4,17,50,185
1987,2,4,17,50,6
1988,2,4,17,50,52
2003,2,4,17,50,1
1983,3,4,17,50,65
1986,3,4,17,50,7
1996,3,4,17,50,2
2008,3,4,17,50,1
1982,4,4,17,50,2
1996,4,4,17,50,25
1996,2,6,17,50,20
1997,2,6,17,50,15
1998,2,6,17,50,30
1999,2,6,17,50,5
2000,2,6,17,50,10
2002,2,6,17,50,5
2005,2,6,17,50,1
1983,3,6,17,50,10
1984,3,6,17,50,5
1986,3,6,17,50,90
1987,3,6,17,50,5
1988,3,6,17,50,10
1989,3,6,17,50,10
1990,3,6,17,50,10
1992,3,6,17,50,10
1993,3,6,17,50,5
1994,3,6,17,50,15
1995,3,6,17,50,30
1996,3,6,17,50,20
1997,3,6,17,50,25
1998,3,6,17,50,130
1999,3,6,17,50,30
2000,3,6,17,50,20
2002,3,6,17,50,10
2005,3,6,17,50,3
2007,3,6,17,50,4
1992,4,6,17,50,240
1998,4,6,17,50,5
2007,4,6,17,50,4
1992,1,7,17,50,769
1994,1,7,17,50,11
2009,1,7,17,50,1
2010,1,7,17,50,3
2011,1,7,17,50,38
1984,2,7,17,50,6
1993,2,7,17,50,12
1994,2,7,17,50,5
1996,2,7,17,50,1
2003,2,7,17,50,1
2004,2,7,17,50,55
2005,2,7,17,50,17
2008,2,7,17,50,1
2010,2,7,17,50,14
1984,3,7,17,50,698
1992,3,7,17,50,5226
1996,3,7,17,50,1
2003,3,7,17,50,2
2009,3,7,17,50,1
1995,4,7,17,50,11
1996,4,7,17,50,1
1998,4,7,17,50,6
1999,4,7,17,50,12
2003,4,7,17,50,214
2005,4,7,17,50,6
2009,4,7,17,50,11
2010,4,7,17,50,1
2007,1,7,1,55,6
1993,2,7,1,55,10
1998,2,7,1,55,31
2000,2,7,1,55,41
2004,2,7,1,55,2
2005,2,7,1,55,1
2007,2,7,1,55,6
2009,2,7,1,55,1
2013,2,7,1,55,1
1984,3,7,1,55,5
1991,3,7,1,55,4
1992,3,7,1,55,3
1993,3,7,1,55,22
1994,3,7,1,55,11
2000,3,7,1,55,4
2003,3,7,1,55,6
2004,3,7,1,55,2
2006,3,7,1,55,1
2008,3,7,1,55,1
2009,3,7,1,55,46
2010,3,7,1,55,33
2004,4,7,1,55,6
2006,4,7,1,55,24
1973,2,1,2,55,2
1976,1,2,2,55,3
1977,1,2,2,55,1
1981,1,2,2,55,1
1988,1,2,2,55,1
1984,4,2,2,55,1
1988,4,2,2,55,3
1985,2,7,2,55,2
1953,2,6,3,55,19
1966,2,6,3,55,9
1973,2,6,3,55,2
1985,2,6,3,55,5
1989,2,6,3,55,5
1995,2,6,3,55,20
1996,2,6,3,55,10
1997,2,6,3,55,40
1999,2,6,3,55,5
1953,3,6,3,55,6
1966,3,6,3,55,6
1968,3,6,3,55,1
1969,3,6,3,55,17
1970,3,6,3,55,44
1971,3,6,3,55,38
1972,3,6,3,55,14
1973,3,6,3,55,8
1978,3,6,3,55,10
1980,3,6,3,55,130
1981,3,6,3,55,145
1982,3,6,3,55,90
1983,3,6,3,55,120
1984,3,6,3,55,5
1985,3,6,3,55,135
1986,3,6,3,55,95
1987,3,6,3,55,10
1988,3,6,3,55,1155
1989,3,6,3,55,55
1990,3,6,3,55,1163
1991,3,6,3,55,5
1992,3,6,3,55,75
1993,3,6,3,55,30
1994,3,6,3,55,55
1995,3,6,3,55,425
1996,3,6,3,55,625
1997,3,6,3,55,340
1998,3,6,3,55,455
1999,3,6,3,55,15
2002,3,6,3,55,5
1969,4,6,3,55,2
1973,4,6,3,55,1
1980,4,6,3,55,15
1983,4,6,3,55,10
1986,4,6,3,55,25
1990,4,6,3,55,763
2000,1,7,5,55,220
1971,3,7,5,55,211
1972,3,7,5,55,174
1974,3,7,5,55,821
1975,3,7,5,55,1864
1976,3,7,5,55,106
1977,3,7,5,55,2763
1980,3,7,5,55,2593
1981,3,7,5,55,194
1982,3,7,5,55,22340
1983,3,7,5,55,3756
1984,3,7,5,55,876
1985,3,7,5,55,944
1986,3,7,5,55,9590
1987,3,7,5,55,6775
1988,3,7,5,55,7431
1989,3,7,5,55,4485
1990,3,7,5,55,22448
1991,3,7,5,55,15296
1992,3,7,5,55,3891
1993,3,7,5,55,23947
1994,3,7,5,55,2567
1995,3,7,5,55,4267
1996,3,7,5,55,6218
1997,3,7,5,55,109
1999,3,7,5,55,78
2004,3,7,5,55,2
1977,4,7,5,55,252
1979,4,7,5,55,133
1991,4,7,5,55,92
2007,4,7,5,55,14
1989,2,7,6,55,221
1998,2,7,6,55,192
2010,2,7,7,55,6
1979,2,2,10,55,3
1981,2,2,10,55,4
1977,3,2,10,55,1
1978,3,2,10,55,5
1981,3,2,10,55,4
1958,2,4,12,55,10.1
1979,2,2,15,55,136
1982,2,2,15,55,121
1983,2,2,15,55,30
1984,2,2,15,55,48
1985,2,2,15,55,7
1986,2,2,15,55,9
1987,2,2,15,55,5
1988,2,2,15,55,38
1989,2,2,15,55,16
1990,2,2,15,55,6
1991,2,2,15,55,1
1992,2,2,15,55,1
1979,3,2,15,55,18
1982,3,2,15,55,50
1983,3,2,15,55,49
1984,3,2,15,55,33
1985,3,2,15,55,3
1986,3,2,15,55,2
1987,3,2,15,55,1
1988,3,2,15,55,13
1989,3,2,15,55,1
1990,3,2,15,55,1
1991,3,2,15,55,3
1993,3,2,15,55,6
1994,3,2,15,55,4
1995,3,2,15,55,4
1998,3,2,15,55,2
2005,3,2,15,55,1
1991,4,2,15,55,1
1955,3,2,17,55,0.3
1958,3,2,17,55,0.2
1960,3,2,17,55,141.4
1961,3,2,17,55,13502.7
1995,3,2,17,55,2
1983,2,4,17,55,18
1988,2,4,17,55,4
1990,2,4,17,55,1
1991,2,4,17,55,1
2003,2,4,17,55,5
1982,3,4,17,55,1
1983,3,4,17,55,81
1986,3,4,17,55,45
1995,3,4,17,55,125
1996,3,4,17,55,56
2004,3,4,17,55,8
2008,3,4,17,55,1
1995,4,4,17,55,35
1998,4,4,17,55,45
2002,4,4,17,55,5
1996,2,6,17,55,275
1997,2,6,17,55,20
1998,2,6,17,55,10
2000,2,6,17,55,25
2001,2,6,17,55,5
2005,2,6,17,55,12
2007,2,6,17,55,1
1978,3,6,17,55,5
1982,3,6,17,55,105
1983,3,6,17,55,395
1984,3,6,17,55,35
1985,3,6,17,55,15
1986,3,6,17,55,800
1987,3,6,17,55,65
1988,3,6,17,55,400
1989,3,6,17,55,85
1990,3,6,17,55,20
1991,3,6,17,55,20
1992,3,6,17,55,115
1993,3,6,17,55,45
1995,3,6,17,55,160
1996,3,6,17,55,295
1997,3,6,17,55,225
1998,3,6,17,55,275
1999,3,6,17,55,130
2000,3,6,17,55,50
2001,3,6,17,55,45
2002,3,6,17,55,80
2005,3,6,17,55,20
2007,3,6,17,55,3
2009,3,6,17,55,1
1983,4,6,17,55,10
1984,4,6,17,55,10
1986,4,6,17,55,15
1989,4,6,17,55,5
1990,4,6,17,55,10
1992,4,6,17,55,140
1994,4,6,17,55,60
1998,4,6,17,55,30
2001,4,6,17,55,5
2002,4,6,17,55,5
2007,4,6,17,55,3
1992,1,7,17,55,6
2010,1,7,17,55,5
2011,1,7,17,55,13
1993,2,7,17,55,1
1995,2,7,17,55,1
1996,2,7,17,55,14
2003,2,7,17,55,3
2004,2,7,17,55,56
2005,2,7,17,55,51
2010,2,7,17,55,14
1984,3,7,17,55,206
1992,3,7,17,55,3542
1993,3,7,17,55,225
1996,3,7,17,55,8
2003,3,7,17,55,34
2004,3,7,17,55,5
2005,3,7,17,55,1
2008,3,7,17,55,11
2009,3,7,17,55,5
1984,4,7,17,55,5
1998,4,7,17,55,3
2003,4,7,17,55,73
2004,4,7,17,55,6
2009,4,7,17,55,10
2010,4,7,17,55,11
2002,1,1,1,60,1
1988,4,2,1,60,2
2007,1,7,1,60,7
1993,2,7,1,60,17
1996,2,7,1,60,1
1998,2,7,1,60,66
2000,2,7,1,60,7
2003,2,7,1,60,2
2007,2,7,1,60,4
2017,2,7,1,60,1
1984,3,7,1,60,4
1992,3,7,1,60,30
1993,3,7,1,60,54
1994,3,7,1,60,4
2000,3,7,1,60,7
2003,3,7,1,60,2
2004,3,7,1,60,5
2005,3,7,1,60,2
2006,3,7,1,60,27
2008,3,7,1,60,23
2009,3,7,1,60,173
2012,3,7,1,60,1
2013,3,7,1,60,1
2016,3,7,1,60,1
1994,4,7,1,60,1
2004,4,7,1,60,3
2006,4,7,1,60,42
2012,4,7,1,60,1
1973,2,1,2,60,1
1976,1,2,2,60,1
1977,1,2,2,60,11
1979,1,2,2,60,5
1981,1,2,2,60,7
1984,1,2,2,60,2
1985,1,2,2,60,11
1987,1,2,2,60,4
1988,1,2,2,60,1
1972,4,2,2,60,3
1976,4,2,2,60,2
1979,4,2,2,60,1
1980,4,2,2,60,1
1981,4,2,2,60,2
1983,4,2,2,60,5
1986,4,2,2,60,2
1988,4,2,2,60,5
1996,4,2,2,60,1
1972,4,5,2,60,1
1953,2,6,3,60,30
1956,2,6,3,60,1
1967,2,6,3,60,2
1973,2,6,3,60,3
1989,2,6,3,60,5
1995,2,6,3,60,15
1996,2,6,3,60,5
1997,2,6,3,60,15
1999,2,6,3,60,5
2005,2,6,3,60,2
1953,3,6,3,60,4
1966,3,6,3,60,90
1967,3,6,3,60,5
1968,3,6,3,60,90
1969,3,6,3,60,20
1970,3,6,3,60,189
1971,3,6,3,60,23
1972,3,6,3,60,10
1973,3,6,3,60,32
1974,3,6,3,60,41
1975,3,6,3,60,24
1977,3,6,3,60,35
1978,3,6,3,60,775
1980,3,6,3,60,655
1981,3,6,3,60,750
1982,3,6,3,60,535
1983,3,6,3,60,485
1984,3,6,3,60,30
1985,3,6,3,60,90
1986,3,6,3,60,580
1987,3,6,3,60,70
1988,3,6,3,60,925
1989,3,6,3,60,530
1990,3,6,3,60,28121
1991,3,6,3,60,215
1992,3,6,3,60,185
1993,3,6,3,60,150
1994,3,6,3,60,75
1995,3,6,3,60,790
1996,3,6,3,60,865
1997,3,6,3,60,695
1998,3,6,3,60,330
1999,3,6,3,60,100
2000,3,6,3,60,50
2002,3,6,3,60,55
2005,3,6,3,60,27
2006,3,6,3,60,1
1953,4,6,3,60,2
1966,4,6,3,60,1
1968,4,6,3,60,77
1969,4,6,3,60,5
1970,4,6,3,60,49
1971,4,6,3,60,72
1972,4,6,3,60,1
1973,4,6,3,60,13
1977,4,6,3,60,35
1978,4,6,3,60,45
1980,4,6,3,60,35
1981,4,6,3,60,45
1982,4,6,3,60,5
1983,4,6,3,60,110
1984,4,6,3,60,5
1986,4,6,3,60,190
1987,4,6,3,60,5
1988,4,6,3,60,90
1990,4,6,3,60,864
1995,4,6,3,60,155
1996,4,6,3,60,15
1997,4,6,3,60,20
2000,4,6,3,60,5
2005,4,6,3,60,3
2010,3,6,4,60,6
1976,1,7,5,60,155
1973,3,7,5,60,301
1974,3,7,5,60,211
1975,3,7,5,60,545
1976,3,7,5,60,669
1977,3,7,5,60,1810
1980,3,7,5,60,5685
1981,3,7,5,60,2281
1982,3,7,5,60,13891
1983,3,7,5,60,2359
1984,3,7,5,60,966
1985,3,7,5,60,6188
1986,3,7,5,60,18569
1987,3,7,5,60,14088
1988,3,7,5,60,10200
1989,3,7,5,60,6830
1990,3,7,5,60,8321
1991,3,7,5,60,8404
1992,3,7,5,60,2936
1993,3,7,5,60,5823
1994,3,7,5,60,13597
1995,3,7,5,60,11570
1996,3,7,5,60,5436
1997,3,7,5,60,4603
1998,3,7,5,60,2477
1999,3,7,5,60,3481
2000,3,7,5,60,1007
2004,3,7,5,60,1
2005,3,7,5,60,1
1977,4,7,5,60,392
1982,4,7,5,60,220
1985,4,7,5,60,420
1987,4,7,5,60,128
1988,4,7,5,60,724
1989,4,7,5,60,135
1990,4,7,5,60,1204
1992,4,7,5,60,351
1995,4,7,5,60,28
1997,4,7,5,60,270
1998,4,7,5,60,140
2007,4,7,5,60,11
1989,2,7,6,60,222
1990,2,7,6,60,282
1993,2,7,6,60,183
1995,2,7,6,60,268
1999,2,7,6,60,139
2010,2,7,7,60,4
1979,2,2,10,60,1
1981,2,2,10,60,4
1977,3,2,10,60,8
1978,3,2,10,60,78
1981,3,2,10,60,51
1984,3,2,10,60,42
1958,2,4,12,60,3.7
1981,4,3,14,60,6
1979,2,2,15,60,328
1982,2,2,15,60,42
1983,2,2,15,60,4
1984,2,2,15,60,31
1985,2,2,15,60,2
1986,2,2,15,60,5
1987,2,2,15,60,7
1988,2,2,15,60,23
1989,2,2,15,60,7
1990,2,2,15,60,10
1991,2,2,15,60,1
1995,2,2,15,60,2
1979,3,2,15,60,271
1982,3,2,15,60,73
1983,3,2,15,60,47
1984,3,2,15,60,47
1985,3,2,15,60,2
1986,3,2,15,60,4
1987,3,2,15,60,1
1988,3,2,15,60,9
1989,3,2,15,60,2
1991,3,2,15,60,13
1992,3,2,15,60,1
1993,3,2,15,60,7
1994,3,2,15,60,6
1995,3,2,15,60,1
1997,3,2,15,60,5
1998,3,2,15,60,2
2002,3,2,15,60,1
2013,3,2,15,60,1
1990,2,2,17,60,1
1991,2,2,17,60,1
1955,3,2,17,60,1.5
1959,3,2,17,60,3.3
1960,3,2,17,60,77.9
1961,3,2,17,60,1.5
2005,1,4,17,60,4
1977,2,4,17,60,7
1982,2,4,17,60,1
1983,2,4,17,60,1
2003,2,4,17,60,1
1980,3,4,17,60,2
1982,3,4,17,60,2
1983,3,4,17,60,28
1995,3,4,17,60,940
1996,3,4,17,60,18
2004,3,4,17,60,12
2008,3,4,17,60,7
1977,4,4,17,60,5
1980,4,4,17,60,1
1994,4,4,17,60,1
1995,4,4,17,60,350
1996,4,4,17,60,120
1998,4,4,17,60,90
2001,4,4,17,60,5
2002,4,4,17,60,145
1991,2,6,17,60,5
1996,2,6,17,60,70
1997,2,6,17,60,5
2000,2,6,17,60,15
2005,2,6,17,60,17
1978,3,6,17,60,104
1982,3,6,17,60,1105
1983,3,6,17,60,930
1984,3,6,17,60,155
1985,3,6,17,60,30
1986,3,6,17,60,2875
1987,3,6,17,60,150
1988,3,6,17,60,180
1989,3,6,17,60,520
1990,3,6,17,60,295
1991,3,6,17,60,125
1992,3,6,17,60,430
1993,3,6,17,60,60
1994,3,6,17,60,45
1995,3,6,17,60,600
1996,3,6,17,60,135
1997,3,6,17,60,195
1998,3,6,17,60,105
1999,3,6,17,60,190
2000,3,6,17,60,15
2001,3,6,17,60,35
2002,3,6,17,60,120
2005,3,6,17,60,76
2007,3,6,17,60,3
2009,3,6,17,60,21
1982,4,6,17,60,5
1983,4,6,17,60,115
1984,4,6,17,60,100
1986,4,6,17,60,810
1988,4,6,17,60,60
1990,4,6,17,60,10
1994,4,6,17,60,70
1995,4,6,17,60,10
1996,4,6,17,60,30
1998,4,6,17,60,15
2001,4,6,17,60,10
2002,4,6,17,60,25
2006,4,6,17,60,1
2007,4,6,17,60,2
2010,1,7,17,60,1
2011,1,7,17,60,1
2003,2,7,17,60,5
2004,2,7,17,60,3
2005,2,7,17,60,26
2010,2,7,17,60,22
1984,3,7,17,60,1
1992,3,7,17,60,19488
1993,3,7,17,60,9215
1996,3,7,17,60,6
2003,3,7,17,60,7
2004,3,7,17,60,39
2008,3,7,17,60,8
2009,3,7,17,60,2
1984,4,7,17,60,97
2003,4,7,17,60,8
2004,4,7,17,60,1
2009,4,7,17,60,5
2010,4,7,17,60,16
1999,2,1,1,65,1
1988,1,2,1,65,2
2007,1,7,1,65,9
1993,2,7,1,65,23
1996,2,7,1,65,1
1998,2,7,1,65,212
2000,2,7,1,65,46
2003,2,7,1,65,15
2005,2,7,1,65,3
2007,2,7,1,65,2
2008,2,7,1,65,3
2014,2,7,1,65,1
1993,3,7,1,65,48
2003,3,7,1,65,1
2004,3,7,1,65,12
2005,3,7,1,65,4
2006,3,7,1,65,28
2007,3,7,1,65,3
2008,3,7,1,65,39
2009,3,7,1,65,158
2010,3,7,1,65,1
1993,4,7,1,65,11
1994,4,7,1,65,1
2004,4,7,1,65,11
2005,4,7,1,65,2
2006,4,7,1,65,124
1973,2,1,2,65,1
1977,1,2,2,65,15
1979,1,2,2,65,10
1981,1,2,2,65,3
1985,1,2,2,65,1
1987,1,2,2,65,2
1988,1,2,2,65,11
1976,2,2,2,65,1
1981,2,2,2,65,1
1976,4,2,2,65,7
1978,4,2,2,65,3
1980,4,2,2,65,3
1981,4,2,2,65,7
1983,4,2,2,65,8
1984,4,2,2,65,5
1986,4,2,2,65,3
1988,4,2,2,65,7
1996,4,2,2,65,3
1998,4,2,2,65,1
2004,4,2,2,65,4
2002,1,5,2,65,2
2004,4,5,2,65,1
1975,3,6,2,65,3
1985,2,7,2,65,4
1953,2,6,3,65,8
1966,2,6,3,65,6
1973,2,6,3,65,6
1981,2,6,3,65,5
1985,2,6,3,65,5
1995,2,6,3,65,10
1997,2,6,3,65,5
1999,2,6,3,65,5
2005,2,6,3,65,61
1953,3,6,3,65,4
1966,3,6,3,65,33
1967,3,6,3,65,73
1968,3,6,3,65,130
1969,3,6,3,65,44
1970,3,6,3,65,7
1971,3,6,3,65,15
1973,3,6,3,65,51
1974,3,6,3,65,12
1975,3,6,3,65,11
1976,3,6,3,65,5
1977,3,6,3,65,30
1978,3,6,3,65,465
1980,3,6,3,65,155
1981,3,6,3,65,120
1982,3,6,3,65,100
1983,3,6,3,65,125
1984,3,6,3,65,15
1985,3,6,3,65,130
1986,3,6,3,65,155
1987,3,6,3,65,120
1988,3,6,3,65,235
1989,3,6,3,65,785
1990,3,6,3,65,15326
1991,3,6,3,65,925
1992,3,6,3,65,45
1993,3,6,3,65,100
1994,3,6,3,65,135
1995,3,6,3,65,445
1996,3,6,3,65,280
1997,3,6,3,65,510
1999,3,6,3,65,10
2000,3,6,3,65,170
2001,3,6,3,65,5
2002,3,6,3,65,210
2005,3,6,3,65,257
2006,3,6,3,65,60
1953,4,6,3,65,44
1966,4,6,3,65,9
1967,4,6,3,65,4
1968,4,6,3,65,75
1969,4,6,3,65,8
1970,4,6,3,65,55
1971,4,6,3,65,177
1972,4,6,3,65,2
1973,4,6,3,65,84
1974,4,6,3,65,202
1976,4,6,3,65,5
1977,4,6,3,65,65
1978,4,6,3,65,200
1980,4,6,3,65,235
1981,4,6,3,65,65
1982,4,6,3,65,70
1983,4,6,3,65,405
1984,4,6,3,65,5
