"Year","Subyear","Area","Fleet","Length_category","N"
2004,3,7,5,95,1361
2005,3,7,5,95,528
2006,3,7,5,95,682
2007,3,7,5,95,189
1970,4,7,5,95,207
1976,4,7,5,95,3136
1977,4,7,5,95,835
1978,4,7,5,95,2994
1979,4,7,5,95,57792
1980,4,7,5,95,230
1981,4,7,5,95,410
1982,4,7,5,95,25486
1983,4,7,5,95,2810
1984,4,7,5,95,3573
1985,4,7,5,95,397
1986,4,7,5,95,158
1988,4,7,5,95,248
1990,4,7,5,95,370
1991,4,7,5,95,593
1992,4,7,5,95,1
1993,4,7,5,95,532
1994,4,7,5,95,5144
1995,4,7,5,95,974
1996,4,7,5,95,581
1997,4,7,5,95,1904
1998,4,7,5,95,3118
1999,4,7,5,95,391
2001,4,7,5,95,324
2002,4,7,5,95,2053
2004,4,7,5,95,499
2006,4,7,5,95,11
2007,4,7,5,95,1
1970,2,7,6,95,611
1971,2,7,6,95,814
1972,2,7,6,95,223
1974,2,7,6,95,366
1976,2,7,6,95,160
1978,2,7,6,95,2451
1979,2,7,6,95,64
1980,2,7,6,95,5888
1981,2,7,6,95,5579
1982,2,7,6,95,2899
1985,2,7,6,95,6390
1986,2,7,6,95,6825
1987,2,7,6,95,2637
1988,2,7,6,95,954
1989,2,7,6,95,1008
1990,2,7,6,95,3479
1991,2,7,6,95,7440
1992,2,7,6,95,9148
1993,2,7,6,95,12609
1994,2,7,6,95,1112
1995,2,7,6,95,21708
1996,2,7,6,95,2803
1997,2,7,6,95,1
1998,2,7,6,95,16475
1999,2,7,6,95,1451
2000,2,7,6,95,999
2001,2,7,6,95,1661
2002,2,7,6,95,714
2003,2,7,6,95,584
2004,2,7,6,95,2255
2005,2,7,6,95,183
2006,2,7,6,95,1021
2007,2,7,6,95,234
2010,2,7,7,95,4
2014,2,7,7,95,2
2015,2,7,7,95,4
2016,2,7,7,95,1
1955,3,5,8,95,12
2010,2,7,9,95,4
2011,2,7,9,95,38
2014,2,7,9,95,245
2015,2,7,9,95,785
2016,2,7,9,95,289
2017,2,7,9,95,26
2016,3,7,9,95,1
2002,4,7,9,95,44
2004,4,7,9,95,560
1979,2,2,10,95,96
1981,2,2,10,95,13
1977,3,2,10,95,9
1978,3,2,10,95,23
1979,3,2,10,95,5
1981,3,2,10,95,1
1956,2,4,12,95,0.6
2002,2,4,12,95,1
2005,2,4,12,95,1
2004,3,4,12,95,4
2002,4,4,12,95,2
2003,4,4,12,95,1
2005,4,4,12,95,1
2006,4,4,12,95,14
2010,2,4,13,95,1
2013,2,4,13,95,1
2014,2,4,13,95,1
2016,2,4,13,95,1
2017,2,4,13,95,1
2008,3,2,14,95,2
1981,3,3,14,95,1
1996,1,2,15,95,7
1998,1,2,15,95,8
1999,1,2,15,95,1
2008,1,2,15,95,2
2009,1,2,15,95,2
2010,1,2,15,95,1
2012,1,2,15,95,3
1979,2,2,15,95,16
1982,2,2,15,95,8
1983,2,2,15,95,14
1984,2,2,15,95,41
1985,2,2,15,95,100
1986,2,2,15,95,69
1987,2,2,15,95,14
1988,2,2,15,95,18
1989,2,2,15,95,13
1990,2,2,15,95,43
1993,2,2,15,95,1
1994,2,2,15,95,1
1995,2,2,15,95,6
1996,2,2,15,95,1
1997,2,2,15,95,1
1998,2,2,15,95,23
1999,2,2,15,95,1
2001,2,2,15,95,5
2002,2,2,15,95,47
2004,2,2,15,95,14
2005,2,2,15,95,7
2007,2,2,15,95,1
2008,2,2,15,95,10
2009,2,2,15,95,10
2010,2,2,15,95,2
2011,2,2,15,95,2
2012,2,2,15,95,3
2013,2,2,15,95,2
2014,2,2,15,95,6
2015,2,2,15,95,10
2016,2,2,15,95,1
2017,2,2,15,95,1
1979,3,2,15,95,19
1982,3,2,15,95,7
1983,3,2,15,95,21
1984,3,2,15,95,28
1985,3,2,15,95,16
1986,3,2,15,95,26
1987,3,2,15,95,5
1988,3,2,15,95,11
1989,3,2,15,95,1
1990,3,2,15,95,4
1991,3,2,15,95,34
1992,3,2,15,95,10
1993,3,2,15,95,12
1994,3,2,15,95,8
1995,3,2,15,95,3
1996,3,2,15,95,3
1997,3,2,15,95,225
1998,3,2,15,95,50
1999,3,2,15,95,17
2001,3,2,15,95,143
2002,3,2,15,95,111
2004,3,2,15,95,199
2005,3,2,15,95,19
2006,3,2,15,95,8
2007,3,2,15,95,2
2008,3,2,15,95,18
2009,3,2,15,95,24
2010,3,2,15,95,3
2011,3,2,15,95,1
2012,3,2,15,95,2
2013,3,2,15,95,1
2015,3,2,15,95,4
2016,3,2,15,95,5
1984,4,2,15,95,1
1989,4,2,15,95,1
2004,4,2,15,95,1
2007,4,2,15,95,1
2009,4,2,15,95,2
2015,4,2,15,95,2
1995,2,2,17,95,1
1955,3,2,17,95,27.1
1956,3,2,17,95,11.6
1958,3,2,17,95,0.6
1959,3,2,17,95,1.1
1960,3,2,17,95,16.8
1961,3,2,17,95,8909.7
1995,3,2,17,95,1
2001,1,4,17,95,25
2002,1,4,17,95,65
2005,1,4,17,95,64
2006,1,4,17,95,377
2007,1,4,17,95,74
2008,1,4,17,95,5
2010,1,4,17,95,37
2011,1,4,17,95,139
2015,1,4,17,95,2
2016,1,4,17,95,26
2017,1,4,17,95,6
1998,2,4,17,95,5
2001,2,4,17,95,5
2002,2,4,17,95,5
2006,2,4,17,95,14
2007,2,4,17,95,60
2016,2,4,17,95,4
1998,3,4,17,95,10
1999,3,4,17,95,5
2000,3,4,17,95,39
2002,3,4,17,95,155
2007,3,4,17,95,4
2009,3,4,17,95,386
2010,3,4,17,95,1
2011,3,4,17,95,1
1980,4,4,17,95,2
1993,4,4,17,95,1070
1994,4,4,17,95,1365
1997,4,4,17,95,255
1998,4,4,17,95,45
1999,4,4,17,95,10
2000,4,4,17,95,693
2001,4,4,17,95,55
2002,4,4,17,95,110
2006,4,4,17,95,85
2009,4,4,17,95,1145
2010,4,4,17,95,112
2011,4,4,17,95,24
2014,4,4,17,95,3
2015,4,4,17,95,3
2017,4,4,17,95,1
2006,2,6,17,95,21
2009,2,6,17,95,2
1978,3,6,17,95,2
1982,3,6,17,95,35
1983,3,6,17,95,5
1985,3,6,17,95,10
1986,3,6,17,95,15
1993,3,6,17,95,5
1994,3,6,17,95,5
1996,3,6,17,95,5
1997,3,6,17,95,5
1998,3,6,17,95,10
2000,3,6,17,95,20
2001,3,6,17,95,15
2002,3,6,17,95,20
2005,3,6,17,95,2
2007,3,6,17,95,2
2008,3,6,17,95,2
2009,3,6,17,95,43
2010,3,6,17,95,4
1985,4,6,17,95,15
1997,4,6,17,95,40
2006,4,6,17,95,1
2009,4,6,17,95,3
2016,4,6,17,95,4
2017,4,6,17,95,1
1989,1,7,17,95,2
1993,1,7,17,95,13
1994,1,7,17,95,1
1995,1,7,17,95,35
1996,1,7,17,95,5
2001,1,7,17,95,2
2004,1,7,17,95,59
2006,1,7,17,95,2
1977,2,7,17,95,2
1982,2,7,17,95,4
1984,2,7,17,95,7
1985,2,7,17,95,21
1988,2,7,17,95,40
1993,2,7,17,95,18
1994,2,7,17,95,22
1995,2,7,17,95,31
1996,2,7,17,95,241
1997,2,7,17,95,73
1998,2,7,17,95,56
1999,2,7,17,95,26
2000,2,7,17,95,2
2001,2,7,17,95,1
2003,2,7,17,95,32
2004,2,7,17,95,45
2005,2,7,17,95,95
2006,2,7,17,95,1
2008,2,7,17,95,25
2009,2,7,17,95,25
2011,2,7,17,95,1
2012,2,7,17,95,1
2014,2,7,17,95,1
2015,2,7,17,95,2
2016,2,7,17,95,5
2017,2,7,17,95,10
1982,3,7,17,95,112
1984,3,7,17,95,1
1985,3,7,17,95,15
1988,3,7,17,95,7
1992,3,7,17,95,5
1993,3,7,17,95,8
1995,3,7,17,95,1
1996,3,7,17,95,16
1997,3,7,17,95,1
2000,3,7,17,95,18
2003,3,7,17,95,60
2004,3,7,17,95,79
2005,3,7,17,95,14
2006,3,7,17,95,2
2008,3,7,17,95,94
2009,3,7,17,95,1
2014,3,7,17,95,11
2015,3,7,17,95,19
2016,3,7,17,95,47
2017,3,7,17,95,37
1984,4,7,17,95,17
1994,4,7,17,95,3
1995,4,7,17,95,7
1996,4,7,17,95,1
1999,4,7,17,95,1
2000,4,7,17,95,231
2001,4,7,17,95,27
2003,4,7,17,95,1
2004,4,7,17,95,51
2005,4,7,17,95,6
2008,4,7,17,95,3
2009,4,7,17,95,2
1985,1,2,1,100,2
1986,1,2,1,100,1
1988,1,2,1,100,23
1989,1,2,1,100,13
1985,2,2,1,100,6
2008,2,2,1,100,2
2008,3,2,1,100,2
1984,4,2,1,100,2
1988,4,2,1,100,4
2008,4,2,1,100,1
1998,1,4,1,100,1
1996,2,4,1,100,3
1998,2,4,1,100,3
2015,2,4,1,100,1
2015,1,6,1,100,1
1993,1,7,1,100,2
2000,1,7,1,100,8
2005,1,7,1,100,3
2007,1,7,1,100,17
2008,1,7,1,100,14
2009,1,7,1,100,7
2010,1,7,1,100,1
2011,1,7,1,100,14
2012,1,7,1,100,4
2015,1,7,1,100,1
2017,1,7,1,100,1
1984,2,7,1,100,3
1988,2,7,1,100,8
1990,2,7,1,100,1
1991,2,7,1,100,1
1992,2,7,1,100,4
1993,2,7,1,100,2
1995,2,7,1,100,39
1996,2,7,1,100,5
1997,2,7,1,100,12
1998,2,7,1,100,55
2000,2,7,1,100,63
2001,2,7,1,100,13
2002,2,7,1,100,10
2003,2,7,1,100,20
2004,2,7,1,100,16
2005,2,7,1,100,13
2006,2,7,1,100,31
2007,2,7,1,100,87
2008,2,7,1,100,37
2009,2,7,1,100,77
2010,2,7,1,100,208
2011,2,7,1,100,38
2012,2,7,1,100,13
2013,2,7,1,100,33
2015,2,7,1,100,28
2016,2,7,1,100,3
2017,2,7,1,100,3
1984,3,7,1,100,8
1987,3,7,1,100,14
1988,3,7,1,100,63
1991,3,7,1,100,37
1992,3,7,1,100,60
1993,3,7,1,100,14
1994,3,7,1,100,13
2000,3,7,1,100,34
2003,3,7,1,100,3
2004,3,7,1,100,6
2005,3,7,1,100,4
2006,3,7,1,100,199
2007,3,7,1,100,24
2008,3,7,1,100,89
2009,3,7,1,100,125
2010,3,7,1,100,24
2011,3,7,1,100,23
2012,3,7,1,100,7
2013,3,7,1,100,3
2014,3,7,1,100,6
2016,3,7,1,100,16
2017,3,7,1,100,13
1994,4,7,1,100,7
2000,4,7,1,100,59
2003,4,7,1,100,1
2004,4,7,1,100,18
2005,4,7,1,100,47
2006,4,7,1,100,99
2007,4,7,1,100,5
2008,4,7,1,100,19
2009,4,7,1,100,7
2013,4,7,1,100,2
2014,4,7,1,100,7
2016,4,7,1,100,76
2017,4,7,1,100,20
1975,2,1,2,100,1
1976,1,2,2,100,59
1977,1,2,2,100,398
1978,1,2,2,100,83
1979,1,2,2,100,14
1980,1,2,2,100,31
1981,1,2,2,100,159
1982,1,2,2,100,4
1983,1,2,2,100,81
1984,1,2,2,100,78
1985,1,2,2,100,1738
1986,1,2,2,100,46
1987,1,2,2,100,142
1988,1,2,2,100,261
1989,1,2,2,100,3
1990,1,2,2,100,18
1991,1,2,2,100,13
1992,1,2,2,100,26
1993,1,2,2,100,2
1994,1,2,2,100,38
1996,1,2,2,100,3
1998,1,2,2,100,16
2005,1,2,2,100,15
2006,1,2,2,100,1
1979,2,2,2,100,4
1980,2,2,2,100,6
1981,2,2,2,100,1
1973,4,2,2,100,5
1976,4,2,2,100,171
1977,4,2,2,100,22
1978,4,2,2,100,4
1979,4,2,2,100,11
1980,4,2,2,100,21
1981,4,2,2,100,9
1982,4,2,2,100,6
1983,4,2,2,100,20
1984,4,2,2,100,560
1986,4,2,2,100,167
1987,4,2,2,100,162
1988,4,2,2,100,189
1989,4,2,2,100,12
1991,4,2,2,100,6
1992,4,2,2,100,7
1993,4,2,2,100,4
1996,4,2,2,100,5
1997,4,2,2,100,2
1998,4,2,2,100,7
2001,4,2,2,100,1
2002,4,2,2,100,1
2003,4,2,2,100,2
2004,4,2,2,100,2
2007,4,2,2,100,26
1986,1,4,2,100,3
1990,1,4,2,100,2
1992,1,4,2,100,8
2003,1,4,2,100,1
1977,2,4,2,100,2
1980,2,4,2,100,5
1983,2,4,2,100,1
1984,2,4,2,100,1
1985,2,4,2,100,1
1986,2,4,2,100,2
1987,2,4,2,100,1
1988,2,4,2,100,2
1998,2,4,2,100,1
2007,4,4,2,100,25
1992,1,5,2,100,2
1993,1,5,2,100,1
1976,2,5,2,100,6
1991,4,5,2,100,3
1992,4,5,2,100,2
1995,4,5,2,100,1
1998,4,5,2,100,1
2000,4,5,2,100,1
2003,4,5,2,100,6
2004,4,5,2,100,2
2005,4,5,2,100,7
2007,4,5,2,100,1
2008,4,5,2,100,0.7
2009,4,5,2,100,1
1975,2,6,2,100,1
1976,2,6,2,100,7
1978,2,6,2,100,1
1992,2,6,2,100,1
1972,3,6,2,100,1
1974,3,6,2,100,3
1975,3,6,2,100,14
1983,3,6,2,100,1
2005,4,6,2,100,7
2007,4,6,2,100,3
1983,2,7,2,100,1
1985,2,7,2,100,5
1986,2,7,2,100,1
1987,2,7,2,100,1
1989,2,7,2,100,1
1993,2,7,2,100,1
1994,2,7,2,100,2
1996,2,7,2,100,2
2007,2,7,2,100,3
1983,3,7,2,100,1
1984,3,7,2,100,2
1985,3,7,2,100,6
1956,2,6,3,100,10.78
1966,2,6,3,100,193
1967,2,6,3,100,88
1969,2,6,3,100,4
1972,2,6,3,100,63
1973,2,6,3,100,42
1976,2,6,3,100,5
1977,2,6,3,100,20
1985,2,6,3,100,5
1987,2,6,3,100,5
1989,2,6,3,100,10
1990,2,6,3,100,10
1991,2,6,3,100,5
1993,2,6,3,100,45
1995,2,6,3,100,20
1996,2,6,3,100,65
1997,2,6,3,100,25
1998,2,6,3,100,5
1999,2,6,3,100,5
2000,2,6,3,100,30
2005,2,6,3,100,29
2006,2,6,3,100,4
2007,2,6,3,100,70
2008,2,6,3,100,54
1953,3,6,3,100,539
1966,3,6,3,100,616
1967,3,6,3,100,875
1968,3,6,3,100,542
1969,3,6,3,100,26
1970,3,6,3,100,11
1971,3,6,3,100,10
1972,3,6,3,100,23
1973,3,6,3,100,42
1974,3,6,3,100,39
1975,3,6,3,100,4
1976,3,6,3,100,170
1977,3,6,3,100,230
1978,3,6,3,100,170
1979,3,6,3,100,10
1980,3,6,3,100,110
1981,3,6,3,100,35
1982,3,6,3,100,95
1983,3,6,3,100,20
1984,3,6,3,100,80
1985,3,6,3,100,300
1986,3,6,3,100,65
1987,3,6,3,100,10
1988,3,6,3,100,45
1989,3,6,3,100,5
1990,3,6,3,100,245
1991,3,6,3,100,20
1992,3,6,3,100,20
1993,3,6,3,100,135
1994,3,6,3,100,120
1995,3,6,3,100,50
1996,3,6,3,100,65
1997,3,6,3,100,80
1998,3,6,3,100,105
1999,3,6,3,100,10
2000,3,6,3,100,50
2001,3,6,3,100,100
2002,3,6,3,100,355
2005,3,6,3,100,29
2006,3,6,3,100,1
2007,3,6,3,100,115
2008,3,6,3,100,61
1967,4,6,3,100,4
1985,4,6,3,100,5
1986,4,6,3,100,5
1988,4,6,3,100,5
1989,4,6,3,100,5
1990,4,6,3,100,100
1994,4,6,3,100,30
1995,4,6,3,100,85
1996,4,6,3,100,5
1997,4,6,3,100,80
1998,4,6,3,100,30
2005,4,6,3,100,6
2006,4,6,3,100,7
2008,4,6,3,100,25
2009,2,6,4,100,38
2010,2,6,4,100,12
2011,2,6,4,100,16
2015,2,6,4,100,5
2009,3,6,4,100,181
2010,3,6,4,100,38
2011,3,6,4,100,28
2012,3,6,4,100,50
2016,3,6,4,100,170
2017,3,6,4,100,419
2009,4,6,4,100,18
2010,4,6,4,100,7
2016,4,6,4,100,10
2017,4,6,4,100,6
1972,1,7,5,100,312
1977,1,7,5,100,136
1980,1,7,5,100,7339
1984,1,7,5,100,354
1990,1,7,5,100,152
1993,1,7,5,100,333
1994,1,7,5,100,2033
1995,1,7,5,100,213
1996,1,7,5,100,728
1998,1,7,5,100,3015
1999,1,7,5,100,974
2001,1,7,5,100,988
2002,1,7,5,100,1728
2003,1,7,5,100,160
2005,1,7,5,100,2
2006,1,7,5,100,545
2007,1,7,5,100,112
1970,3,7,5,100,332
1971,3,7,5,100,118
1973,3,7,5,100,874
1974,3,7,5,100,574
1975,3,7,5,100,704
1976,3,7,5,100,6397
1977,3,7,5,100,125
1980,3,7,5,100,194
1981,3,7,5,100,1355
1982,3,7,5,100,3364
1985,3,7,5,100,12266
1986,3,7,5,100,5026
1987,3,7,5,100,3611
1988,3,7,5,100,19831
1989,3,7,5,100,5173
1990,3,7,5,100,8232
1991,3,7,5,100,7570
1992,3,7,5,100,14999
1993,3,7,5,100,5236
1994,3,7,5,100,22966
1995,3,7,5,100,7492
1996,3,7,5,100,18472
1997,3,7,5,100,685
1998,3,7,5,100,3893
1999,3,7,5,100,2555
2000,3,7,5,100,8584
2001,3,7,5,100,8228
2002,3,7,5,100,10699
2003,3,7,5,100,3312
2004,3,7,5,100,463
2005,3,7,5,100,1102
2006,3,7,5,100,2259
2007,3,7,5,100,135
2008,3,7,5,100,1
1973,4,7,5,100,663
1975,4,7,5,100,172
1976,4,7,5,100,2591
1977,4,7,5,100,99
1978,4,7,5,100,1534
1979,4,7,5,100,7740
1982,4,7,5,100,10371
1983,4,7,5,100,2063
1984,4,7,5,100,72
1985,4,7,5,100,589
1986,4,7,5,100,521
1988,4,7,5,100,960
1989,4,7,5,100,380
1991,4,7,5,100,1191
1992,4,7,5,100,1075
1993,4,7,5,100,2568
1994,4,7,5,100,21835
1995,4,7,5,100,1001
1996,4,7,5,100,7041
1997,4,7,5,100,127
1998,4,7,5,100,6347
1999,4,7,5,100,642
2000,4,7,5,100,129
2001,4,7,5,100,880
2002,4,7,5,100,2274
2004,4,7,5,100,731
2006,4,7,5,100,19
2007,4,7,5,100,4
1971,2,7,6,100,183
1972,2,7,6,100,339
1978,2,7,6,100,108
1980,2,7,6,100,17086
1981,2,7,6,100,396
1983,2,7,6,100,315
1985,2,7,6,100,454
1986,2,7,6,100,397
1987,2,7,6,100,376
1989,2,7,6,100,654
1990,2,7,6,100,1104
1991,2,7,6,100,3229
1992,2,7,6,100,1203
1993,2,7,6,100,10959
1994,2,7,6,100,790
1995,2,7,6,100,12249
1996,2,7,6,100,3562
1997,2,7,6,100,1534
1998,2,7,6,100,11194
1999,2,7,6,100,7767
2000,2,7,6,100,3037
2001,2,7,6,100,1796
2002,2,7,6,100,3692
2003,2,7,6,100,1874
2004,2,7,6,100,2007
2005,2,7,6,100,499
2006,2,7,6,100,2566
2007,2,7,6,100,203
2009,2,7,7,100,129
2010,2,7,7,100,2
2014,2,7,7,100,6
2015,2,7,7,100,9
2016,2,7,7,100,3
2016,3,7,7,100,1
2008,1,7,9,100,3
2011,2,7,9,100,56
2014,2,7,9,100,209
2015,2,7,9,100,140
2016,2,7,9,100,127
2017,2,7,9,100,7
2002,4,7,9,100,31
2004,4,7,9,100,923
1979,2,2,10,100,147
1981,2,2,10,100,71
1977,3,2,10,100,20
1978,3,2,10,100,196
1979,3,2,10,100,15
1983,3,2,10,100,10
1956,2,4,12,100,0.3
1996,2,4,12,100,2
1997,2,4,12,100,3
2002,2,4,12,100,1
2003,3,4,12,100,1
2004,3,4,12,100,2
2002,4,4,12,100,1
2006,4,4,12,100,17
2013,2,4,13,100,2
2016,2,4,13,100,2
1981,3,3,14,100,3
1981,4,3,14,100,1
1996,1,2,15,100,5
1998,1,2,15,100,11
1999,1,2,15,100,1
2008,1,2,15,100,2
2010,1,2,15,100,3
2011,1,2,15,100,1
1979,2,2,15,100,29
1982,2,2,15,100,13
1983,2,2,15,100,9
1984,2,2,15,100,95
1985,2,2,15,100,92
1986,2,2,15,100,55
1987,2,2,15,100,8
1988,2,2,15,100,22
1989,2,2,15,100,10
1990,2,2,15,100,118
1992,2,2,15,100,1
1993,2,2,15,100,10
1994,2,2,15,100,1
1995,2,2,15,100,8
1996,2,2,15,100,3
1997,2,2,15,100,2
1998,2,2,15,100,7
1999,2,2,15,100,1
2001,2,2,15,100,13
2002,2,2,15,100,37
2004,2,2,15,100,22
2005,2,2,15,100,1
2007,2,2,15,100,3
2008,2,2,15,100,14
2009,2,2,15,100,6
2010,2,2,15,100,9
2011,2,2,15,100,17
2012,2,2,15,100,1
2013,2,2,15,100,3
2014,2,2,15,100,9
2015,2,2,15,100,13
2017,2,2,15,100,3
1979,3,2,15,100,54
1982,3,2,15,100,12
1983,3,2,15,100,31
1984,3,2,15,100,43
1985,3,2,15,100,26
1986,3,2,15,100,31
1987,3,2,15,100,7
1988,3,2,15,100,10
1989,3,2,15,100,2
1990,3,2,15,100,29
1991,3,2,15,100,15
1992,3,2,15,100,5
1993,3,2,15,100,41
1994,3,2,15,100,12
1995,3,2,15,100,22
1996,3,2,15,100,2
1997,3,2,15,100,369
1998,3,2,15,100,50
1999,3,2,15,100,47
2001,3,2,15,100,311
2002,3,2,15,100,134
2004,3,2,15,100,353
2005,3,2,15,100,17
2006,3,2,15,100,4
2007,3,2,15,100,10
2008,3,2,15,100,36
2009,3,2,15,100,26
2010,3,2,15,100,6
2011,3,2,15,100,6
2012,3,2,15,100,19
2013,3,2,15,100,2
2014,3,2,15,100,1
2015,3,2,15,100,18
2016,3,2,15,100,5
2017,3,2,15,100,3
1983,4,2,15,100,1
1999,4,2,15,100,1
2004,4,2,15,100,17
2008,4,2,15,100,2
2009,4,2,15,100,4
2015,4,2,15,100,1
1995,2,2,17,100,1
1955,3,2,17,100,77.9
1956,3,2,17,100,20.5
1958,3,2,17,100,2.9
1960,3,2,17,100,33.5
1961,3,2,17,100,9309.7
1995,3,2,17,100,1
2001,1,4,17,100,10
2002,1,4,17,100,30
2005,1,4,17,100,34
2006,1,4,17,100,125
2007,1,4,17,100,222
2008,1,4,17,100,8
2010,1,4,17,100,19
2011,1,4,17,100,35
2012,1,4,17,100,4
2016,1,4,17,100,113
2017,1,4,17,100,21
1998,2,4,17,100,5
2001,2,4,17,100,5
2002,2,4,17,100,15
2006,2,4,17,100,6
2007,2,4,17,100,193
2016,2,4,17,100,2
2017,2,4,17,100,4
1998,3,4,17,100,80
1999,3,4,17,100,65
2000,3,4,17,100,359
2001,3,4,17,100,60
2002,3,4,17,100,435
2007,3,4,17,100,93
2009,3,4,17,100,206
2010,3,4,17,100,29
2011,3,4,17,100,10
2012,3,4,17,100,1
2014,3,4,17,100,2
2015,3,4,17,100,1
1977,4,4,17,100,4
1980,4,4,17,100,6
1993,4,4,17,100,135
1996,4,4,17,100,65
1997,4,4,17,100,545
1998,4,4,17,100,110
1999,4,4,17,100,5
2000,4,4,17,100,295
2001,4,4,17,100,110
2002,4,4,17,100,335
2006,4,4,17,100,248
2009,4,4,17,100,385
2010,4,4,17,100,13
2011,4,4,17,100,64
2012,4,4,17,100,3
2013,4,4,17,100,3
2014,4,4,17,100,12
2015,4,4,17,100,2
2017,1,6,17,100,1
1996,2,6,17,100,5
2008,2,6,17,100,1
2012,2,6,17,100,1
1978,3,6,17,100,4
1982,3,6,17,100,55
1983,3,6,17,100,5
1985,3,6,17,100,55
1986,3,6,17,100,10
1987,3,6,17,100,5
1989,3,6,17,100,5
1995,3,6,17,100,5
1996,3,6,17,100,15
1998,3,6,17,100,10
1999,3,6,17,100,5
2000,3,6,17,100,10
2001,3,6,17,100,70
2002,3,6,17,100,10
2005,3,6,17,100,2
2007,3,6,17,100,11
2008,3,6,17,100,11
2009,3,6,17,100,31
1986,4,6,17,100,5
1994,4,6,17,100,5
1997,4,6,17,100,10
2000,4,6,17,100,5
2006,4,6,17,100,1
2016,4,6,17,100,1
2017,4,6,17,100,15
1989,1,7,17,100,3
1993,1,7,17,100,33
1994,1,7,17,100,3
1995,1,7,17,100,4
1996,1,7,17,100,9
2001,1,7,17,100,13
2004,1,7,17,100,39
2006,1,7,17,100,1
2007,1,7,17,100,2
2009,1,7,17,100,1
2011,1,7,17,100,10
2012,1,7,17,100,2
2013,1,7,17,100,6
2017,1,7,17,100,1
1959,2,7,17,100,3
1961,2,7,17,100,1
1965,2,7,17,100,1
1967,2,7,17,100,2
1971,2,7,17,100,1
1976,2,7,17,100,3
1982,2,7,17,100,1
1984,2,7,17,100,126
1985,2,7,17,100,36
1988,2,7,17,100,4
1989,2,7,17,100,7
1990,2,7,17,100,1
1993,2,7,17,100,13
1994,2,7,17,100,49
1995,2,7,17,100,23
1996,2,7,17,100,55
1997,2,7,17,100,36
1998,2,7,17,100,101
1999,2,7,17,100,74
2000,2,7,17,100,34
2001,2,7,17,100,2
2002,2,7,17,100,1
2003,2,7,17,100,39
2004,2,7,17,100,81
2005,2,7,17,100,156
2006,2,7,17,100,24
2007,2,7,17,100,9
2008,2,7,17,100,15
2009,2,7,17,100,36
2010,2,7,17,100,3
2011,2,7,17,100,4
2014,2,7,17,100,14
2015,2,7,17,100,9
2016,2,7,17,100,20
2017,2,7,17,100,24
1982,3,7,17,100,157
1984,3,7,17,100,5
1985,3,7,17,100,23
1987,3,7,17,100,3
1988,3,7,17,100,10
1989,3,7,17,100,7
1993,3,7,17,100,42.4
1994,3,7,17,100,1
1995,3,7,17,100,1
1996,3,7,17,100,49
1997,3,7,17,100,3
1998,3,7,17,100,1
2000,3,7,17,100,16
2003,3,7,17,100,85
2004,3,7,17,100,2
2005,3,7,17,100,4
2006,3,7,17,100,3
2008,3,7,17,100,86
2014,3,7,17,100,14
2015,3,7,17,100,65
2016,3,7,17,100,122
2017,3,7,17,100,37
1999,4,7,17,100,2
2000,4,7,17,100,58
2001,4,7,17,100,2
2003,4,7,17,100,3
2004,4,7,17,100,55
2005,4,7,17,100,6
2006,4,7,17,100,8
2007,4,7,17,100,186
2008,4,7,17,100,6
2009,4,7,17,100,1
1988,1,2,1,105,22
1989,1,2,1,105,20
1994,1,2,1,105,8
1985,2,2,1,105,18
2000,2,2,1,105,1
2001,2,2,1,105,1
2008,2,2,1,105,16
1985,3,2,1,105,1
2008,3,2,1,105,5
1984,4,2,1,105,1
1987,4,2,1,105,2
1988,4,2,1,105,11
1983,1,4,1,105,2
1998,1,4,1,105,2
1996,2,4,1,105,2
1998,2,4,1,105,7
2005,2,4,1,105,1
2006,2,4,1,105,1
1998,4,4,1,105,2
2007,4,5,1,105,1
2005,1,6,1,105,1
2014,3,6,1,105,31
1987,1,7,1,105,1
1990,1,7,1,105,2
2000,1,7,1,105,6
2003,1,7,1,105,1
2005,1,7,1,105,1
2007,1,7,1,105,18
2008,1,7,1,105,18
2009,1,7,1,105,3
2010,1,7,1,105,5
2011,1,7,1,105,54
2012,1,7,1,105,5
2013,1,7,1,105,3
2015,1,7,1,105,4
2016,1,7,1,105,2
2017,1,7,1,105,7
1984,2,7,1,105,6
1988,2,7,1,105,1
1993,2,7,1,105,2
1995,2,7,1,105,14
1996,2,7,1,105,9
1997,2,7,1,105,2
1998,2,7,1,105,43
2000,2,7,1,105,23
2001,2,7,1,105,8
2002,2,7,1,105,1
2003,2,7,1,105,13
2004,2,7,1,105,36
2005,2,7,1,105,22
2006,2,7,1,105,38
2007,2,7,1,105,227
2008,2,7,1,105,30
2009,2,7,1,105,77
2010,2,7,1,105,95
2011,2,7,1,105,216
2012,2,7,1,105,20
2013,2,7,1,105,57
2014,2,7,1,105,28
2015,2,7,1,105,16
2016,2,7,1,105,25
2017,2,7,1,105,17
1984,3,7,1,105,11
1987,3,7,1,105,3
1988,3,7,1,105,33
1990,3,7,1,105,1
1991,3,7,1,105,16
1992,3,7,1,105,18
1993,3,7,1,105,12
1994,3,7,1,105,2
1996,3,7,1,105,1
2000,3,7,1,105,17
2003,3,7,1,105,4
2005,3,7,1,105,9
2006,3,7,1,105,100
2007,3,7,1,105,34
2008,3,7,1,105,34
2009,3,7,1,105,68
2010,3,7,1,105,25
